,UKF248,UKF259,UKF275,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07968938064517428,-0.005954247771931924,-0.03529657009074797,0.1101124415921707,0.09201646262584896,0.14528993776528454,0.12220916538650223
HALLMARK_ALLOGRAFT_REJECTION,0.08776439563625962,-0.03202914669306422,-0.018696282850878505,0.1191194467945131,0.02146204445536239,0.13547857576505293,-0.019005463107547034
HALLMARK_ANDROGEN_RESPONSE,0.09380004471509754,-0.026667895162489495,-0.03371801091584955,0.10703797188826875,0.038204340925390004,0.08921055646982658,0.07783133040767104
HALLMARK_ANGIOGENESIS,0.05522777912002343,-0.030819558645639913,0.01802262959432634,-0.014242400932825102,-0.015470397770303523,-0.04236069360593567,0.047231931518152324
HALLMARK_APICAL_JUNCTION,0.14016458550302907,-0.03585561563683446,0.05555190342298508,0.11291169744327764,0.11641514591633331,0.12074038840459998,0.1348436871660427
HALLMARK_APICAL_SURFACE,0.0991338401658213,-0.050415679279471805,-0.03476918583953604,0.0808141887089097,0.04953175720218787,0.11201085389486927,-0.003060445803646043
HALLMARK_APOPTOSIS,0.06036342001415608,-0.03339788827424442,0.02240433787669139,0.05266643008046333,-0.00040603313342049094,0.11002038234979336,0.038885221187761616
HALLMARK_BILE_ACID_METABOLISM,0.009548116661172633,0.06504164219713451,0.027006934892533738,0.06391740763952056,0.0032427924425672827,0.090023713648205,0.1389730329779665
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.006606532080338127,-0.02114494719261719,0.02200486224303145,0.08758022397259145,0.08313012399952836,0.07240446142893192,0.10229525345402986
HALLMARK_COAGULATION,0.13670623239188953,-0.024687271731631287,0.06098564872670007,0.11722443797687282,0.06903147476618199,0.12849495457530952,0.12718117267150425
HALLMARK_COMPLEMENT,0.06215844594994551,0.007023173726121133,-0.003832688227987591,0.1124488803390664,0.08367229650929457,0.09805919254459602,0.04341492809466329
HALLMARK_DNA_REPAIR,0.08658921372450896,-0.01877603185253364,-0.04438490855558438,0.10368521143822919,0.09969621778509981,0.10449545973160829,0.17125438614714822
HALLMARK_E2F_TARGETS,0.07638398345510736,0.005034369569307322,-0.07074309654734998,0.0528398170632615,0.07560357594459058,0.06706487332656873,0.15196844159721606
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.11732723101537687,-0.0038919461453106284,0.026630976255006808,0.0051350051696187945,0.07839738224139432,0.08808023203850757,0.13888456552570452
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.053057914237998216,0.006159044541645198,0.003753230054865849,0.05039536999743385,0.08749101756141349,0.09002715964262548,0.14827187107446643
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05846970912292327,-0.023062206405517833,-0.046943896460739286,0.044367001825778046,0.09278589915776105,0.07910512846220172,0.06536631771308525
