,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.033428845131523346,0.10124079822465917,0.0026119830279142213,-0.009840399850271872,0.05421422199042464,0.004483355201097565,0.1781250699145058,0.012531207625886026,0.10828167663094031,0.13877290814667007,-0.02814930673862543,0.025211641786225786,0.26043413446124486,0.18639188222373554,0.2035438739776333,0.12142515562303247,0.0663981850540079,0.10508634391188891,0.14274588651017903
HALLMARK_ALLOGRAFT_REJECTION,0.016106988659504735,0.06305865401300093,-0.03464370576328288,-0.010078961686670714,0.08391323403715996,-0.0648465545995195,0.2364923974196291,0.08082437435376269,-0.002610035868340748,-0.21258903693847447,-0.004716277561214152,0.0752496827492459,0.05037674968928497,0.07498144495959709,0.14283450158467398,0.06577630376382024,0.022225827347370795,0.02879437122650407,-0.04462883320776869
HALLMARK_ANDROGEN_RESPONSE,0.0779688302089084,0.08676565869526262,-0.0007590074519015963,0.02141503056600422,0.029599109550810253,-0.015646647838787744,0.1790306810795533,0.06571766150242242,-0.0018434178052266694,-0.07908486938224768,-0.024863993002302243,-0.0010110839758193783,0.14437218772076213,0.13636855116655136,0.18044171111603088,0.057633873128759866,0.032411604887305594,0.09567022484373872,0.06702857621796554
HALLMARK_ANGIOGENESIS,0.027226258635806255,-0.07618039446775464,0.09463658552396026,0.02506355973448068,-0.006869572257128003,-0.020511331374237673,0.20090019160446898,0.07349754517756238,0.07987378920224948,-0.1927222817263559,0.017738017217004604,0.05561060506190493,-0.11083986857883575,-0.08306795310569735,-0.10978847920219914,0.12646151485263502,-0.003134685706433711,0.026888786749730064,-0.05064151159612102
HALLMARK_APICAL_JUNCTION,0.032477903909501206,0.10788355738396387,-0.0352554641215192,0.01420426675133779,-0.02427657286046401,-0.005656630765469595,0.20448088028465483,0.052500142997180255,0.07117659879597235,0.053233159460939046,0.027811828767735525,0.07896732082429772,0.2212541367062281,0.18057529420119484,0.18599492800502326,0.1363541167645204,0.06825005161496318,0.13987180038374364,0.09757286284045989
HALLMARK_APICAL_SURFACE,0.03296009135369182,0.05824130224911605,0.07953395415363157,0.026461965166152557,0.054398360839180426,0.020820684863330274,-0.0874534713751711,-0.021253626340663915,0.024892595217846626,0.15793326725013962,0.025624178419106792,0.02339394801173028,0.21121519810382336,0.16076609649397877,0.15073037039349493,0.043028739963585506,0.03903434474577779,0.11386953858844841,0.05213783542115841
HALLMARK_APOPTOSIS,0.04595399237288551,-0.013259425457366981,-0.051466373047817655,-0.020262935165648224,-0.03091187592300665,0.03859106194999951,0.08928125618398632,0.02764180248768793,0.026757159654907214,-0.08507913853833017,0.014094218801083426,-0.0009227048840695611,0.09499632209025415,-0.10351927406881914,-0.08293300618847821,0.08034576764682344,0.0024012396636149008,0.03856574637048949,-0.004352648542237984
HALLMARK_BILE_ACID_METABOLISM,0.05511599723697176,0.10468138031319964,0.06023985582391309,0.007274616939166411,-0.0036283128545258198,-0.06276553894607528,0.20253811213814923,0.07310306388723735,0.058262620368003525,-0.020973401614246948,-0.02135629540778784,0.008484392807982438,0.2232448500570129,0.1346888691278538,0.18397026019925883,-0.01068722799647712,0.00874168124313504,0.08774374213342695,0.18930736193111694
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09720287961665637,0.01648556579141391,-0.06947329655003849,0.00032861301576278214,-0.005965625304006985,-0.02529815803480301,0.17050787981219948,0.07165736169145143,0.024714694196582357,-0.1800215106840621,0.01706455539712898,0.02067649509119339,0.13611637492906492,0.1788487731148607,0.20021938379174417,-0.0008190438312753646,0.027324171856496222,0.07046182548303793,0.14971564350623448
HALLMARK_COAGULATION,-0.022881084696782534,0.060497366912277466,-0.054207259228616286,0.00930653692632182,0.027849110834186078,-0.05411648041959513,0.19569741211418434,0.06541161977194836,0.008551727411870698,-0.22696238580538672,0.031686400597528856,0.06300349870364225,0.14983096699803627,0.11943112635506518,0.1527996780475828,0.11642068700677617,0.027653577381694387,0.09573385462098509,0.10220880983295386
