,MGH258,UKF248,UKF251,UKF260,UKF269,UKF275,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07356544766242666,0.01706923984105604,-0.0010020703512166862,0.06834102659488442,0.4307096101781241,0.034652635529122414,0.08877684613994923,0.17638191297452602,0.16281603442535753,0.20074469506067713,0.006130907809367922,0.27517552327423156,0.15630426557997354
HALLMARK_ALLOGRAFT_REJECTION,-0.0230183249651054,-0.07912743540959762,-0.07846158719897403,0.013923918773370491,0.5547249180585141,-0.030300161299920345,-0.027918909888958492,0.1397455913307706,0.08746866793662399,0.13293308526650355,-0.02420653823638927,0.023404710342460326,-0.022666664300938142
HALLMARK_ANDROGEN_RESPONSE,0.13850216472528112,0.009939881325957411,-0.05147617644763556,0.10926950511955823,0.5567171131070124,-0.002827443723314698,0.16471419513364474,0.09636050879728332,0.1206114590202375,0.11781352390415593,0.014120152542503232,0.005890717642842082,0.07796924926501599
HALLMARK_ANGIOGENESIS,-0.03059738957419646,0.001967160086316628,-0.027554677131669286,-0.06473871150183196,0.5619161979145061,0.10750724523644224,-0.0542684687923025,0.03868604075809049,-0.07349068555684349,0.10114578794757684,0.03892761254039484,-0.3746825340051169,0.005613989064141242
HALLMARK_APICAL_JUNCTION,0.08858407885703025,-0.008305995725675754,0.02157170353984701,0.04661935064758207,0.5291349485492257,0.14602478059602592,0.061462053271138226,0.21577654831826718,0.1221341831464053,0.23354976569481328,0.05088894527668862,0.10019188159546749,0.084431735623794
HALLMARK_APICAL_SURFACE,0.0709307437319656,0.054238388292077444,0.03550191481962858,0.07487612472664351,-0.28908866675924544,-0.056222503338453376,0.0959610833122363,0.10111882005806712,0.08588493673323663,0.10780947073712753,0.05395539620536515,-0.004708657280240542,-0.04015416852417201
HALLMARK_APOPTOSIS,-0.031933332922973054,-0.09144236533404637,-0.008007916786712263,-0.034358945058183106,0.11633226850817023,-0.014870243739567642,-0.07638633361011592,0.08107034555770255,-0.08629877659267118,0.04543790173421485,-0.008561385966982365,-0.07161221137477886,0.00983981536630959
HALLMARK_BILE_ACID_METABOLISM,0.08258488559445326,0.07440558227786749,-0.0028026619482620294,0.09573795172028773,0.5198356416503046,0.07988137439638025,0.046521026505023,0.19007320682632803,0.15042138046806738,0.12725396147113024,-0.013136649167984094,0.3785351829130517,0.2662247255443518
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08791614385404668,0.059548526629539494,0.05100661500534075,0.09417483935417703,0.3871867912806272,0.09320303066472811,0.1364245818293243,0.15738791141031955,0.15030114161421226,0.06434249691424078,0.007703416134811606,0.2831730422459566,0.25661728223937996
HALLMARK_COAGULATION,0.01668355575247933,-0.039565820418371325,-0.09176421635609591,-0.0028257047049589463,0.529699814299251,0.02208745904676877,0.029292072071080023,0.184527961924595,0.0875506010137603,0.1465027369664854,-0.006543049273091107,-0.1036863628073708,-0.03088626070887211
HALLMARK_COMPLEMENT,-0.013533748972831732,0.018249180836598464,-0.05807663859619259,0.020238202219642253,0.5205200096250643,0.08205507656297002,0.0006384170512140412,0.15158078037784645,0.07931871936764942,0.1799653347410232,-0.03286753743788079,0.22243416859663084,0.01406678582671381
HALLMARK_DNA_REPAIR,0.09660849934081885,0.0011728725409000894,0.006833890315350736,0.030161858996905565,0.5972982355942309,0.038141383027224036,0.13682889768070816,0.2179760730043016,0.15780885823197804,0.21354540433718017,0.022939127358556487,0.3602481706102579,0.3357249110026413
HALLMARK_E2F_TARGETS,0.08543327991215478,0.040335381499003,0.01589906476836298,0.08470629628149111,0.6108222475796888,0.08435027757567984,0.13930999969549268,0.1852398005063682,0.09237112219130181,0.16639989278780878,0.04675262391488501,0.3640042257521626,0.32863904587910675
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03342993777045573,-0.09444059452833041,0.0060635538242908155,-0.07047073034012344,0.5271949682895812,0.08842883063805715,-0.06558712528159717,0.14772630165374526,-0.08077856479884266,0.1956259301212425,0.04171688037728481,-0.2005600860304686,0.0017247350295205481
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04056736457782843,0.02777197900038196,0.01765675354780611,0.05867431204987285,0.3479588980019431,-0.013353212089957978,-0.008083551699780442,0.12523726731067011,0.048248807334946756,0.22840654891945728,0.0407165769747934,0.23137980944812367,0.16102772458902345
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08047747571794994,0.023551572227114702,0.06532904846297626,0.008831636127464767,-0.14482052539100573,-0.01932274518623105,0.07704390367112367,0.03701392016303507,0.17448306907030564,0.18146397442484405,0.03502489007870282,0.30091819244707824,0.14455528642064155
HALLMARK_FATTY_ACID_METABOLISM,-0.02135273624734406,-0.009929427410578078,-0.016713704125653824,-0.004838840798883733,0.34229008295918834,0.08853443036734791,0.048188135568720834,0.058093364239606426,0.01255145174462608,0.10602127689467776,0.026949192596163452,0.2037259555572221,0.06250509968984062
HALLMARK_G2M_CHECKPOINT,0.020788522238028073,0.07019359656836177,0.016077214761460328,0.07348438551568175,0.5826418846725591,0.07054525909592854,0.12711237750596727,0.13227910862414977,0.05357039670443846,0.1909221626437931,0.02415495353511543,0.2612572646156599,0.21989501009457257
HALLMARK_GLYCOLYSIS,0.051157970509647425,0.06954795017646517,0.03216288143890487,-0.05766399476297,0.4393088771973463,0.10918511987482506,0.014319341194320339,0.17147487418736018,0.11994916245108457,0.1731733585780515,0.07496710712066941,0.272496585444321,0.1115446806360674
HALLMARK_HEDGEHOG_SIGNALING,0.06639739615750703,0.09329476366864373,0.04342090167382782,0.007447586270512548,-0.31513258544702516,-0.10013628212614302,0.018512544905070403,0.11539502251570043,0.03464107253860912,0.0832761156615502,0.02574620498523234,0.2029787338991862,-0.13946577631044954
HALLMARK_HEME_METABOLISM,0.08982428335456799,0.02799020120230976,0.014961184994797662,0.0641578722925864,0.5230561649756134,0.04639342126849497,0.05128471985218026,0.22026584125825432,0.13735439434911234,0.2383209271065792,0.009485312236514908,0.2901136190185342,0.0403552506414605
HALLMARK_HYPOXIA,0.10173333833780891,0.004663917298171716,0.031040421360398855,-0.101904092213828,-0.22797522464953857,0.0415566085078044,-0.03664897033815926,0.10693114082699151,-0.05091559776358842,0.14648248035325814,0.024084493699023,0.048242269639532945,0.1857932113971906
HALLMARK_IL2_STAT5_SIGNALING,0.05006466351024184,0.02732519473552823,0.04119007595916863,0.049974911671549306,0.5733937319226641,0.056787831216405266,0.02818372865002128,0.12893458148909195,0.14126306335642233,0.09773213133099189,0.03136171739551702,0.1722493397478935,0.14200281255822145
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.019425081447607604,-0.04699041176203854,-0.0728795602768291,0.01688405530615482,0.44749765470115094,0.04852328836830464,0.0911597665579635,0.08399073745504257,0.05302375078935768,0.13186049474716885,0.02351459084772836,0.08092707917363955,0.0705324763779437
