,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.08782128390257143,0.13057798299606616,-0.015760699133818033,0.11089693760265693,0.02196888150177947,0.1681249807698822,0.10307101433228069,-0.21482994800910188,0.10369738382108143,-0.017985048462769552,0.2614886665357869,0.20069361164972427,0.31026413289083044,0.19962539793553863,0.11376257494627665,0.02482950600229815,0.03965252808899501,0.22650625345040418
HALLMARK_ALLOGRAFT_REJECTION,0.11266309773162256,-0.08545856852544934,-0.11563289016770864,0.09501149788817366,0.002403899021542946,0.11173754538332499,-0.432870764180273,-0.4623372563145354,0.06981979015444162,-0.10837495556818838,-0.4797770794882096,-0.19539224321186852,0.15856738606614867,0.10074137409862674,0.039902985057419856,-0.013431330519028927,0.21692064434433142,-0.033522677959076964
HALLMARK_ANDROGEN_RESPONSE,-0.04260405547984646,0.08754943774438728,-0.02132306755971945,0.0365642288313372,0.027882320621247726,0.2971676339666865,-0.21166246288389426,-0.4596504660147033,-0.052106529860046984,-0.01715313217014944,-0.1917210059230503,-0.19265583429893615,0.20603484582035397,0.1642056889705655,0.03788942479158748,0.02494246272250962,0.013594278854724962,0.028161659925199554
HALLMARK_ANGIOGENESIS,-0.2738618096697813,-0.0964191404453687,0.15492061455040687,0.13227900936695972,-0.08234976159032484,-0.3521804932381155,-0.40356021693631383,-0.5632723006377593,-0.3091718980969489,-0.14476139439521635,-0.5069266260037553,-0.5886646691488537,-0.1683954372618409,-0.12355804177264172,0.0233359154183858,0.034940780662395435,-0.2905142992110626,-0.27321789507440986
HALLMARK_APICAL_JUNCTION,0.024657396032230057,0.12552389208945164,-0.08759631859984396,0.027374456552919185,0.07585382696767992,-0.014308115857156183,-0.2864069637289529,-0.4413673937610598,-0.1267744692320117,0.02938114383659281,0.09029552907608578,-0.3120333465999916,0.2639981289718101,0.19673555315380337,0.08279440695253153,0.07859887533902551,0.0010784842804663205,0.292504108290238
HALLMARK_APICAL_SURFACE,0.23061668506927857,0.2518154168299561,0.09446681228560738,-0.03183228869672239,0.061236651154018454,0.04582453561126449,0.2900317727867429,0.4043521492973608,0.14672589750567921,0.25223737406906244,0.4203297360207495,-0.15407473809580072,0.20128968006575254,0.19060208876673188,0.05814225051192008,0.06745148282050595,0.16980072641169094,0.1377960552206318
HALLMARK_APOPTOSIS,0.033395743220939536,-0.045341427378001516,0.014840522989760704,-0.028590262664550867,0.0005280292991507913,0.033473284352002905,0.0528722481824782,-0.08785267238457997,-0.20428492210754157,-0.05119984418570814,-0.12174181406112378,0.3338239536269525,-0.10924473945910378,-0.1471863918871349,0.03280945748327345,0.040238253056173096,0.0056958513884423564,0.21744075324760512
HALLMARK_BILE_ACID_METABOLISM,-0.04989467078245881,0.1587262578526231,-0.029408516991923463,0.011231956553557418,0.04192269033179481,-0.07183435199774509,-0.1941903312537265,-0.5788869240254402,-0.16481005636498386,-0.07728488688635762,-0.04779651201746792,-0.19293090034672064,0.1589307793973952,0.1773675481931321,0.04686912597893986,0.04727120802899753,-0.04493200155374331,-0.057943935856284885
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.14696971642350923,0.183933944766254,-0.09163910218886998,0.02173324512492543,-0.012759464285934125,-0.05520313164181538,-0.34273124218619383,-0.3625789448431123,-0.2858957892243711,-0.08558516969646714,-0.36753382342605767,-0.4290670365836458,0.27193262537110263,0.22760712742468872,0.03585058349776661,0.0056742878080239785,-0.0984363433679327,0.04177667402642996
HALLMARK_COAGULATION,-0.09145847209561478,-0.03894288203945779,-0.017741175682066953,0.04629100384664778,0.02109382992442784,0.12960288342645654,-0.44535693516004976,-0.5570182554485386,-0.11941424817427054,-0.20038314039403343,-0.5372794242913166,-0.29214972877901024,0.18786137514708864,0.10154619521609681,0.008745310144326965,0.05789942450417935,-0.03645511194334102,-0.12555265822210365
