,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.05224817643925739,0.058355454946578844,0.12205544804425951,0.01913969921095901,0.07135605652373012,-0.026528169888268154,0.023137777509528085,0.09652142020049975,0.04736261996061749,0.025695499473262818
HALLMARK_ALLOGRAFT_REJECTION,-0.08155837080734245,0.09142085880779204,0.08623316229787756,-0.02433347742522534,-0.006030640399030158,0.0094781948204176,-0.015992610174200964,0.07478223385877156,0.03871995202947561,-0.10266744453716704
HALLMARK_ANDROGEN_RESPONSE,0.005825891961615866,0.05836286236763973,0.10393998750967111,0.043492284462121465,0.033663626788757145,0.04043952831655925,-0.003035146474546874,0.11063679031963441,0.04971493880822613,-0.0023382735200262383
HALLMARK_ANGIOGENESIS,-0.09516536861453866,-0.009251615363342548,0.06197498321095573,0.0722439140692112,0.11001012263884907,-0.012241144427814618,0.02893344074750611,0.07932767168369621,-0.05656733375979099,-0.038005918999660236
HALLMARK_APICAL_JUNCTION,0.010545827564584413,0.11533345250789855,0.1157144080930526,0.02806011674089071,0.10700659939581238,0.03256608266019308,0.06617814640807695,0.13689113869816605,0.021911903956463065,0.03853332188773288
HALLMARK_APICAL_SURFACE,0.0060237346078609415,0.1139430071152199,0.03168307952824807,-0.03817453131639487,0.12743973336958117,-0.024534991545429936,0.07046672349353195,0.1324693477713695,0.034018723737555656,-0.0418420268873907
HALLMARK_APOPTOSIS,-0.007731984420380956,-0.036961080157128325,0.03183040049067757,0.03654445946960036,0.015662672212794507,-0.01646202606590502,-0.03536481218133985,0.03610452534270439,-0.003947898738129219,0.08254496900441509
HALLMARK_BILE_ACID_METABOLISM,-0.00020233290208952095,0.025489604419951684,0.10536060178370499,0.015188042651170956,0.019738237972859916,-0.044293968246601347,0.024848967108071357,0.03598922818824757,-0.04463244643351012,-0.05110785583476853
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06705409370412217,0.044797701953078466,0.03793403138592403,0.06885700350675723,0.07162943883324027,0.07464462831996939,0.014936311075135066,0.05444182562617076,0.012860058104672773,-0.037726715049336744
HALLMARK_COAGULATION,-0.07474018869664233,0.0913035197069587,0.08794154809878905,-0.01001077398583509,0.05611128986688426,-0.02430578930917395,-0.06405999751140745,0.1358803020800447,0.01907383115604371,-0.05282790338173237
HALLMARK_COMPLEMENT,-0.030623587153517928,0.03897972182770696,0.10667957710760173,0.052913798271907536,0.1229094889376896,-0.05134716693646998,-0.008814124055905884,0.06007440857557052,0.018076773578312007,0.05245962355511954
HALLMARK_DNA_REPAIR,0.05816859286829254,0.0989526073795452,0.10602914671584936,0.008445755894405885,0.08892675083870126,0.016254773646003383,0.07880871423706687,0.08251180577532308,-0.006697691973660786,-0.012675935586520524
HALLMARK_E2F_TARGETS,0.04749880745594586,0.08574567070152361,0.031063970790150157,-0.03587265154889899,0.09829872632181412,0.006793103721025207,0.07312811563733539,0.037948001181047984,-0.026434938794549785,0.08167666981517947
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.048027078654524186,0.05668893599847208,0.08675273001093618,0.10237803684260444,0.12846526323001115,-0.03377218754896048,-0.00826539869142018,0.1246178170612396,-0.027800146763954647,0.04498836854763522
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03239643109387244,-0.019808859747065068,0.011865643519436161,0.05169580347534816,0.15811863061692924,-0.028332097296422196,0.10286213667001795,0.09202955555165925,-0.021759374864147644,-0.03483772134694528
HALLMARK_ESTROGEN_RESPONSE_LATE,0.005770186707595887,0.06544173741571079,0.09892833889644341,-0.008161607675423736,0.0860335801274221,0.011341901252991664,0.01021510052205566,0.005557657375377417,-0.02082174203899394,0.06752904445659884
HALLMARK_FATTY_ACID_METABOLISM,0.055392761819287144,0.026364088440723486,0.11017666488868395,0.008723432628421157,0.08159138721889829,0.046226953366794006,0.0251209017244975,0.028661272568437264,-0.03043858179790548,0.018380984969919596
HALLMARK_G2M_CHECKPOINT,-0.012236930520995146,0.05552870247017119,0.1114059631160718,-0.043586693906152,0.10160727166134567,0.043243268380374615,0.06990948092942358,0.04379753840008149,-0.0635249692756745,-0.051327559386985765
HALLMARK_GLYCOLYSIS,0.0754938361981822,0.023168938533276392,0.07456006168186984,0.04903449000914322,0.1713048328353891,0.039449392837621736,0.09449080047477641,0.05997220099151864,0.0030452201165052603,0.02860161582091818
HALLMARK_HEDGEHOG_SIGNALING,0.11290559053400835,0.08571597563020891,0.026901478830286495,0.003069775522343876,0.16343902225193482,0.08446112895468663,0.056394501800091576,0.07962350524590314,0.030311995970894418,0.017835792320533807
HALLMARK_HEME_METABOLISM,0.022655103002039566,0.05929729966051088,0.13700221355270825,0.04713828036038161,0.08475870092194025,-0.0171655525103673,0.019879479529362844,0.07090796824702854,0.06335311762476356,0.024565341350984017
HALLMARK_HYPOXIA,-0.009629258496004132,-0.04841384851980441,0.11554183841804148,0.13432888780974211,0.11386669359415534,0.026790967903973006,-0.0005607475004615732,0.01942097069388529,-0.05697591477420461,-0.024580113206360107
HALLMARK_IL2_STAT5_SIGNALING,-0.03097412317020954,-0.005806273170774654,0.10754976822049984,0.12567007320079077,0.1486169600860543,-0.016627678460129316,0.0700052129691091,0.12829642092572519,0.013263663162744995,-0.08521495803806949
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.07288309782893321,0.04794165645267096,0.058795209668071086,0.10294734999765828,0.15240843655100994,0.03505119132542159,0.01887438722939892,0.08318617457091883,-0.018304927302022534,-0.08414900189367255
HALLMARK_INFLAMMATORY_RESPONSE,0.0754794842972414,-0.026721160564152812,0.0874818019224398,0.09753113667790943,0.02238712502341726,0.020185756870204095,0.030994772320395016,0.06922048756196175,-0.047446916675170196,0.020782285072883797
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.13114274349901964,0.07499151648909176,0.06732923158066607,-0.04413304216567501,0.010226807480263632,-0.00796921689282565,-0.024863982010267217,0.052589536491419044,0.09228390645389925,-0.0024135940987288196
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.09492916494426615,-0.021550032048410925,0.07560941682498441,0.0844888996518037,0.09190674398440637,-0.024585564072927897,-0.04455052369434867,0.05862586228574003,-0.029470438983764783,-0.032074494903551506
