,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.08327905379267003,0.05662101144311313,0.04368391612813138,0.03512503159251074,0.10396500205015692,0.08260245571334723,-0.08484918703983806,0.014188766122409309,0.0442086755852036,0.051471783884037364,0.11166038680406487,0.05286717942739829,0.11397919366979055,0.10788726747442132,0.10959038791829225,0.10817968660241746,0.032122250873245634,0.28067550509597156,0.058147736855307816,0.026255707104744008
HALLMARK_ALLOGRAFT_REJECTION,0.06032512337101543,0.03488613919615803,0.05925896106854947,0.021811055481886884,0.09195668719154948,0.10050399248379005,-0.07570209572438462,-0.009474262578534428,0.010762265536617282,-0.0544804496875066,0.047437336704675155,0.06033056228970924,0.04955820723680535,0.09688391641622479,0.04862308903141819,0.03934049783629838,0.04091154455515598,0.09104895365866007,-0.024636275987910256,0.036277561933114405
HALLMARK_ANDROGEN_RESPONSE,0.026301461958102554,0.11775933393527244,0.015835025915008804,0.0074155241957589175,0.13373274256496012,0.09209914797940076,-0.04134804121752593,-0.012712262832005522,0.0033317369122195396,-0.021307605615992806,0.07775220683733818,-0.001120619940586972,0.058453993565849044,0.11406992470112792,0.05708857458626485,0.1013746366285174,0.02801254463110539,0.16178802389371058,0.03727397633105883,-0.07882151106377337
HALLMARK_ANGIOGENESIS,-0.07380293226205811,-0.03769747683078928,0.08182663669759863,0.02537752683751839,-0.07109838935565467,0.0718705621076203,-0.08273863359127599,-0.004870759042519707,-0.0019640379310819243,-0.024412453320726835,0.015682843447810603,-0.04198911452700721,-0.03861063471086746,0.0321360653138395,-0.06020510825353829,0.06279953641161737,-0.03221276659760779,-0.17744633323784983,0.07301400368237937,0.011775201376060439
HALLMARK_APICAL_JUNCTION,0.09843951441688238,0.08806133431087647,0.037213244806669744,-0.00945755492825347,0.07431513262408505,0.16257231728064406,-0.07846533831759382,-0.027156582485106436,0.034474071834743394,0.012849441579776747,0.08410748554998417,-0.033033091617910904,0.054213147963365085,0.12101891445559074,0.05038567408718893,0.11990265136393634,0.006437256594858929,0.1938497002726312,0.08510208724430679,0.02742691237503815
HALLMARK_APICAL_SURFACE,0.10568396854798087,0.05905785384767733,-0.013713597777234625,0.03832908154894135,0.05441973527691455,-0.006365500990821184,0.06070294232002973,0.041270786843913054,0.03819323676726794,0.06783945946927417,0.06770217684149767,-0.00905585367150483,0.1176858433643284,0.10642020726155332,0.04627124658061669,0.030839440321269437,0.005741549307620783,0.14554583649142003,0.0417264846329109,-0.04392266701930407
HALLMARK_APOPTOSIS,0.08985210774764177,0.014822470303332063,0.016014927451728316,0.05735856245809208,-0.015706272991010902,-0.007431670775333857,-0.022477480507714184,-0.016338473566421235,0.012723726034400144,0.027941720044917566,-0.0037376108963555225,0.05934850859181651,0.016152743836274328,-0.010540666594932378,-0.011964744814853432,0.05310701760214805,0.010959037993084793,0.07187429216362623,0.05381866555651117,-0.04283482981679738
HALLMARK_BILE_ACID_METABOLISM,0.033174775289568345,0.017191770653821523,0.0044180746615135515,-0.007336834918651171,0.0036552322328881016,0.10093519483056251,-0.048477244664551174,-0.0067952666960727345,0.002704608070555264,0.036768518641789295,0.05158089092582457,0.09806463026880738,0.04380216820325524,0.1402217958104346,0.05745310183499448,0.07361798010680334,0.011674077985590116,0.2751984188811536,0.02005042819460526,-0.0667684513048213
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03297719404122504,0.024713441482538814,0.07707986874780959,0.03839456096404486,0.03457828217484053,0.10855639185839383,-0.02106783450515715,-0.05277057292776643,0.004421435868061471,0.06010817193112294,0.10319230275131878,-0.05106531908812309,0.06422483850631558,0.08054832040050508,0.07741817787048567,0.05938183084467552,0.011028861157114852,0.26086067127210094,0.0353068333105399,0.004714981326459681
HALLMARK_COAGULATION,0.06285157821884706,0.05206705514753218,0.009972879332565987,0.05420749878188358,0.06817125840854987,0.07243418386240402,-0.04324712467706432,-0.015825556419611298,0.027393079965797547,-0.0211297744534247,0.052584021401092244,0.033047068776913886,0.025116764765021015,0.13143337239682024,0.0754109113127321,0.1118107294244274,0.018361157198260328,0.10096098271383028,0.08695758831069167,0.0025038491103367166
