,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.029630357927866474,0.008046577855883637,-0.0036757725054450694,0.14399311147359006,0.07634412614447651,0.16344013501956864,0.008326060801989542,-0.1277806869270951,0.12370489858171613,-0.018139719026494677,0.2801854064847452,-0.022739655900394395,0.1437960914158525,-0.08503755339850509,-0.05432209110262653,-0.013229208811267762,0.24779735960733504
HALLMARK_ALLOGRAFT_REJECTION,0.09312873313630148,-0.06293209394071829,-0.019344378378904244,0.07930973479228431,0.1102747331376198,0.1653424435125272,-0.02169233371374314,-0.5040955491179249,0.12480040083337135,-0.07370209790813718,-0.5544678263336673,0.01675187453913372,-0.1738010301575002,0.04558986390853569,-0.12873189923097228,-0.019288002382930745,0.001063848977340778
HALLMARK_ANDROGEN_RESPONSE,-0.019212055512549644,0.02518089563519673,0.056429250008430604,0.01799775496227421,0.163027755490304,0.28917774428145004,-0.03114555956929779,-0.45922421406434155,0.005004533747031045,-0.08042568888836943,-0.2569876174684245,0.041527861429141534,-0.15769626293032393,0.007284399529827372,-0.16993417218037762,-0.03420353756623243,0.08058536116219674
HALLMARK_ANGIOGENESIS,-0.18826384676663183,0.10377504419535362,-0.04378522296634065,0.11313612133906009,-0.07056775221255955,-0.3566081498975059,-0.035738080285860195,-0.5692298937368647,-0.2097391038427016,-0.023498331134049893,-0.5815989863976958,0.05827327909546105,-0.35300853518459374,-0.10643252161764064,-0.2015335191910718,-0.06329046374176367,-0.16551786973148036
HALLMARK_APICAL_JUNCTION,-0.03436822111377631,-0.024848110956482573,-0.01720385958915769,0.11952823431711007,0.08437996543299912,-0.027680318261731205,-0.01802938012595474,-0.39521401353972957,-0.159665512058008,0.07724251626470897,0.04774597744937421,0.02025315682733639,-0.24996837310721592,-0.09908974845101638,-0.20515778680466742,0.0009303213651785724,0.28264677385112513
HALLMARK_APICAL_SURFACE,0.1994425253771682,0.022235316253125484,0.0465883772880774,0.08353795029183551,0.07718970380832774,-0.001114398374413494,0.03508769240886974,0.41642463866566176,0.04698717897267329,0.025468736013366244,0.259988812338909,0.07900787313465588,-0.07225486801661689,-0.07592366266432679,-0.16679896860494592,0.05105015871756338,0.15096675770273396
HALLMARK_APOPTOSIS,0.007225886215648193,-0.06109416518877462,-0.001670999146140418,0.029733405825582197,0.04433670087598405,0.019308815912892865,0.0773312326425054,-0.08798759312457746,-0.25490671750270155,0.018091062047692247,-0.12073340845811088,-0.05317459490481884,0.19516754216833512,-0.03637731119270242,-0.038144047249980835,0.08447723364427807,0.22955589049858333
HALLMARK_BILE_ACID_METABOLISM,-0.026423714628167567,0.09275813601764157,0.0015912504051501812,0.10628645480330463,0.0742697459221833,-0.01249986389468242,0.03013698723908552,-0.5331900723114411,-0.08825134107591635,0.029232699357036672,-0.10645046554645,-0.05224080464581897,-0.11235089384980135,-0.010679032754749105,0.0827584085789868,-0.05769713585100379,0.09992421578288002
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.1453232200633543,0.048014875650251844,-0.033501174504447825,0.1179047703915214,0.12535724488949762,-0.021739589933252486,-0.029572614123367476,-0.4159794027058286,-0.18719797242702735,-0.0378572516109145,-0.4534244690740498,0.01949957998526294,-0.28896468952328924,0.0164635619539976,0.03798780429482674,-0.02329499578952798,0.03417454127216663
HALLMARK_COAGULATION,-0.10600456210056268,-0.04650111301719945,-0.031688638830366114,0.14712422871377187,0.09219517565449142,0.1207938488440534,-0.025621421561940184,-0.5544066425298209,0.007224353095148347,-0.07865658927569898,-0.6026013385352043,0.07351373323435181,-0.26744944558218947,-0.04027458089380936,-0.048054612646532324,0.006991025570346384,-0.10746402535116803
HALLMARK_COMPLEMENT,0.15103983714461564,0.093930327370297,-0.01309781687202253,0.12473825632977974,0.05948006986227934,0.29975864929174084,-0.0070129698310357255,-0.35626394377801995,-0.18097750793403516,-0.021422117729446303,-0.41277281559020795,0.019604208977691075,0.09006776725272057,-0.05464180251805719,-0.13537307846789629,0.03404465619037328,0.17143830280478034
HALLMARK_DNA_REPAIR,-0.009036898562339527,0.034905125001157125,-0.01348679837853855,0.09499370156430068,0.12291984778960088,0.15000858726947783,0.024335069262093518,-0.3131507743971929,0.022567604914456613,0.015527741482203183,0.3285502577297094,0.03814826590996409,-0.13212554792651868,-0.06899626908303186,-0.19327567693138978,-0.08999183578383382,0.316864745333883
HALLMARK_E2F_TARGETS,0.11395343506415681,0.002439985513922657,-0.04402663235390173,0.12006567441957057,0.11170264310254686,0.12672348169019207,-0.008913222383530692,-0.41733029425130086,-0.020253644058917927,0.026374776169346775,0.42505587016844026,0.10037087922090732,-0.22325019087694795,-0.08093365459424888,-0.1908498030051499,-0.07018656246403325,0.15661915340883395
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.31101383902896523,-0.038935830899278184,-0.03792673844961052,0.024239407807768516,0.00928491578061586,-0.2620693434962782,-0.025538043192876766,-0.43010555221954216,-0.24415835663472454,-0.03470790906112179,-0.5052260161788326,0.10791382569528402,-0.33597528480535205,-0.059350217562151385,-0.21351440534091126,-0.006726890827229551,0.16143946069279158
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.00792675004901068,0.05719883417439918,-0.05714083029138021,0.035732110232584,0.03982403615396096,0.3775005033570914,0.03819590677965226,-0.15640183818791278,0.06386671511975575,0.003391212354859783,0.4488986972161517,0.09069531340576678,0.333893629383706,-0.04304396086316593,-0.07981137924013383,-0.033551071732721885,0.24896157921076711
HALLMARK_ESTROGEN_RESPONSE_LATE,0.12801136366297092,0.016291327296500853,0.06382739899156732,0.1317854959169009,0.10468930102258998,-0.03340199486367124,0.023686456512026825,0.4039166012347856,-0.004547143656796439,-0.00433294226423842,-0.1348020709964203,-0.023333557724640755,-0.2322832017655356,-0.11945630318675518,-0.13788590641658385,0.01873007361999088,0.10742206087035462
HALLMARK_FATTY_ACID_METABOLISM,-0.03018681594270961,0.038617668753421305,-0.05008821313776203,-0.07918673457851996,0.06024456169205212,0.1319317967345851,0.02558264380471491,-0.3841384199914465,-0.15511850492792084,0.038420858076768934,-0.05181995795544476,0.06716966517544104,0.23055432860161798,0.040149023111682246,0.0938208712748382,-0.05367494629113059,0.09767742728374885
HALLMARK_G2M_CHECKPOINT,-0.12478822932295557,0.031504887226276104,-0.004041326489930248,0.0666718074074038,0.05362472464033731,-0.16458268344612254,-0.011462763768383682,-0.44824248287996143,-0.15338823554356246,-0.015279810043320423,-0.017078372987661756,0.020019740258432093,-0.3256617250615396,-0.03453882555554189,-0.16806010084538478,-0.07087988876656133,0.23357337616041923
HALLMARK_GLYCOLYSIS,-0.03984707496819679,0.15806942768462656,0.014828583170375007,0.006417606532501525,-0.01292819780415623,-0.051346110381167216,0.055859929624704346,-0.21038506614643468,0.08396280984304293,0.08005289968260303,0.5462680361479558,0.03251329776425549,-0.02306753229976733,-0.031066970919690795,-0.20702395312675306,0.027300964608569327,0.2742905846602703
HALLMARK_HEDGEHOG_SIGNALING,0.19203043437705178,0.14618312007132706,0.028735517888171455,0.13010042278979142,0.14727285051535288,0.37353815044522204,0.04921942963559728,0.5532795985305341,0.19693203683158242,0.16353562910459124,0.6044800941093817,0.009326078080580426,0.33982584384888215,-0.0035113287140105215,-0.04320063020889989,0.1707679614151683,0.19857515848048748
HALLMARK_HEME_METABOLISM,-0.02215650568984825,0.0640818764596257,-0.01806975146026496,0.12619351494854728,0.08600946471011015,0.2020203516746926,0.041202816190956115,-0.3069299020550859,0.07727815180314727,0.05059149859723773,0.19686203139137531,0.09669804937001261,-0.008145962468432747,-0.09512503925339959,-0.1116687010460725,0.04867716017570543,0.2259214382641264
HALLMARK_HYPOXIA,-0.3602090118113663,0.06434582107386,-0.008386613237269174,-0.10475297266780964,0.01921067128489438,-0.23468604500289175,0.062367561363568004,0.41386130407996374,-0.23489114071176842,0.06984662661170687,0.08337077783704912,0.0017833393270542724,-0.24507174483548708,-0.03814265746646243,-0.051792044757321916,-0.12129196309652984,0.2237875428215798
HALLMARK_IL2_STAT5_SIGNALING,0.03388216260328809,0.03605945946687693,-0.007270988235280997,0.1652230239373119,0.11811076781415134,0.03851653312771803,0.015332771666982974,-0.4383873729801626,0.021802857142769305,0.03939388385121588,-0.21611223465073812,0.042106486033956704,0.044384539088498785,-0.028360171631740875,-0.1360698704822562,0.005435066850454247,0.09753826261408098
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.267489619307928,0.0155064453274745,-0.07747866037283127,0.13116423121931603,-0.012475477726214318,-0.31626567347856577,-0.07336155903743852,-0.5455484609389908,-0.1777543408682655,-0.0467686172344609,-0.5317554762615867,-0.006249194156927142,-0.3467609934562513,-0.044289212139879214,-0.18546955225390635,-0.014259438319017886,-0.16149517435619495
HALLMARK_INFLAMMATORY_RESPONSE,-0.11246620921907716,0.004871147203987072,-0.025345737011411577,0.04135154579803925,-0.05821793118855523,0.07606415313291696,0.004108021737869385,-0.27264190804425475,-0.16394075618327786,0.07484145279132244,0.22690677073017643,0.002509942318426915,0.03083304850600657,-0.09152245552761581,0.0175384617565424,0.006512910213614502,0.13040997722773706
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.19785317043117542,-0.008919812982441792,0.016246178493770087,0.1607617024643466,0.13147195264399975,0.1894599992964707,-0.023943578168146625,-0.5462274240674373,0.10701566350821128,-0.05735566919035703,-0.4798838531876388,-0.019164707359922848,-0.22479362250580143,0.02713818409746227,-0.017791941632253873,0.015328135868334132,-0.16276580275512925
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.22442818169230752,-0.017550556743616448,-0.022873197125672602,-0.014984603617411697,0.12263410478278786,-0.36174391168785275,0.007417752461763605,-0.4653424250102334,-0.08590323237870467,-0.05584729732725486,-0.4758540187793146,-0.06248811366347215,-0.3528102192160286,-0.0755448697245873,-0.16487134559350453,-0.08930403253551723,0.20291453114701363
HALLMARK_KRAS_SIGNALING_DN,0.0907620116827704,0.09306935785399288,-0.07065404383691096,0.047196647614724446,0.07778468429269769,0.23590425987430227,0.0847360420183286,0.20846877849772516,0.025256381820713842,0.0054121319816611314,0.48628310232624367,-0.04116881983371088,0.06893234192775982,-0.031503192875429804,-0.09507475566744229,0.0541306530598843,0.28075542482312044
HALLMARK_KRAS_SIGNALING_UP,0.2914466354161439,0.03972363101458194,0.01733646388095216,0.13754623298695837,0.10043846276155391,0.35361448998355294,0.06178707075283664,0.33910610163479793,0.16302974553260569,0.08050247906683496,0.47298369297968584,-0.0037234975102404073,0.309644927763403,-0.013238758691597746,-0.1615570886057619,0.10592688417819864,0.26122177152859294
HALLMARK_MITOTIC_SPINDLE,0.1428625752164302,0.024689444025428303,-0.0109167746527654,0.12561140458284367,0.13427164179873555,0.3076150198372773,0.008703552499900657,-0.3553533506383814,-0.026738254410818823,0.0671100371629471,0.22885948355147862,0.04247562481010765,-0.02258271561140279,-0.01912166237921506,-0.16878428667943407,0.06335108913540881,0.28512247110512606
HALLMARK_MTORC1_SIGNALING,-0.2112771871417249,0.07433637727328202,0.024805568609633247,-0.11201819930794056,0.030333000267532693,-0.22665248247617809,0.019093392299813692,-0.31212939471013956,-0.15119497573838306,0.03273323152615195,0.25786764757067365,0.06379637528233348,-0.2805559221362514,-0.012280273932294077,-0.12558609145185032,-0.07674226755969966,0.16498788096202743
