,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.09857196664597809,0.05891361025962985,0.015313322684923934,0.15584761063431304,0.19355928950932555,0.14033221883226293,-0.07326650272978029,0.06381721410287992,0.047730150917159486,0.08696658817912145,0.030201572860847282,0.04131442664570007,-0.007555779334206816,0.07216415881822794,0.07499510596116857
HALLMARK_ALLOGRAFT_REJECTION,0.08882429566089886,-0.023396159931177062,-0.05843611444039697,0.14902453742027064,0.10423830722891568,0.16823960994954576,-0.17798846311990338,0.023319840107561954,-0.017936052505408685,-0.2644620968827692,-0.03347175193243742,-0.005937409035559534,-0.0036202211397054077,0.028646507622261674,-0.053338107672900356
HALLMARK_ANDROGEN_RESPONSE,0.06326269526292154,0.07050692541185864,-0.04649753885620406,0.046895499723910314,0.16539789653397552,0.22376214146696596,-0.15913758990543908,-0.004368955215503449,0.05164693179143438,-0.12769451664545864,-0.022464418403729283,-0.03728002717080101,0.0030798663281566773,0.005503354632259042,0.04200797753786261
HALLMARK_ANGIOGENESIS,-0.18873051930377094,0.03285877214631521,-0.04030363868303655,0.061627945544504834,-0.1928470633998238,0.17231239849169583,-0.21211833317415113,-0.1348026183675124,0.029813848263954393,-0.23661373765397356,-0.13909120230097252,-0.06895953942933526,-0.05260072620638964,-0.1624285143962295,-0.16691357119571326
HALLMARK_APICAL_JUNCTION,0.052258457758898015,0.051171192987534975,-0.0029943848113166524,0.20669761605549355,0.04846348747490474,0.2816370916344245,-0.15759123990478055,-0.08144981191561144,0.07279903237487124,-0.006310105618897488,-0.08695931964472656,-0.009811240396407935,0.029688235823366035,-0.0029338025317029947,0.1624322994718305
HALLMARK_APICAL_SURFACE,0.20717164948675207,0.04652110892865698,-0.011589348179373135,0.07647238259140567,0.07512937143375766,-0.055012429702291074,0.11684069864671891,0.08122436104087914,0.06749751533537875,0.15839536418957256,-0.025858323433722265,0.03168695651811627,-0.004438103779008836,0.04763108105013648,0.03380665083673844
HALLMARK_APOPTOSIS,0.00030873628280704687,-0.004522901204980831,-0.019300052329216215,-0.038528220355345845,-0.06469905264530401,-0.07858951195344763,-0.04589502387303743,-0.06705897410218248,0.04278992361225633,-0.12257121015678446,0.08653566991544155,0.01669294548450554,-0.005649431586248722,0.0674014747947889,0.1067298481900141
HALLMARK_BILE_ACID_METABOLISM,0.031804348757334684,0.038903361243772264,0.014501222762991118,0.1515541299428675,0.11426459636004004,0.16291507013905648,-0.19728355777959994,-0.05645872442944238,0.0012359232356371475,-0.05335995575717573,-0.041334575084090525,0.021568833659144353,-0.023654705170247245,-0.010201836269446062,-0.060414016440800127
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03240719756265866,0.060918915545236395,0.0018444284120498623,0.1849217886990074,0.0778896541521402,0.10602131900689778,-0.11660466663421114,-0.11060741922146863,0.02206652005218173,-0.15854200810016775,-0.11455769588724085,0.06431804994566935,-0.027700470296456448,-0.001544443367894553,-0.07996064251443462
HALLMARK_COAGULATION,-0.01636778681980147,0.033618116149638125,-0.023621292561798846,0.1575702601734418,0.006457507605264316,0.0696121953635755,-0.20131152080775794,-0.06269388957724804,-0.004912746029075565,-0.27109908023769336,-0.02794881644063105,0.018014667134752537,-0.05788025571015772,0.01605353956516077,-0.20575487451369628
HALLMARK_COMPLEMENT,0.11858613785371654,0.028148466637889783,-0.058540786229282195,0.07880326199955145,0.05017417735223439,0.10334441319855707,-0.1273876972462457,-0.10208797944338148,0.036701936378002495,-0.17746460365423336,0.017143314900292264,0.0007268856602765936,-0.03288313032775524,0.0374028416994645,0.1438921784583595
HALLMARK_DNA_REPAIR,0.08371186028858608,0.06613131971981501,0.0072113372868360375,0.17145887752818312,0.18017547914141702,0.30740790628475356,-0.13186847670563612,-0.026860633182185067,0.05129894519803282,0.0502916849401663,-0.06362124740876583,0.042087681149346766,-0.010298988431984757,-0.01736121137158354,0.1294259566810593
HALLMARK_E2F_TARGETS,0.15957732257789783,0.07402692041003811,-0.030468878114980225,0.19154720918064186,0.1730094404413961,0.2662125759425024,-0.1686044715741808,-0.005680416599475409,0.06373765149670456,0.18190841302765004,-0.06629835789265144,-0.022793143362420068,-0.001328717207737601,-0.04122971302192014,0.07739512343200289
