,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.09118238847778244,0.21550022975891825,0.15836848998639308,0.052444150514047466,0.05158645584287208,0.08816071559416618,0.059567187486598616,0.24344505723116178,0.01842090357179843,0.032087346367813664,0.05289431482683361,0.10464454538263901,0.007279747472631711,0.10131718218703833,0.2462929857369851,0.3468191479020767,0.3934202267074867,0.08122241986418745,0.1413873968917036,-0.012659365543561755,0.07431316198554874,0.11501248687954607,0.07373880324482038
HALLMARK_ALLOGRAFT_REJECTION,-0.020747039767388335,0.03688980331653676,-0.03399731698817898,-0.00606851310349212,0.1201401691868814,0.009167352199688252,0.11679718865320049,0.3103740030420319,0.03634514333486481,0.005392133057987015,-0.09302637861372498,0.027926052580944515,-0.00920410548441998,0.0557107125104976,0.07485845073827356,0.23332668931977285,0.24494407194784143,0.02441538005243457,-0.1498688610335265,0.03949901163952109,-0.03388748146799769,0.04957348190169806,-0.0049355762533108555
HALLMARK_ANDROGEN_RESPONSE,0.05989529371636413,0.11067339287118558,0.06828126601206001,0.01652215848294594,0.008745862500407806,0.15644967139275717,0.13966302952552162,0.3149438461692587,0.050304649848443544,0.03454300346860167,-0.024191618198561245,0.031836154657974146,0.014519584774154548,0.06179085580707865,0.1662220199304746,0.2531554749858331,0.26892758775083936,0.10710401429106492,-0.09270092912635405,0.009806315683543615,-0.048873744397364846,0.06032986154820346,-0.021391451256663536
HALLMARK_ANGIOGENESIS,-0.017833864856794054,-0.04485592380339749,-0.16750431792244372,-0.04538153248276743,-0.08544461674374142,-0.19649997412333647,0.13496377031405205,0.2840465934046746,-0.024087931958180684,-0.04187728569748536,-0.10218444150491979,-0.14769572916436788,-0.057906245909747245,-0.1477348159773293,-0.1109267789243004,-0.16943520713657464,-0.29871045920470046,0.057279618662411526,-0.29616136811141563,-0.037776288332893246,-0.12715510266366514,-0.047296200713398975,-0.07969082912002594
HALLMARK_APICAL_JUNCTION,0.04575905284665865,0.16496472737528933,0.12127968477823575,0.06354859815115663,0.024611595836770587,0.04003323545025331,0.15522095648285664,0.2970894938151588,0.019103429496907482,0.020572541743224055,0.027003230734442753,0.0510819843445112,0.021147417622471156,0.045320574349115655,0.23814289337024494,0.2480222761973182,0.34741967016185976,0.0667442497636876,-0.024686749479601,0.046659652056278825,0.014398661627924986,0.0642915039829774,0.1559102933371504
HALLMARK_APICAL_SURFACE,0.060471985108816115,0.26590393915537147,0.2235796825254438,-0.02226432103895394,0.009514428385697197,0.06517653642444689,-0.05948876707700587,-0.11997546182935664,0.08960132668755597,0.03617499457962348,0.02102926674026756,0.07999972597603475,0.042549010460612505,0.15295227200507733,0.25012812260689493,0.1966090143208938,0.261910080831403,0.13168634874632848,-0.0835465674920388,0.07217068360682075,-0.03181477679332266,0.02540488547845818,-0.011945982051426569
HALLMARK_APOPTOSIS,0.041110116163797845,0.017530532167693392,-0.07941911826283321,-0.021108566287171348,-0.01970950654773529,-0.02534801618355627,0.01784936270392454,0.04266888319064942,0.07040726082735026,-0.019962876507330106,-0.005915544808062115,0.04098742956035074,-0.0910534649298573,0.02419631349832356,0.06671039728273788,-0.1899206707063891,-0.18810430921335525,0.121569260874359,0.04916731498390227,-0.03938582779156268,-0.03421986772431652,-0.03534043776760215,0.04462053865073646
HALLMARK_BILE_ACID_METABOLISM,-0.005332656894206498,0.18277046567355085,0.16499159265819718,0.0613000864504163,0.025242056754265496,-0.017493561494090384,0.12794251125841635,0.32180458928685973,0.09482613503978043,0.0012539799420264578,0.004273125817820713,0.057020243567168394,-0.01912437865404882,0.17610375732025663,0.2697280217195332,0.2473704512374091,0.352132146164955,0.10708790604461627,0.10475868342967591,-0.0022783900319806967,0.14257092327900026,0.1407571096321934,0.06012313078642394
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11401790113679672,0.19640716413027215,0.21464860098102562,0.06349389380555084,0.015105554395557453,-0.010786958094600157,0.16034585512129518,0.24161137141013986,0.006272878856566313,0.028711248669905827,-0.07907788945463609,0.05265328174352548,-0.08244413011141742,0.11886573607508734,0.3176085824860241,0.312988074017424,0.38450096698081315,0.1644973872197184,0.15786625481294722,0.07859747566797115,0.10724696702627035,0.09471678619098792,-0.06652636112793395
HALLMARK_COAGULATION,0.05178248456820322,0.15376037745042587,0.03478064616637785,0.08857661453144741,0.043882841443237175,0.054634392368076864,0.14174581764277525,0.28735576655085593,0.03441867903231567,-0.009975924167278391,-0.08182647122836595,0.08631331661926771,-0.03377248277622819,-0.0013397852475997474,0.21587204262202728,0.1460716024180324,0.2418445201900249,0.11006932439385395,0.06223020533280574,0.06548555526107648,-0.09523577735702415,-0.008203922474742364,-0.04905371842365166
HALLMARK_COMPLEMENT,0.05211998436106231,0.1519340762316912,0.04293423899338234,-0.04069226642395348,0.07261183413773939,0.13351760078744962,0.03758595827184989,0.29634572159486616,0.06550549543020281,0.015512279899448311,-0.05141572457845274,0.04861534453416836,0.009045364184122152,0.10214642520892955,0.1757223013391016,0.20558754237738602,0.18003696585751167,0.10023180757325227,0.05299090334302319,0.09643170572998645,0.06906842800575683,0.04586191804738862,0.12886689570893425
