,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0603270816559958,0.07536718174542788,0.002369370700145127,0.03630601775451002,-0.016072806589999808,-0.0016029625017359634,-0.07295515291780011,0.0031393060999780637,-0.05016460055942048,0.06287731326038148,-0.018273972571475297,0.07671201978613712,-0.02518849925453476,0.11013993087973879,-0.0827981452626187,0.09001079271957182,-0.009451258610523932,-0.027505533388417748,0.10184056727274055,0.07439363156651295
HALLMARK_ALLOGRAFT_REJECTION,0.06226691950332981,-0.05171466295040423,-0.023096683504495733,0.004527527304560965,-0.028952715834074196,-0.003818237251213879,-0.00878466721925789,0.048314758089473296,-0.08938275878804187,0.04435526568455072,0.014222039132677474,0.09214594130890458,-0.0036576520765696048,0.062048335276158904,-0.006578807563896391,0.04846456346728014,-0.006739759221543334,0.04607873472933809,0.04169227792741726,-0.004948179367557946
HALLMARK_ANDROGEN_RESPONSE,0.06421059029301666,0.0859243583354081,0.013527764690680648,0.011980534491270652,-0.010269628725049952,-0.019899980481844885,-0.03209511873922058,0.013788327397732364,-0.0004534057345889073,0.04966205322496034,0.002635839380277626,0.018356422082175295,0.0284707185137649,0.026932056411740235,0.039696412300718804,0.08797073538131489,0.010515141436748834,0.060235295432260104,0.041810207466952444,0.06488489315643406
HALLMARK_ANGIOGENESIS,0.030350197432730965,0.051024237404084426,-0.052522319190856266,-0.012504040598790414,-0.012906695259268857,-0.006477791923071199,0.0923559300563372,0.04265160046409872,0.04310614285516365,0.025725724257221222,-0.02752618820125632,-0.004250022539757242,0.08054607154753661,0.03249863304128674,0.009811003953005633,-0.011561844407942851,-0.03650902395167907,0.06744843386392119,-0.0783267733461614,0.015601916866198976
HALLMARK_APICAL_JUNCTION,0.06980745271662611,0.09398306810261597,0.027577681498873467,0.00879406185836557,-0.005722256302509935,-0.00043695369714674367,-0.0284597242714622,0.01655701806106711,0.02905385389897139,0.03638255023908523,-0.03682339027158294,0.12176771347815796,0.023591381019904153,0.0862326688292203,-0.005899339272898026,0.08168711426508733,0.00862208819576839,-0.031176204322125492,0.055599581017303286,0.04126820530777489
HALLMARK_APICAL_SURFACE,-0.00025134656761750075,0.0493027453408441,0.019673719496370208,-0.044042938900496986,0.040663444097135314,0.014650380470081176,-0.02949725424787085,-0.0002768606165202203,-0.06619042439569697,-0.03223096990527933,0.06810101294695514,0.0650384402600164,0.016374710338845064,0.05796201623929286,-0.020652550616191694,0.08459820312205157,-0.060077084100652746,0.004151077711951087,0.03800531894241241,0.06026542847879749
HALLMARK_APOPTOSIS,0.02249896964641244,-0.02346305151832822,0.03603183436893378,0.05395631884064714,0.0008951167252155392,0.016869038469247265,0.029936557169206013,0.04783388584446885,0.05249128691484904,0.03167061366182958,0.01449313431925634,-0.017536517620112487,0.0040070733762391795,0.03601671709989748,-0.02871649192699547,-0.013085398875211025,-0.0006549233075369128,0.014731439558531997,0.0021539072451415508,-0.05083521536625548
HALLMARK_BILE_ACID_METABOLISM,0.045008223439584744,0.12766977439107643,-0.018713312479362487,0.007354725585367816,-0.005571632039663091,-0.04041418473813663,-0.03957476381440592,0.0179235632812249,-0.03989986877449641,0.008482716161817606,-0.044202535886742784,0.006260901568651558,-0.03328122515233167,0.15006863624065123,-0.04755511010492384,0.10163899206939594,0.03908311682055988,-0.006246033672077837,0.0885339421728161,0.042717763980422145
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10255585298887591,0.09751206230954194,0.10218193214201311,0.057280922762639956,-0.02322087432657205,0.013707789011562737,-0.06409863095593347,0.00908735332129069,0.07832107286890162,0.01216434363880071,0.028826967943161096,0.07346561722585382,0.04015147286078074,0.06461040786675401,-0.09921342845108086,0.09418637826205961,-0.026212523344637476,-0.02386337626242705,0.0952259234319993,0.009632705076398865
HALLMARK_COAGULATION,0.09592926895478096,0.049680155599183304,-0.030360008888885417,0.050996733237314636,0.01848421984298454,0.004142851479543115,-0.025964944885985438,0.05277551722970088,-0.04354025464749361,0.09702005848019965,-0.032581490843453194,0.08407367188057009,0.011217778096787551,0.015319387564371262,-0.03384797375835793,0.07173427980014936,0.02282959721668984,0.033461650229732805,0.025450243291484802,0.014026044292140393
