,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.12972014031067,0.026537326179982695,0.12409895426740823,-0.02079735749606265,0.06484411203678231,0.08870052325731403,-0.0462088834416613,0.07679010629515966,0.010406154967024515,0.20139194697583357,0.07208404472999252,0.011500695450223072,0.14736252494779753,0.11602388352883,0.10792000820447392,-0.06615949073231132,0.04863764110456073,0.013226846136506414,-0.011419069628243617,0.13943020860716246
HALLMARK_ALLOGRAFT_REJECTION,0.003818643620414669,-0.0056939161326974045,0.03547340743437564,-0.006134876194169547,-0.0025913350489331914,-0.035134424958202695,-0.12910463519877047,0.09664684322076565,-0.004497914548152559,-0.29023492435713455,-0.08860677125857334,0.03923035387128214,0.1384702891175413,0.05263871160865183,0.019058713415207394,0.033552836475675134,0.015016100676967566,0.050499650221910365,0.03961505704524004,0.03591788977664195
HALLMARK_ANDROGEN_RESPONSE,0.09720561900713696,-0.0667485493075071,0.08151153002747487,0.054964013167422617,0.04541709047629704,0.0007338206481746325,-0.13899836957451575,0.05149699082057654,0.011146786396812703,-0.10595947889656392,-0.06788733405255835,0.025110710892446392,0.05326305574566436,0.18313683283546367,0.12252482219139807,0.04628735673151293,-0.04099240394137504,0.052357079729665856,0.03912568430565981,0.10996122122351176
HALLMARK_ANGIOGENESIS,0.018954360419658433,0.08396325749832548,0.1165509998931719,-0.02463808797740179,-0.104134348482425,0.0009898281701569056,-0.14382828589734412,0.0022425339639647107,-0.03810022730614189,-0.29603844240023086,-0.26838352513353925,0.06317411850905594,-0.10833053023139054,0.13672889964021098,0.10646517730472754,0.05969167892970249,-0.04921483255441096,0.021051738198536604,-0.03869773394828411,-0.13853616710232383
HALLMARK_APICAL_JUNCTION,0.15725973943692853,0.005426362959094406,0.13089565078626814,0.009073615674346516,-0.006384839268839212,0.07049206028737859,-0.10488122522494223,-0.010851361533282849,0.007445023919829741,0.028274180026877396,-0.140042881033729,-0.08524291106213454,0.16728113296912522,0.16527639018689605,0.11684733501028065,0.1089835572935018,0.06750419360026676,0.042503710782547575,0.0339929074789964,0.19657738866742153
HALLMARK_APICAL_SURFACE,0.1585249575891568,-0.05936955486123884,0.071429804371108,-0.019759131893147472,0.02366056370600805,0.016786018225679086,0.10464764708979435,0.03400609947749464,0.06050152447988233,0.16136217814799664,-0.037279791869134084,0.02082483423664009,0.09166438973115706,0.16852069097085753,0.13566577579431474,0.05204197894265929,0.02592024580522218,0.06110887956962862,0.20577933164081832,0.0902965547374635
HALLMARK_APOPTOSIS,0.019010441445210736,0.02595421287258293,-0.038840907289148165,0.009832910983622392,0.012972003858372647,0.021435139484389205,-0.039799840336131244,-0.011606213860812793,-0.011147639174203748,-0.0658115697468059,0.14651113808549204,0.028660165154527278,0.10516523272653683,0.06964341271557838,0.09100861361687144,-0.03393877882508187,-0.03342920844179209,0.051496172287450105,0.09133618882431598,0.022693658024831885
HALLMARK_BILE_ACID_METABOLISM,0.045124196513956896,0.03559389782439555,0.17844353604142074,0.008283535630587072,-0.01995193406460332,0.0319135609693163,-0.13598161398606626,0.023773004618730737,0.012777920582114636,0.0012650232426940872,-0.07054803197786659,0.039394298635739323,0.061696628142317814,0.12102732718918278,0.08167557780878189,0.026588739732384573,-8.862324265270418e-06,-0.0006627297438415567,-0.0701112485539183,0.049091622560541066
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.024624428801097,0.029377438797843217,0.07219789634401917,0.010540158101408612,-0.0260087724889756,-0.03224892620590319,-0.09430082238512537,-0.005095952176077043,0.006760598384340935,-0.20400891436214522,-0.18276512616183102,-0.018301156816122977,0.06726796235543663,0.15456306645144255,0.09306706240766946,-0.007099438324854556,0.004524884469947895,0.04286579424553641,-0.053987069044772226,0.09251733255121655
HALLMARK_COAGULATION,0.09140333705500618,-0.029929131867140742,0.11413312325522391,-0.03126099919200448,0.02090184250996333,-0.07774336056121227,-0.1565080474495781,0.05722147223422168,-0.06127995950683982,-0.30967943087552496,-0.14173323831668833,-0.06840578229987285,0.1687530740721908,0.18206247716404453,0.1388954584717364,-0.04480181883337192,0.03655843975033242,0.06010403452563075,0.019806550162108305,0.006597073630144326
