,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0017242312574807443,0.018810412614688726,0.08606414164672947,0.019721529057703004,0.10198728787167324,0.04833256430599678,0.11390474914096949,0.10487120908446428,0.12637876047216512,0.06387409775955201,0.048755621727652916,0.03618745561092102,0.02589666043530804,0.06615016054818135,0.13639885623650366,0.11711376592463629,0.058058866265920495,0.08482297517085366,0.08375748902326563,0.025155181385368465
HALLMARK_ALLOGRAFT_REJECTION,-0.01961186781858215,0.06040488936558746,0.017512851042925368,0.05453100322773894,0.08249056774271274,-0.0006335189348990444,0.01650947019533063,0.13946221557784083,0.16041479629633118,0.06452474540020375,0.05234265026474185,0.027854077191296425,0.022194391426166544,-0.005636190372042845,0.08207933635603071,0.11557436256366584,0.06568871188058835,0.014791258896547246,-0.020610901043920906,0.0866835620649826
HALLMARK_ANDROGEN_RESPONSE,0.10106262085651588,-0.01443607544741667,0.07455456005060052,0.019706418755850507,0.041290658700654986,0.04093107770789105,0.10635235466347365,0.1494991005561918,0.15414759101976233,0.04363322417868604,0.10253014018330446,0.05798573052799264,0.04851367143972037,0.005609907971372527,0.13500862675647674,0.11142518476728457,0.06646220391829626,0.06135823934005345,0.01862516731483827,0.14076224667828927
HALLMARK_ANGIOGENESIS,0.031339155869411356,0.030268544693037254,-0.010579354273069646,0.012959816775967916,0.03010368561259622,0.0551088008890596,-0.13643342753385368,0.09745755254869082,0.14453555163768206,0.006589410056520873,0.0830256572018195,0.07328136084054665,0.09929361891913292,-0.002703197747722448,0.015402337608066169,0.04407907403408182,0.1000118349991919,-0.017658834629646184,-0.028874386064672936,0.05555969264806992
HALLMARK_APICAL_JUNCTION,0.07108836689993114,-0.0011865829780281765,0.08429440561717452,0.047824815489620885,0.09828871613053938,0.057646915375853015,0.06653736820249269,0.1629767412309887,0.13463231051388974,0.009665912300203326,0.07401361503045635,0.05925370271778138,0.07098538812407959,0.0788209636426017,0.17119845873078002,0.11797552979187181,0.10729127855063743,0.08378022812132778,0.09665783107377394,0.060111950612190976
HALLMARK_APICAL_SURFACE,0.008761293759081025,0.04550383770166053,0.0959129903119402,-0.03819119698002814,0.031777018836520655,0.040611211702238206,0.08914243411176918,-0.048017084884299135,-0.051965460685176504,0.023251663544383284,0.12678303526421864,0.08319474066552816,0.018780809663220596,0.050676064464915314,0.15165430427850185,0.10115855858900698,0.05055350275127102,0.03308276621438083,0.04654942063517314,0.016720443893203336
HALLMARK_APOPTOSIS,0.054964284522021484,0.03858579586332218,0.04236805721353536,-0.019210725994465928,-0.057228653438405136,0.0034670699079538975,-0.1114649992043291,0.01663181494250292,0.034732439036414854,-0.01104160713089714,-0.06617330545069555,-0.004688802423326803,0.0018263584144052902,-0.0008088394128851541,-0.06267004787128191,-0.028967145109047812,0.025492173086618115,0.03227308500827123,0.01714287821790939,-0.03492099133864047
HALLMARK_BILE_ACID_METABOLISM,0.0694587246664736,0.013349849415318742,-0.0010996050089460718,0.031846290454914196,0.07917101807409499,0.009508001027403849,0.04538658117168408,0.05344480005580448,0.15406223480830866,0.0068001229380437195,-0.013549864024136037,0.054009481837010986,-0.034218922455994824,0.0324273404310626,0.14554871978987816,0.11009302618042197,0.0160081861734527,0.027049176436684377,0.06250165685274679,0.04573734080710705
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03249337979688727,0.01589754785979172,0.0366053537911914,-0.04140856574164995,0.06635426551969538,0.05741232314253806,0.12331912940369971,0.17180486055560043,0.10056519780584644,-0.03969485772373901,0.02976700035840133,0.08511562525697185,0.014458384798697588,0.038537142402973186,0.15249913216682173,0.08918571648138107,0.032251453079463296,0.0067050277238048074,0.13293961146633992,0.05791180076918176
HALLMARK_COAGULATION,0.015134547824274213,0.012944600003596504,0.05323721611189873,0.000737668355160804,0.05090027228273864,0.014375444560259435,0.005944523703495956,0.14798818748145934,0.13584406638360885,0.029509398332688494,0.10728075957568982,0.028668837948758137,0.01707071453013454,0.08207792648426891,0.09264801762019592,0.10412574464018369,0.10190663050599034,0.027245217063835557,0.039449691913417004,-0.033036975082428754
HALLMARK_COMPLEMENT,-0.02020205945801192,-0.0010405462923955113,0.04803782008026347,-0.0033224709769611566,0.03543429385286681,0.02643119405588087,0.020948370961874286,0.08510640537720374,0.1673032562153685,0.0004936334022691775,0.06358003369932141,0.02263799993370242,0.07637201388532103,0.014704699841304951,0.10387813776733601,0.11071352897008335,0.09767154042072249,0.07736335416590669,0.0904338584226855,0.05619375054067854
HALLMARK_DNA_REPAIR,0.02374337222817265,0.016282055662882645,0.10115004403089192,0.04347595202885031,0.10403966558896935,0.048141545128371474,0.09516247667127217,0.17148784159446773,0.14816685583681619,0.06548687572063293,0.07202855622876955,0.09786043156983386,0.09748326003885413,0.04413429567990277,0.15421318323371327,0.1204767263237682,0.12016636564593762,0.11220798825763616,0.11332579750040615,0.12754875784900277
HALLMARK_E2F_TARGETS,0.08447126441988531,0.02982000262456833,0.08183821850556816,0.039049448657334215,0.12089719940334887,0.024478448069455736,0.127867423981403,0.1724733602712262,0.13186761561118637,0.044177899337784626,0.12101416138400041,0.09638083647819112,0.06619301752311922,0.023888647367867163,0.07735573067615535,0.143857830730353,0.06660883684294637,0.0354369292029853,0.11164687116916445,0.05193283239442102
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03542574167907557,-0.013285998771706567,0.011194993182208055,0.024369712573574617,-0.08954335677761643,0.04003273385840207,-0.05111561410250987,0.1830956998047282,0.13741935691717114,-0.023161467429882173,0.08371721483378414,0.11992763383503423,-0.02651134398626368,0.0397701989411975,-0.00039667087165779977,0.0067476903420030585,0.08827708184349568,0.01807697417375248,0.03576647490816743,0.037950111149486966
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.043499635678167406,0.0012372664108493206,0.06914849604769875,-0.023578966637673466,0.021291155867536517,0.05463433902047791,0.06270846301745964,0.08371655112224609,0.08851854399017088,-0.015491193185387614,0.021281103834630066,-0.054882776089069676,0.016778015806542063,0.029418088726465168,0.11654404876353158,0.06342169076433962,0.10024684721046005,0.09487822528314725,0.07351131536190285,0.05834875706113021
