,UKF243,UKF248,UKF255,UKF259,UKF269,UKF275,UKF296,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.0721301196389642,0.03859845099145135,0.049365375607863915,0.01521830583365516,0.04316679387789373,-0.03726127990433878,0.00749786311818395,-0.0037530993670314167,-0.02844963316662418,0.14249617975307508,0.09232267617459414
HALLMARK_ALLOGRAFT_REJECTION,0.005378136611827544,0.05044832019662031,-0.017697015425646452,-0.042749509482875814,0.10460938598894584,0.06814770778284819,0.03565896507528221,-8.654149452305262e-05,0.046099571977883044,0.0914382938142773,0.0586803589528163
HALLMARK_ANDROGEN_RESPONSE,0.05776233010761903,0.0008316825509484034,0.052671664467091296,0.015397532310852056,0.0667162375530406,0.048035664080881696,0.03037920246126704,-0.005834947874210629,0.008202588268940932,0.11745665421826164,0.11021688727073169
HALLMARK_ANGIOGENESIS,-0.014556047490669187,-0.03394032898980066,-0.01875965976550247,0.07457784309198587,0.09228408934520574,0.018960823099054683,0.0694853192563194,0.0171259143947828,0.015532387268468303,-0.013812414701476308,-0.03411009738200619
HALLMARK_APICAL_JUNCTION,0.11084483506155984,0.02500883945218866,0.07435734535079891,0.0003941018435577585,0.08015334137545393,-0.0017946234206162798,-0.05077263733393241,-0.0124645111648801,-0.04377454535237764,0.07758720141990873,0.10253136268460987
HALLMARK_APICAL_SURFACE,0.027804704967596135,0.03631880080351665,-0.002053161228726137,-0.030645164898598365,-0.030459483891778525,-0.01504520011600284,-0.05301341994008057,0.023790321717617784,0.009134663335286257,0.13301837684770557,0.05721739461363383
HALLMARK_APOPTOSIS,-0.024713649655687297,0.0072858822782972486,-0.025592903119159426,0.06890542227859134,0.003934649665341926,0.04185965518629596,-0.007398220884811305,0.039969983677912525,0.0320741202710091,-0.005669146447885167,-0.010221892829834257
HALLMARK_BILE_ACID_METABOLISM,0.10833323570551241,0.08515594186549301,0.021348065483860198,0.051253547392234845,0.06622640276011293,-0.004598863067813599,-0.02736612969512994,-0.08294914164587426,-0.0017988147646433995,0.09752885754651466,0.10009715261307944
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07790020496547771,0.016218148472012354,0.06998972169023612,0.007564523616356201,0.01976966984801035,0.026167169875364077,0.029093373917384775,0.00343096219160868,-0.05882442891129332,0.1553114611297421,0.08275139378932994
HALLMARK_COAGULATION,0.07011547518584917,0.04708771835072198,-0.016471046029112115,0.025411706086023514,0.07927652361636578,0.06332007077817925,0.02040179367670996,0.04011492468976046,-0.06361509688091971,0.10104416106396229,0.05102986558517415
HALLMARK_COMPLEMENT,0.018418061625170682,0.0032161135671004734,0.11065777622720631,-0.013126133717994886,0.10459124618588769,0.0031750024057960293,0.0003383428678765917,-0.00844238901292076,0.02884516168811854,0.10238810374724337,0.05732307201088625
HALLMARK_DNA_REPAIR,0.06161786673416096,0.026916650408946276,0.12263196141438253,0.06516618527511263,0.0844892231671417,-0.012376710940820502,-0.010891086392577925,0.0009387443787766631,-0.08714397109238824,0.13696960928964683,0.09999578115041029
HALLMARK_E2F_TARGETS,0.0669489214214464,0.041392109608754016,0.021613897606307265,-0.016358845728695334,0.05985252288598016,-0.0045963857413941055,-0.0252468190294886,-0.0012473216880233666,-0.010447306837888267,0.12162567927680383,0.03066145978070769
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.11024214376365728,-0.021913118468774015,0.041040175437388166,0.0763860306839182,0.09040626733171638,0.03349313511156029,0.025968218039182273,-9.806594418598896e-06,-0.05457318103279774,0.013400440645927787,-0.006962206414823092
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07789654162500408,0.005210732174935209,0.02327303044644754,0.04100743456550858,0.03225554079182287,0.033291569101833396,0.043300007827197895,0.018741309251853234,-0.016410293466783715,0.11681495566108786,0.05528032121232089
