,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04712634332493902,0.0656459162486851,-0.002375837271074741,0.0018637177012522425,0.06166670425323327,0.0769979365819842,0.012317631016801719,0.05768890417865123,0.06219805343163681,0.08116123480981614,0.10690378924531622,0.04328635528269656,0.10359276524060929,0.009023092225208583
HALLMARK_ALLOGRAFT_REJECTION,0.04142301150333491,0.07382441960101759,-0.015437195506308043,0.0237530049943417,0.09772745315613639,0.037860979466382644,0.005974282321996058,0.09077226352372451,-0.0204584741926376,-0.04651878945084165,0.06109379091097354,-0.010768674105938809,0.02353904325008243,0.03673710704292367
HALLMARK_ANDROGEN_RESPONSE,0.12122945567691988,0.023758862044147663,-0.003004297603910683,0.020832903699914775,0.0999124253506437,0.03224871056459629,0.01619881485001319,0.05214002883016358,0.05660198485650582,0.011599754166637354,0.07542042553238272,-0.012498875945314335,0.027738494356929624,-0.0028076634963611767
HALLMARK_ANGIOGENESIS,0.038764808741938085,-0.05097530085259253,0.023390397557399106,0.009467827267455058,0.11498913201485148,0.04482225803746891,0.06187229373381947,0.04604533229734498,-0.07923844449970405,-0.0409253427518825,-0.06384207369085079,-0.028484486055735607,-0.09801053526302839,-0.05715225780145952
HALLMARK_APICAL_JUNCTION,0.06558994148552781,0.04898012609825284,0.004170727763013782,0.003983051070128191,0.1109597339096339,0.05213537466720944,0.02038195957575453,0.06768778726151235,0.06622200886433,0.10720005950297705,0.10224144583417533,-0.0007928247882871105,0.061042651364275675,-0.036742551416583474
HALLMARK_APICAL_SURFACE,-0.022775634048433083,-0.0016521284993668659,-0.014853285730157319,-0.020646356435797247,0.040509778015861926,0.0646024265173667,0.024853933131127368,0.03545202471772679,0.07171011213292386,0.09505104349587884,0.10172128202924874,0.017944249124934912,0.036560109833058,-0.05939603334758714
HALLMARK_APOPTOSIS,0.08645269531397697,0.07880752770079612,-0.0044898714753847475,0.047528403877010975,-0.02990757046819545,0.042608095863512,0.07181412396582706,-0.0036556252042606783,0.061278743298979504,-0.05704063878974632,-0.05240192304876577,-0.004808862813955082,0.00348041920711612,-0.02673663538907317
HALLMARK_BILE_ACID_METABOLISM,-0.02459073800407383,0.02641099397309639,0.025248396523559206,-0.059385977245458695,0.06685610500879079,0.03300890447023276,0.05220189251332779,0.027652719131474823,-0.018915048186001066,0.10171204187649134,0.11965303871025658,0.01918355717752932,0.10192114833182939,-0.019907237930368117
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04701662249712148,0.07574920027883088,0.0030087854291802026,-0.05784064815425931,0.09745992233389139,0.02392525819585277,0.013263829083429414,0.030777584911611092,0.02794260658258575,0.08699472752593035,0.13201451003810932,0.03584689789529955,0.08914261597762514,-0.07357985482297051
HALLMARK_COAGULATION,0.0859063543905266,0.10867218230928014,-0.011466292697652683,-0.01286726819794645,0.09550926981849621,0.014156664332610076,0.012342926374831394,0.07228490150092241,0.09635426457851355,0.03979623031483569,0.056443749237342966,0.02177168047108487,0.02318471806603532,-0.07190573229671895
HALLMARK_COMPLEMENT,0.07800104329532578,0.0312161704327407,0.019440343697054507,0.041108036910128314,0.047455699064637105,0.06884795967902256,0.10313892790380835,0.06231997136086643,0.0025597204460002117,0.06304814807815538,0.09960948879173312,0.013468107790046958,0.08685278364525363,-0.022678590686238377
HALLMARK_DNA_REPAIR,0.050493509249498525,0.09881420393027998,0.0019299182958169184,0.041732658974623776,0.09164904913707435,0.07427228590874271,0.011642605312582772,0.059057405008517444,0.029635089494332478,0.038561231146027816,0.13881671682283592,0.04123615307553252,0.10336113728551052,0.013725181471844554
