,MGH258,UKF248,UKF251,UKF266,UKF275,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.010358735003880955,0.038956540856963665,0.03493097890019619,-0.03552013292002738,0.061148166350449944,0.1251001182492335,0.020983879032236658,-0.0029596554319000446,0.10326303112494598,-0.01895264800180394,0.10518023877575901,0.03501308247838378,0.06617401616756244,0.1060521247787945
HALLMARK_ALLOGRAFT_REJECTION,-0.02648274484900115,0.06254209265858707,-0.007682828775239919,-0.008418148002965746,0.029564205558184793,0.10565900908053476,0.007407787874958409,0.07705775737458188,-0.002216827643349739,0.03333721008473521,0.09649857723668878,0.04490879053099917,0.07563439271909926,0.10968160076418858
HALLMARK_ANDROGEN_RESPONSE,0.000269237705097273,0.053179821084728934,-0.0021211588997345483,0.01406095103616159,0.04578361389218015,0.19580560141718675,-0.05872395097942789,-0.005866700835510367,0.07104081639826189,0.021872122847253195,0.06327574895943296,0.031230104366248908,0.04429392250806199,0.05688479302760376
HALLMARK_ANGIOGENESIS,-0.02204432602443565,-0.006177460567845148,0.024341790882442815,0.04431159516753537,0.050955767902382855,0.1675211611367161,-0.06576907045514868,0.040236387848144706,-0.13235253443711528,-0.0014195356485120986,-0.03703905212425436,-0.031078925333107372,0.0028778765027571134,-0.03221873631439572
HALLMARK_APICAL_JUNCTION,0.044893812914159774,0.03340859289898051,0.06361306210258812,0.007153546056465026,-0.005249679548547504,0.05398837397166515,-0.06053520829612621,0.04663303812654588,0.07825766850891454,-0.0404351713334869,0.09414647850282351,0.06431230141126244,0.046554948176585606,0.07963738974820739
HALLMARK_APICAL_SURFACE,0.03189672647471067,0.017721767126549045,0.023658527735707757,-0.009037342406452462,-0.0570957053619338,0.07284496635581542,-0.011214434567289079,-0.04945946904727162,0.13592264561192116,-0.034639662029003926,0.07422489183071133,0.003843408319082951,-0.03032673078349064,0.06319959433530875
HALLMARK_APOPTOSIS,0.03479675081813422,-0.04340479408559338,-0.012303211429113713,-0.0038506419331751423,-0.012424422360015787,-0.040173271369523984,0.022035281646907927,0.004669118223014714,0.08091065041348071,-0.1146955362842427,-0.02933512121940157,-0.011109283824038722,0.028877406562470113,0.07753628557168309
HALLMARK_BILE_ACID_METABOLISM,0.007053544336553193,0.02357592102217299,0.005068485062785101,0.08113048751454587,-0.00027011908499279506,0.09141888336126408,0.0032617992496810147,-0.015303926056469241,-0.006574886301881279,-0.038182003711150214,0.06841326065911654,0.02066038499848067,0.03701282249367131,0.06475408993189498
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.08293172611724453,-0.03902267953584416,0.029525994744561475,0.01754679192728448,0.029714776704040317,0.20107550065350843,0.022854911790305053,-0.0007483493284137896,0.035540539941086684,-0.008725165989216981,0.103056827606967,0.003294087501365245,0.016958851416782668,0.06340507728405013
HALLMARK_COAGULATION,-0.0677497521969064,0.04915386597935698,-0.021880329216909952,0.027013800760406496,0.00014687593630180373,0.08650999503590327,0.012520387519659651,0.06412732504608344,0.09444239519889815,-0.08685268074283421,0.08768432243502786,-0.009349921148313149,0.021753856912355155,0.08096165598340531
