,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.06657101375263647,0.10711263717470625,0.13096568184469548,0.006253076480722035,0.2420492409687582,0.076167492699067,0.15182570583537067,0.047759263522281686,-0.21481700058501105,0.12731349114118956,-0.05048596802026772,0.3227485937750247,0.1383211347203784,-0.056386065785232614,-0.022029560620148898,-0.014551749843655922,0.08610213521578236,0.13721973842613203
HALLMARK_ALLOGRAFT_REJECTION,-0.1385884104605667,0.20520067736512856,-0.10176369974840058,-0.060485837472486106,0.21857400651567999,0.057844725859247687,0.11014589406877202,-0.3486208284832857,-0.5536605343543299,0.1582456086887729,-0.1025186525771308,-0.5578084887438383,-0.18008963338740766,-0.0010666147703712887,-0.10636774269173967,-0.043261659119159336,-0.0059601609263052815,0.04595508134236226
HALLMARK_ANDROGEN_RESPONSE,0.11142557924029364,-0.030418776312800856,0.10504648382696555,-0.04675790581963458,0.16939774167749144,0.052727850119439985,0.3067772567115715,-0.28132070588958835,-0.5298286689179782,0.00885260393727238,-0.01984659372409473,-0.2335309722737272,-0.19144603266829222,-0.028413034958457442,-0.1270798808858187,0.042954115927670726,0.09413238021512116,0.2041430397051465
HALLMARK_ANGIOGENESIS,-0.00763662286171278,-0.2758841758948856,-0.09416056742252536,0.023510143756378957,0.2963300275290573,-0.10787738173861403,-0.3717237962178052,-0.39495672242485613,-0.651649375998089,-0.390469857275045,-0.11372108203359858,-0.5369090238224937,-0.44333825901853335,-0.016845762335353037,-0.2418268414304375,0.0024716275646105095,0.0058157823709190475,-0.12808808317217069
HALLMARK_APICAL_JUNCTION,0.14059236588835886,0.06858417999558551,0.09192016632781704,-0.01855152300756546,0.19113972634739537,0.11792015072631133,-0.006304943195154641,-0.3508041254811052,-0.4766203862978485,-0.18084468182335708,-0.014675282235343333,0.0868953534681187,-0.26063234984114547,-0.041765396625372445,-0.13132271313353808,0.04061106363363234,0.11180259458644373,0.23613604305042052
HALLMARK_APICAL_SURFACE,0.08431994226084097,0.20726373842867932,0.14362316838452577,0.01445302138057327,0.10775489108214834,0.0965644128744928,0.04294695839999215,0.20762472827910058,0.4315297701514911,0.17251058769652905,0.18598571779689166,0.31529436807878075,-0.11874729672196288,-0.017169291083110404,-0.052451578316819486,0.008796799764999185,0.17574077610144767,0.11975880848221934
HALLMARK_APOPTOSIS,0.008203611719540777,0.11692385110406066,-0.03557158303980739,-0.0077976023273926935,-0.13345068712725108,0.09216238495987052,0.026992699523298688,0.0884616709818214,-0.10194798310978796,-0.33735116891655537,-0.028975009245817935,-0.11007628009981708,0.2088308617015222,-0.05825860857777701,-0.02785417697817439,0.016994641369468527,0.12448938413234062,0.16221888853433308
HALLMARK_BILE_ACID_METABOLISM,0.14007034827655995,-0.03702163417425734,0.11699774407690372,-0.00039031178254159127,0.1753436934717661,0.041247514097345096,-0.040898415138320356,-0.219576237181591,-0.6317277544439597,-0.1645303470195194,-0.10425752945274484,-0.11574010196872231,-0.10481838827226592,-0.012092028830232074,0.012566470868381537,-0.019950765627638953,-0.044881518664735644,0.06864149960636831
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07169578536432031,-0.041310474473688075,0.1768917263907222,-0.04155961076129456,0.15721285323202316,0.054014572456576024,0.0041140546524059745,-0.3400841668434022,-0.44664490163318377,-0.3435262011019133,-0.0927715462184895,-0.3832221771850384,-0.3569424298526909,-0.05208180575419325,0.07611082045495253,-0.050981066594133186,0.006729172702844171,0.12463861196669118
HALLMARK_COAGULATION,-0.17713706262440812,0.02104417752671574,-0.02863432898138118,-0.05058794568876548,0.12969200237704756,0.08925303474228591,0.15508525805498008,-0.3548181114413813,-0.6394256025233417,-0.03090953665109218,-0.18822102266920573,-0.5758534418743845,-0.2570655821806677,-0.059446946990915454,-0.07039738614667625,-0.07977658545263541,0.1024463798402876,-0.02435341857586559
HALLMARK_COMPLEMENT,-0.07519183994079218,0.22113353813215358,0.05556013170466083,0.04057489932135174,0.2629245566051219,-0.018959139898969357,0.3494061760722306,-0.01956493209800925,-0.4194036706072334,-0.29902555389907043,0.04283281805008051,-0.38113694374457596,0.11762975044195426,-0.07954253009792095,-0.06252460004521145,-0.06721252639836725,0.10813816122075598,0.2070228298456652
HALLMARK_DNA_REPAIR,0.1581098678598255,0.08986521769323427,0.1736934842017695,-0.017038440307809353,0.17302150302938668,0.12304945359873963,0.20003972213767388,-0.23279015744307738,-0.38534539132490075,-0.03128124510008917,0.005353300668140806,0.37924588859381453,-0.1505270926589923,-0.014123071287460985,-0.07341052722644739,-0.05432203495353502,-0.06047837768499094,0.26987210699803227
HALLMARK_E2F_TARGETS,0.12168043750007042,0.167349656400362,0.12082813046666342,-0.004312319816365188,0.21628398852001054,0.12683138559369556,0.11998802987097704,-0.4071166291053677,-0.5019174967044435,-0.02964397771055198,0.012068856626769367,0.43748685229829654,-0.2348740414802009,-0.032906998755897414,-0.13770557905417316,0.0728908835100063,-0.017040774927260693,0.07857903244918919
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.14719900381330403,-0.26861883623801563,-0.08752577199457212,0.003892422070319911,-0.1084951644309346,-0.05210045146123713,-0.2641533161072557,-0.37235377482653936,-0.4849513020515572,-0.40279522933487133,-0.14774093954130693,-0.48007444767574114,-0.41126777527664915,-0.07967094498975595,-0.2270421323513304,0.009631535032216872,0.03713279324744588,0.04585993476176409
