,UKF259,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.014980626242351755,0.09568411994971353,-0.07066516419239302,0.035175398132302846,0.00042156131709039825,0.07616471576193211,0.003938193717394754
HALLMARK_ALLOGRAFT_REJECTION,0.02702230928583336,-0.03339581479400468,-0.021679133122402387,0.033407391794887824,1.7570556514231995e-05,0.026710434291943287,0.09006111632482729
HALLMARK_ANDROGEN_RESPONSE,0.03260342317801747,0.06793811580506207,-0.06268182154695778,0.06414125985288445,0.050645189909130285,0.061926303756768435,0.023415005112776652
HALLMARK_ANGIOGENESIS,-0.017299241541390804,-0.06990474636902472,0.09361747127377378,-0.06409433856448735,-0.005541016505495879,0.0435306833041002,-0.06285043205504305
HALLMARK_APICAL_JUNCTION,0.02434725877333696,-0.005831461217114636,-0.08115304066900111,0.07202649956127274,0.03041589103334622,0.08463194393420348,0.035563367731454
HALLMARK_APICAL_SURFACE,0.0015093294422750252,-0.017092584415883922,-0.04958261724417355,0.05720081142270301,0.0474110231584405,0.11196855000061262,0.11969863240648643
HALLMARK_APOPTOSIS,-0.00189780284531863,0.05857882870279843,0.08991372511806454,-0.050335003784526794,0.01435818424236406,0.0036076368812608603,0.07977786348563784
HALLMARK_BILE_ACID_METABOLISM,-0.012569870866778824,0.04116889030002553,-0.10229767732044528,0.010725344387393202,0.02386949832738881,0.047736449408453716,0.005233197358598151
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06949218122656492,0.007979687876818983,-0.05568694741867455,0.07979377310559528,0.008836661531768137,0.07522911143699572,-0.026458311457484264
HALLMARK_COAGULATION,0.06292138751209017,0.05202069712461346,-0.06240128389118755,0.02240206078411336,0.0018004325460271443,0.07126692527539501,-0.03567222830353587
HALLMARK_COMPLEMENT,0.04202304164506557,0.024377767659277263,0.02191866852604016,-0.010476715599745659,-0.009109946770984449,0.10287927448320063,-0.044889293271407206
HALLMARK_DNA_REPAIR,-0.006597004576392708,0.0022892274827496844,-0.06675090434116206,0.04517066467842009,-0.0003307476543414946,0.07002102092066528,-0.03334256155169884
HALLMARK_E2F_TARGETS,0.05325348128105107,0.013987325223713173,-0.02915856576566139,0.08385622541857245,0.026132368341716932,0.03723240320150611,0.020337487435928437
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.010559463920566699,0.053498523019618285,0.06753842445269849,0.026787371086494195,-0.01108312533570598,0.05682767731184798,-0.04006813193717804
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.029296706600591495,-0.027150897329209965,-0.02160675833936518,0.051519815016163414,0.07805238121613248,0.0950263086424044,-0.03177181204797793
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04751319233552717,0.004907207222514771,-0.0666350825975637,0.06783243105493819,-0.03331274551157071,0.06917259715265804,0.007119039893334554
HALLMARK_FATTY_ACID_METABOLISM,0.0029254927544787555,-0.013423172133477596,0.04849678747749155,0.07020011338860215,0.0657947867472196,0.08235153034660667,-0.011868001252523706
HALLMARK_G2M_CHECKPOINT,-0.03650929719344516,0.009520088504477206,0.04331551514251626,0.04238217373084302,0.03937525970880488,0.07821261701571967,-0.020899919210855707
HALLMARK_GLYCOLYSIS,0.01785569702242508,-0.009833765630035084,-0.02912310460718127,0.04611626971139423,-0.009406965732166052,0.08038029062670034,-0.03285619850179339
HALLMARK_HEDGEHOG_SIGNALING,0.0012953867300503445,0.18987249270993434,-0.026687782901605527,0.039410859735864376,0.05391810417825422,0.03964118923372111,0.06306648552194959
HALLMARK_HEME_METABOLISM,0.03835004349121852,0.03194758082371277,-0.03820137288100491,0.041608038452406994,0.05195490991488881,0.1106808839870705,-0.03695071192512091
