,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.021962404069725657,0.08044713753046055,-0.008109711629594148,0.031192085968502578,0.05031057555190992,0.10174219302567217,-0.01286376010959542,0.02110069727399789,0.10243545523366317,0.1609377081127967,0.01644322919476124,0.007680795955019734,0.04620644753505629,0.06675420771807372,0.1712136015772379,0.05647372625655434
HALLMARK_ALLOGRAFT_REJECTION,0.1336822844752109,0.19314619715575004,0.06407850017602605,0.08773766580087199,0.07300350249933941,0.13409484658240498,0.14060645335744487,0.09435610244973444,0.20263338041716658,0.23040949382468418,0.12161525903545363,0.0828533193766956,0.027056203329743633,-0.0025199238000520414,0.3068822568995737,0.09001320354110003
HALLMARK_ANDROGEN_RESPONSE,-0.014257267593496183,0.09208410688465986,0.0518331465745501,0.02082786137222479,-0.004489523092359499,0.14192744186479644,0.14404881696123764,0.061282312568946534,0.11470142345222252,0.12820441954097261,0.07261818060156738,0.06077845751193085,0.07902825738364555,0.04769211918302283,0.22300001594399896,0.11928141993109999
HALLMARK_ANGIOGENESIS,0.027033286756651394,0.039529313213785236,-0.049540071070362984,-0.028980171248776252,-0.0687273901231699,0.11482478829690329,0.018267218888241125,0.02978088070196161,-0.0707591537412523,0.13816234768306968,-0.06522647174493476,0.009854242977591101,0.03824811851232614,0.03376983975840074,0.07359025928267411,0.06570907051133901
HALLMARK_APICAL_JUNCTION,-0.04685261768816836,0.15816449487414347,0.033031477279793296,0.03604767466396974,0.08898193189248267,0.13073315706174757,0.08341505309589027,0.019003819431927162,0.1243801452649825,0.12984693477667295,-0.007067526410984819,-0.0034067332014740804,0.09454724000060921,0.0004423794821486459,0.2611614696040238,0.1312694272965954
HALLMARK_APICAL_SURFACE,-0.030771125578446697,0.04390164342536078,0.06331479501826638,0.057894376611457944,0.023030699057338525,-0.04652792669274811,0.014072054003980426,0.008837045522891225,0.1542484594721122,0.08302642578322622,0.08380858782098502,-0.007655312989321339,0.03907305817836197,0.10871176125448041,0.20457737531187614,0.07592922155577742
HALLMARK_APOPTOSIS,0.02121279440813242,0.14284109624027955,0.004167098861373841,-0.007009355354168299,0.07057306860469723,0.0462053927613994,0.079428568943476,-0.011125111776393956,-0.022851922718123766,0.052028117503501205,-0.03282449387391769,0.045406148769374655,0.028590017461842664,0.08842878241667129,0.15110652954735249,0.10887300574672704
HALLMARK_BILE_ACID_METABOLISM,-0.07987557853458453,-0.05004774193542247,0.038561339758494136,0.03774119694494342,-0.02014201301859479,0.168529158910066,0.011121239322485894,0.02002816022992594,0.07632139956789917,0.03081608454225401,-0.09270575791702364,0.004619544078613709,0.07820802440258301,0.04548428959386741,0.09794203091207142,0.017899369959816815
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.004765033084996647,-0.07339673531740341,0.02745812289796042,0.02526277679706619,0.033539473659902806,0.10983581038694525,0.016770333080924474,0.041262611607733264,0.13806331322263854,0.0620276540908012,0.02254531486314764,0.0018241797308901518,0.06297716246961518,0.0903102415746288,0.0195809085090436,-0.008402899865529724
HALLMARK_COAGULATION,0.16111103182619513,0.1965720706809052,0.004102667374466523,0.06614228331630811,0.1461925271271596,0.1394982008885112,0.1310949866525131,0.05919909022691495,0.11047650765763026,0.17138431133837864,0.08067240153266544,0.023349469905037095,0.10639671669073922,0.08562871964589637,0.268090652473624,0.14435721040685454
