,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09210434853530985,0.01805863486113992,-0.029219822912660134,0.031654905585061,-0.0011876312222592856,0.0021902414061038887,-0.051952208647486675,0.0325310260051913,0.02242331745576273,-0.006535647073302603,-0.007333594696498656,-0.006595243885854016,0.09002806558540136,0.044407549633940675,0.08390739307271694,0.05438280931968148
HALLMARK_ALLOGRAFT_REJECTION,-0.007964832660272272,0.03326712381897668,0.014677598532835765,-0.0421261963857549,0.017781080543007095,0.05938575069845026,0.043950348779408094,0.03697764345241489,0.047665266504610455,0.04533390227909488,-0.018156652213430012,0.026350294838004128,0.02122995397766392,0.08076531234710323,-0.03696449567624685,0.03192799959404598
HALLMARK_ANDROGEN_RESPONSE,0.0078849593635867,0.04169424451269275,0.04833804417148522,-0.04723776665232274,0.042503028057870665,0.04852513860508083,0.0011351939485739243,0.057245979668431056,0.06200401897137365,0.004249132443695763,-0.05251900888378437,-0.022495412422923616,0.08964353303683067,0.01851937352275285,0.028079325704909647,0.014483138807441663
HALLMARK_ANGIOGENESIS,-0.07165436134999285,-0.0001174650691169091,0.024190996932659557,-0.10310806615182003,0.028409923378353,0.0463438622942809,-0.03112043865168005,-0.013629059315963516,0.034456946064972675,-0.003521147319072064,0.07705844554312699,0.010530633317344752,0.017121342103900816,0.05979689380337602,-0.051275225229027534,0.0434754454527255
HALLMARK_APICAL_JUNCTION,0.06438508171974852,0.012104252558561113,-0.009793584179287414,0.03328241319502639,0.03865477127509127,0.0367656487598023,0.035357733192390856,0.06377205910082315,0.061330550490387256,0.004045353415816106,0.004661851913948584,0.011921020063956537,0.1052540560426399,0.06998522730702042,0.0446011115649639,0.082599163615006
HALLMARK_APICAL_SURFACE,0.013765233447194972,-0.028300916006522597,-0.08841323035681636,0.02011356706447595,0.030146744882815563,0.05013451255168468,-0.009379281388587622,-0.02436674684269026,-0.04255665977836805,-0.03647465463288399,0.01896503458157871,0.01896313747037936,0.10345476233153326,0.04752295019140789,0.012964559386825484,0.10744588974273718
HALLMARK_APOPTOSIS,-0.042487175531218335,0.018059947857151957,0.0017162513214829826,-0.058299997060398644,0.002487937402880339,0.0649905555675338,-0.022536557933463312,0.0463505280549316,-0.0016830469440341491,-0.016499645915640997,-0.0267340407579143,-0.0643185086395724,-0.020778226326441034,-0.009615954299175769,-0.017948563758862512,0.013039776934975508
HALLMARK_BILE_ACID_METABOLISM,0.028569476515606162,-0.025774772444845263,-0.007757659462837297,0.04452272470199151,0.044315484572024,0.051553146633045506,-0.0396433129255606,0.013968970349978136,-0.03938966489062065,-0.008850984807668535,0.008233396911198973,0.021363290931417887,0.10489754618941878,0.06295123913952227,0.10043322714691516,0.04264666774628442
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0480351665094444,0.057755103252454115,0.0003821432323094662,0.030252506916061857,0.013877775475916043,-0.016376931394698105,0.0016225751587946138,0.03330969197149476,0.05165153066876666,0.09139572512938735,-0.05171764194750534,0.0069730015516157465,0.11729729801379124,0.051901103342543324,0.11169451231766864,0.06597253513779462
HALLMARK_COAGULATION,0.0064556109372389285,-0.004070246101419749,0.015689694043216223,-0.0043156548675948765,0.05486222622706872,0.06656514749983458,0.0018969563256869514,0.06055155662751785,0.027544267528049428,-0.027217661051682825,0.006052653162397588,-0.03396725595475243,0.05033184841959564,0.06178150518591099,-0.00878216906837524,0.038565638437155096
