,UKF248,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.057238621817018887,-0.006854319634141257,0.037127826530917715,0.04489913786202292,-0.022270961769526133,0.046798541983342254,0.10470022646502782,0.0855745232673752,0.06726239990353285,0.06659319867122339,0.11447984045932345,0.0669869729852347,0.08483004940896202,0.043066158227291845,0.16582670193860308,0.01248392408327986
HALLMARK_ALLOGRAFT_REJECTION,0.03626119213104671,0.00029551528840117137,0.01543988061106654,-0.044360594173316885,-0.08233850668142732,0.09563493926537033,-0.019165691569830823,-0.11607016363096843,0.0026826744571987787,0.05755123237441225,0.1486409370501624,0.03523568628759993,0.06849644575033788,0.014266534134856037,0.15999196283643188,0.022170890248924956
HALLMARK_ANDROGEN_RESPONSE,0.0472099706074895,0.025055896964999023,0.018143402181021104,0.01960511822141102,-0.07816213789310582,0.034842661001129066,0.007253642316025853,-0.17986488229440348,0.010215540478292052,0.054646642598658056,0.09124514743667743,0.09779449217701486,0.08114063195323007,-0.017633404739577575,0.12478300491527718,-0.05498266408481244
HALLMARK_ANGIOGENESIS,-0.01889614372239569,-0.05154949853378047,-0.04383950763721471,-0.0014624426570636088,-0.09251236497184522,-0.056185892920064304,0.05918387172987951,-0.10912690275664208,-0.12341738159988704,0.025996962554657523,0.0276650019462492,0.015425607037318958,-0.0488499433254224,0.05221561896264281,-0.026438780509972958,-0.1053207098547725
HALLMARK_APICAL_JUNCTION,0.07152599120700213,-0.06940180803173578,-0.009995679615817004,0.0289752757980157,-0.0902886119014114,-0.06451346658948762,0.10576423796726718,0.023674312471473027,-0.022944051095693422,0.007040267651688205,0.11749550097124357,0.0554412831117551,0.06561386876641552,0.08383116478706534,0.19724229050295344,-0.013597502067509632
HALLMARK_APICAL_SURFACE,0.051679131998537985,-0.06491986277188887,-0.001847613271951825,0.07679927563586957,0.05803215283739116,-0.004899865914038296,-0.026644458146795908,0.022288883712730002,-0.06452320808616815,0.05515454746163293,0.07647896515884767,0.043361613040640505,0.04158950373069398,0.017702207397079273,0.16337079203451793,-0.038816846679805984
HALLMARK_APOPTOSIS,-0.012404148497789204,0.045079673183814714,0.013799825501600315,0.003969149878390582,-0.0687554114751393,-0.10481501794787905,0.0350491513168541,-0.004655730567656238,0.08444727132882043,0.06871666068852901,-0.020823231660426312,0.07099181337128077,-0.03493949648931082,0.005243672296929686,0.058371631188671134,0.06521643189545749
HALLMARK_BILE_ACID_METABOLISM,0.07341776223598832,-0.04489016144519981,0.05309778818224532,0.01497815012375849,-0.0993648789978245,0.009976610742920361,0.08662168688331033,-0.0663409939431107,-0.04239053824696889,0.013885800441919312,0.04502063384759307,0.04362106679099946,0.10374988040595624,0.05605937924193644,0.1279344940718109,-0.022851567457794163
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05561685069594997,0.048499951301622046,0.01710504798207093,-0.05490650344176604,-0.04724922582497729,-0.07873991434933818,0.10360793646680658,-0.08096237283475172,-0.08934961836395627,0.04650507957896699,0.011179001685417378,-0.0002455895322871774,0.10364308206840163,0.02405239741722769,0.06963763186082692,-0.004105110255731777
HALLMARK_COAGULATION,0.04599102339436612,-0.016832017866223667,-0.011246913876167285,-0.011169025108203442,-0.10546984377459967,0.002260455346132685,0.09755947330061239,-0.1368213618973724,-0.03065843394430866,0.015887890154316582,0.12085507858273019,0.09970187529369938,0.05997165822204668,0.039262955574602895,0.14082876805959366,-0.0456968286091447
HALLMARK_COMPLEMENT,-0.013094323188672156,-0.003930743863903906,0.05192884837612779,0.002938163971184824,-0.04645027912272744,-0.04326848279756032,0.004495842860714921,-0.07772847235629222,0.05765890754523694,0.09585345121858159,0.12867347733745196,0.031033994986871167,0.07668867500096471,0.026490265659991644,0.09607358368411127,0.036409063450943475
HALLMARK_DNA_REPAIR,0.0322828943377256,-0.004526938114630446,-0.0017570281078597807,-0.0230731223638205,-0.048261413428433396,-0.03748026818839483,0.10640449853499358,0.10169055705349796,-0.016640712249716756,0.1001722817081882,0.10656634334796601,0.049583558171709737,0.07813160096975408,0.0853709260039693,0.15545829610617976,-0.040251975435284665
HALLMARK_E2F_TARGETS,0.054419160946082845,-0.08807783123044483,0.028242559173823126,-0.017002842343947513,-0.07296327982518812,-0.01308576082454832,0.023669506004035543,0.07971997863690171,-0.009712125720697878,0.07191901075107622,0.06499706510338238,-0.007077532013600046,0.07579928748082831,0.05025836795996394,0.11053107800774319,-0.049062218566689804
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.039995113358379276,0.07673593129865916,-0.03693573225095095,-0.028892026428258645,-0.07655889660799163,-0.11413394814574136,0.08562993631871457,-0.11205621134805147,-0.055194301597491925,0.008658853497249928,0.16173177158510185,0.03935229381813936,-0.015056953858636452,0.057575932844063545,0.10546363273327912,-0.07558733707116978
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04958568095062853,-0.006131366893126019,0.06222752732038581,0.03268010530165661,-0.07116605429049816,0.008580816740602097,0.10674804941536928,0.08895814993500047,0.12069110291335879,0.0037904153961800147,0.06729730317605724,-0.009449854669212604,0.05659362668639313,0.02156102851003675,0.12100629678711353,-0.010876680400140828
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.01719704328510425,-0.027855531763846423,-0.031427585346125705,0.04514021079317246,0.08831022983005347,0.014225999270203446,-0.008636825775507985,0.00945356965859855,-0.10022612935811179,0.1385225851859399,0.05916741602233305,-0.0013554895907230862,0.09259955421529686,0.09350661745652598,0.024349006237106327,0.016183432548623134
HALLMARK_FATTY_ACID_METABOLISM,0.00955750217353543,0.07191424359531312,0.06538377152221882,0.018197690596701326,-0.0887612101023044,-0.10792540765740417,0.04274817800055544,-0.06325444416604267,0.04016965904515663,0.07228420934124087,0.03806298460767742,-0.046388779918370614,-0.01659941545034229,0.015531780044318497,0.021363839769426483,-0.02644443557260204
HALLMARK_G2M_CHECKPOINT,0.0006629202566821923,0.02491464136952124,0.004985253404093148,0.006854577635148516,-0.07297326623325703,-0.08257186234365962,0.07683819008873367,0.006650701436790818,-0.05467206801818801,0.05071861312481443,0.0575817300598074,-0.001983670613475584,0.05454951109924509,0.032729857770833815,0.09340233585353827,-0.05252828740755542
