,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019inf,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.07588202020351088,0.1521547475676895,-0.01835931857500209,0.047981300606403404,0.01314840019406474,0.11280639813990521,-0.09328588303270234,0.0012871608308092533,-0.00901225078919608,0.04288807652693153,0.03898455366675972,-0.025077070956249215,0.05739569256209208,-0.007318707654559092
HALLMARK_ALLOGRAFT_REJECTION,0.03689276563034053,-0.044870086407125066,-0.013693133727239286,0.026035087854766267,-0.011113620800493943,0.03590583326438558,-0.16781637058048657,0.06865547729192083,0.011763466808077999,-0.05409477814426879,0.028443543783119023,-0.000711386802258127,0.11384500920756212,0.037181087804616625
HALLMARK_ANDROGEN_RESPONSE,-0.02269716556120168,0.05976965599915474,-0.034934217841875864,0.02898956354878701,-0.03303116810810954,0.1023327965064682,-0.17470093974780276,0.021891412353604887,0.02879293495555154,0.036129329567684595,0.0362471175782404,0.02943812812456543,0.12464119932107162,0.03496977647736544
HALLMARK_ANGIOGENESIS,-0.02766400045285931,-0.04553944436263574,0.05705792272541451,-0.004108498701780114,-0.016830754606927203,0.05338510823667684,-0.23030668207786772,0.03875474721657122,0.02283373877660172,-0.015348870199745613,-0.06764260290032975,-0.0031001599679419066,0.0891529877635791,-0.021201477123541302
HALLMARK_APICAL_JUNCTION,-0.04305534311540029,0.1537750706739518,-0.04397757227913612,0.05163184270297179,0.024030166102637848,0.09204013075038045,-0.15833789260170084,0.08315397357149223,0.03042959060511861,0.015331692770481103,0.0251707699211661,0.028950790219194503,0.12265398904396095,0.0034914291835450627
HALLMARK_APICAL_SURFACE,-0.036169361725180385,0.04737075090778059,-0.042421473275903336,-0.02952941713455589,-0.02678822287873029,0.024375695049166292,0.1629967413124255,-0.022181861637864876,-0.04397139329226921,0.06678128598188353,0.08907411282439345,0.03936834528117375,0.11476818971905914,0.13838525599968504
HALLMARK_APOPTOSIS,0.019903463596993496,0.09363466800802946,-0.019647713153831736,0.0077861775108755095,0.008084232093285694,-0.031072842188240208,-0.025128686463948963,-0.05862313467269013,-0.03278945489074764,-0.0019620478914485514,0.0042594712353873805,-0.09271336839686216,0.11270997177024637,0.058301658533901145
HALLMARK_BILE_ACID_METABOLISM,0.01183149066508889,0.09775926964491327,0.003723631483939525,0.057142627755934296,0.04700706031982792,0.025083753151128436,-0.24728891500003525,0.04545783294484998,0.014983781776157576,0.041702066342709454,0.011865538338105405,-0.07950670990083097,0.02713997900503318,-0.052091740078998666
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06185478350655577,0.05203666492340716,-0.041189654934669195,0.08353776043998784,0.024154474860894084,0.10070646550363763,-0.16995111650884465,-0.016789801787957585,0.0017877419979199713,-0.04528267680116558,0.04857786483642169,0.009395314551039846,0.03000083901111927,-0.02155467996121252
HALLMARK_COAGULATION,0.031979289663191364,0.1572245187054434,-0.03929372777744031,0.08301665137177551,0.021227289705534353,0.05667798799107231,-0.21627644181060743,0.10478117054847813,0.011390371975263084,-0.0741366502277333,-0.006702711859868417,-0.08331449783838663,0.13280655650091117,-0.0193528476188752
HALLMARK_COMPLEMENT,0.03593466196355126,0.1267049366747193,-0.023946364223459478,0.022200923044078006,-0.006663029440273273,0.039486198928317555,-0.1294722479563255,0.030109533212199367,0.03311694283947447,-0.02806766215742414,0.03930446270173732,-0.036321397017440936,0.01965876575877326,0.017018816631878122
HALLMARK_DNA_REPAIR,-0.011279620121571375,0.11485646319934456,-0.05882108400372899,0.05814957635098852,0.00940523601159163,0.08731429194111784,-0.09940451875044515,0.05657336889373181,0.017654380584112027,0.059631203191828026,0.04593059295096862,0.0370963323136802,0.03712328371604145,-0.04613318377235875
HALLMARK_E2F_TARGETS,0.008123064647123692,0.11947935870668178,-0.06320264402983311,0.06356626677459262,-0.017842486848289128,0.08878292847156138,-0.1720589092444533,0.04467561407382472,-0.010469392541784998,0.0853013002498836,0.08101713237754364,-0.0010164213243765991,0.009993954558870526,-0.04424515992604506
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.045277659609074136,0.09755694667601314,0.007981020590088834,0.04486766446334893,-0.0304690678477435,0.06308724722515806,-0.14689725698590614,0.021555507397997296,-0.021163603363854096,-0.06676303733557183,-0.04936577830237921,-0.049596963554154674,0.1643928769549771,-0.016537518406635345
