,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07807206177506842,0.01818216651105831,0.03237664459593749,-0.006530825022937009,-0.028019269912124344,-0.023668888000123643,0.10826433319747616,0.03500349169647856,0.04742175768271298,0.05203033567716268,0.04821829690466399,0.04705860642126623,0.1373340103522569,0.11242240199514486,0.12996897772486846,0.0905099284711905,0.005809235994883261,0.17518302661091556,0.11408556064130117
HALLMARK_ALLOGRAFT_REJECTION,-0.0059538701227845455,-0.020080159798282878,-0.02611255821282775,-0.05169831153480582,-0.04938034022565333,-0.012835028481335255,0.01638153579008913,0.015438859348050862,-0.008890612903620053,0.01110922412066401,0.027743968857913064,-0.054100525852134346,0.11611778962213107,0.04982607287368864,0.08872150851311356,0.044051310850552985,-0.02609341283393581,0.1340728605876373,0.0074209107258780965
HALLMARK_ANDROGEN_RESPONSE,0.08963092735333154,0.06663168470795737,0.026878765691436646,0.02528128642106927,0.04547764057947986,-0.036801469364258155,0.02597608189203523,0.03168584290616791,0.05990818848155815,0.03586380521497801,0.07664483051739737,0.14550591397938697,0.08132984487888265,0.12858658015678928,0.09387221723769724,0.04800595589414344,0.02243907400837959,0.1663589213739555,0.14703842696491803
HALLMARK_ANGIOGENESIS,0.0776917464527298,0.012876236717936073,0.03848118061881445,0.09839679649658392,-0.0011317807690805863,-0.034818381544454394,-0.0022764633837541706,0.057359720838502534,-0.0025461148760349606,-0.09083168335790431,0.07314199386847578,0.024752867432817457,-0.04189934366280737,0.021153663636777394,-0.044916900230827436,0.07411500345568607,-0.013122939390952467,-0.05607839291720201,0.11647986307467403
HALLMARK_APICAL_JUNCTION,0.054959007981148604,0.04179024317109331,0.0032262299699777324,0.003834729504170853,0.06587604470858695,-0.047752035813886644,0.0733660442191237,0.03993335765588695,0.03383661216126188,0.08138705782607178,0.0855556906909274,0.0884246393871477,0.15976811226679094,0.14876971264584016,0.11191914677217983,0.07625657294703088,0.011112447274541385,0.17867643154657387,0.12646375435330132
HALLMARK_APICAL_SURFACE,0.05557255950070219,0.02058078700010536,-0.029391767394661872,-0.0488863981960553,0.04339786764224649,0.02731277824805652,0.016062310963193722,-0.03239826562890617,0.04029787703343497,0.05249833573411828,0.06032923597036977,-0.05922566912918943,0.06696773302268715,0.0812663024519367,0.1305814077136406,0.03664959825233158,0.0302781242184022,0.19048857916386386,0.10843526920779435
HALLMARK_APOPTOSIS,-0.017038019091464074,0.04030075029314408,0.0034995145964922193,0.05219196703394617,0.028326690666170322,-9.781230390174166e-06,0.01039637804672644,-0.01107136188403924,-0.006047104317895616,0.01621467075928628,-0.08585943762062749,0.10299501011309588,0.06152580742102427,-0.041522659139403735,-0.05139563713335193,0.015166091671883701,-0.10097316551020695,0.0951007719879158,0.03215141739468344
HALLMARK_BILE_ACID_METABOLISM,0.15693338420176833,0.03604361888059764,-0.0470971723934576,-0.016836331430279045,0.0352968280165677,-0.05237722104186353,-0.0011684116430555197,0.08428091790745335,0.0047543619314751335,0.05848983866256941,0.1141518699506787,0.06101431275274269,0.06208398540939655,0.12097577893782616,0.10871260233248271,-0.011876973936370796,0.03285555050012338,0.16640260262121837,0.03208664262439849
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.13720514127158384,-0.005216386114122058,-0.004863089868619483,0.019105602929638477,0.03302438191740668,0.00010437843760509486,0.023061206064879304,0.04199781795967078,-0.02641634330963237,0.05424465061099269,0.11488609476010804,0.1412119738489938,0.10244172507556483,0.19506077470974775,0.1423001667069211,-0.035295123175512685,0.036882536941465545,0.16241870194017205,0.054180785481777675
HALLMARK_COAGULATION,0.07378160880549958,0.032718347755550735,-0.06445625074887062,-0.01817080510119752,0.028189858464471845,-0.02749645305354348,0.005238633615407639,0.027455938562576204,0.028928005729548182,-0.01819625143668798,0.04349039378412079,-0.028630884048848827,0.17065229060304188,0.08992906875390265,0.07612715431889404,0.040101622034772744,-0.038825390846635215,0.11658773475266594,0.0999201556049044
