,UKF255,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.10501074780396595,0.1204095993588417,0.017668529125501518,-0.0015802938911099408
HALLMARK_ALLOGRAFT_REJECTION,0.07523481342780386,0.027282054540282923,0.044550003120059724,0.0746187264796942
HALLMARK_ANDROGEN_RESPONSE,0.033191177123196046,0.06764934188323823,0.04304483289907994,0.03347505276999522
HALLMARK_ANGIOGENESIS,0.049866399170544445,-0.0742266574779471,0.05211582586629916,0.09583166984377622
HALLMARK_APICAL_JUNCTION,0.04996991108638334,0.10737159856237832,-0.03889972622057561,0.07183420922299351
HALLMARK_APICAL_SURFACE,0.08486310420875036,0.10566608641649726,-0.02631323136691322,0.06707350878929585
HALLMARK_APOPTOSIS,0.016433759512539482,-0.05144849217868626,-0.004384268199278705,0.06620022766448179
HALLMARK_BILE_ACID_METABOLISM,0.07341720856948723,0.13780112133180486,-0.016293408100222114,-0.03502713795389495
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12771276281178315,0.13850944728785686,0.019941264708920218,-0.02129650699687236
HALLMARK_COAGULATION,0.10223166360452715,0.1015001464003208,0.028246239592589904,0.09532199469008643
HALLMARK_COMPLEMENT,0.12730477519197753,0.06976047677335065,0.06715913712597318,-0.0059056636699708065
HALLMARK_DNA_REPAIR,0.05723366978175022,0.12633853731307154,-0.03539428083681984,-0.0007012114286280466
HALLMARK_E2F_TARGETS,0.07914091638362752,0.08465198333514999,-0.05405984326480665,-0.006610165099007819
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.02846377564744671,-0.04034270614811554,0.07310836450876135,0.16116339981222286
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.05353198875500678,0.09312568416376872,0.010362620069308489,-0.026006799393590366
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09967247668086807,0.12776244834780812,0.10604249702434856,-0.027292445068308694
HALLMARK_FATTY_ACID_METABOLISM,-0.08768023459617173,-0.0018078077900978483,-0.03290544304864069,-0.00603152773259024
HALLMARK_G2M_CHECKPOINT,0.05859322030777818,0.07279807095168683,-0.02875792877178071,-0.027823037135167702
HALLMARK_GLYCOLYSIS,-0.009799223170343173,0.06927562022849362,-0.02779063319743717,-0.008003373280321727
HALLMARK_HEDGEHOG_SIGNALING,0.050644112503207786,0.08271706016050968,-0.11653219891628318,-0.0006029423558886945
HALLMARK_HEME_METABOLISM,0.05066427724833882,0.13334845331150222,-0.024488699542787942,-0.01239410023984526
HALLMARK_HYPOXIA,-0.08163052564407525,-0.05301892152079565,0.005477581943273603,-0.07204120136706166
HALLMARK_IL2_STAT5_SIGNALING,0.06533495238199104,0.10312533477620213,0.033616689079693,-0.010819268878772971
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.08315361437711805,0.07988626656879959,0.05214141024424934,0.007411798812024988
HALLMARK_INFLAMMATORY_RESPONSE,0.03610340970556066,0.008480717735834866,-0.00012620530128667093,-0.02877258415473756
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06784179924714755,0.12445588862921923,-0.005089073985739041,0.039188738823509504
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.08639015221449581,0.03405183230294977,0.09282761413930139,0.03702857270132984
HALLMARK_KRAS_SIGNALING_DN,-0.007163379682655659,0.11396455173117084,0.02459203833035162,-0.029953672011580706
HALLMARK_KRAS_SIGNALING_UP,0.07655614850943025,0.07123720544859692,-0.008397705494763928,0.06326545813978139
HALLMARK_MITOTIC_SPINDLE,0.04105071841334964,0.10185407817272199,-0.021368977014565818,0.007192190541727315
