,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.08516156978692752,0.027948438094695945,0.06387603661224449,0.10886731971154712,-0.01744820611863811,0.07539589750132306,0.10289254942942766,-0.04593928645287632,-0.019887301944134197,-0.06386832197119865,0.11152295687167599,0.046913868204668065,0.16399100811025555,0.041239607119357265,0.046318725002385236,0.16386395972986403,0.11499413156044769,0.05497149570788343,0.0021265258650611622,0.19350640361886853,0.14359555510428565,0.04086047194164821
HALLMARK_ALLOGRAFT_REJECTION,-0.06856935330345473,-0.013287605585543021,0.06821531336028967,0.019450366376679445,-0.03750907220405034,0.09335717247609741,0.13185313532020246,-0.0045422850778135205,0.011382520209399762,0.07196794946066651,0.09401050182973865,0.08171129877057169,0.046813858760083815,0.09337519798881429,0.006686876394822417,0.08317584969771097,0.04145664864045857,0.022675107490619878,-0.03247151082335,0.05508229597451253,-0.03201417093294737,0.09389178091112471
HALLMARK_ANDROGEN_RESPONSE,0.07194002404893274,0.029312923625680044,0.06260557583242182,0.06770922132620139,0.05292594031216279,0.13817450379525628,0.1236193090817831,0.034875752171059024,0.00581385541083813,0.04328859822721239,0.13942946289058764,0.0756296071320054,0.17637487263542784,-0.0068345475835682,0.021137294791056485,0.1282931498126515,0.11613483202261224,0.00605524449462868,-0.03808266582967448,0.1448789525171706,0.11486998070498096,-0.028391507011012573
HALLMARK_ANGIOGENESIS,-0.008544789619022702,0.016451249694209705,0.04408883087454364,0.06319803430859104,0.035300575649834055,0.1253108534548153,0.17014392077314947,-0.012321916913704814,0.041782070963912246,0.1086664648762571,-0.06739131878980276,0.04773204239055449,0.0713537558229386,-0.09395462013462738,-0.02125527203038431,-0.016913939772931836,-0.003875832072607306,0.057562720504441195,-0.05025390082038624,-0.06405404603571883,0.007420956281533584,-0.00258538249776925
HALLMARK_APICAL_JUNCTION,0.15698464457171105,0.03962705035581725,0.07640185680933717,0.09842010542134293,0.020295705965315086,0.1580025736781613,0.15127826063912986,-0.018136659008793576,0.04327524781424693,0.010454615818426707,0.10236111159728158,0.10963997770532191,0.18195175954210585,0.060871132213882816,0.0395630410056037,0.15345090371564066,0.11779060505333572,0.09538969303729719,-0.008514578030687846,0.16842610701111504,0.15099164487400982,0.14716901291674747
HALLMARK_APICAL_SURFACE,0.04214324993102248,0.09698533333931539,-0.023634899442145745,0.06500545892908746,-0.05271397625932784,-0.05069288501971765,-0.008903181786850086,-0.013803501038435207,0.03923728410389981,-0.01180702547732322,0.14238168942157564,0.05058558961930682,0.08096940044917504,0.003914083921697844,0.05084808553404035,0.09121406912654513,0.0953899186699862,0.04745663160860389,0.037792028638339234,0.11901470707988826,0.051475324911190716,0.1072583346056024
HALLMARK_APOPTOSIS,0.04000813038336219,0.005942835437186869,0.03823605627943251,-0.05999676030202558,0.01905313946422926,0.026760416358729975,0.057311722343115004,0.006025788651080299,0.013494511973548975,0.028992424113423013,0.04765978677015366,0.01425521352558188,0.03245221765508548,-0.07026146145941928,0.02676366131728224,-0.055915216599051756,-0.02891247422450361,0.04119247318359291,-0.029652154691672192,0.05503968276590445,0.04113452985460973,0.06599402568103278
HALLMARK_BILE_ACID_METABOLISM,0.05084480512423163,0.04609872677708135,-0.021753562672220235,0.11074629713156091,-0.014994692330523984,0.10847386079477536,0.11048847157115468,0.03379448397085754,0.002841316223769166,0.05164599704748618,0.03318447725606976,0.019424987048204546,0.0376059626842341,0.11064206154474401,0.0162079116108267,0.11362838664727644,0.10557634695651465,0.05081595913039584,0.01231487482531814,0.16073531075890973,0.14990791697661493,0.0752714483982929
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09684965679871714,0.05217229179934639,0.09039955570106736,0.06987628584044546,-0.037868668287149944,0.12318611301831006,0.08100477707616238,0.02608473912569991,0.038677131053767765,0.11522150848338503,0.1283673467943751,0.08494219467925017,0.10381078221372833,0.012927503102566679,0.016304038999141436,0.1333495223107731,0.13387614593797115,0.002746075504890746,0.022989137617240796,0.22326153450771616,0.14083547496162893,0.07420347195847347
HALLMARK_COAGULATION,0.05779293947916993,0.03642731305366304,0.06053968061626079,0.028570968188739335,-0.04066601311114826,0.09352433223525183,0.12476690763511186,0.0349420938359651,0.003565209504443606,0.1079126341824523,0.06011790479901029,0.12078168377042102,0.1377979321869457,-0.0005717229939236919,0.03238179305013713,0.10659072055990014,0.08183200807718667,0.06647204051047848,-0.0348853346259287,0.09726282962503285,0.09221298118609166,0.08206968856224144
