,MGH258,UKF243,UKF248,UKF259,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.0021685473046003352,0.00567023379114523,-0.007314842795847277,-0.02070925212173231,0.02069970868328662,0.012722879008039614,-0.01012148777218036,-0.022657185349502836,0.06098800956574708,0.061722084675759674,0.014718745252593373,0.04897553248133168,0.14453707807571925,0.05110426360336218,0.04609238625326483,0.025526122015674377,0.03711208859880308
HALLMARK_ALLOGRAFT_REJECTION,0.09760190720205678,0.03490723595278882,-0.011900374500866567,0.041783423024469024,0.024797004574056432,-0.0047121135776112206,-0.01003465089234101,0.03955682445965662,-0.0323028133520655,0.14073090829497184,0.013059531405655501,0.08151167043426012,0.13642514370643205,0.06925560360126663,0.04046097885944904,-0.05918776797601637,-0.0033811619347019215
HALLMARK_ANDROGEN_RESPONSE,0.03158737409860243,0.06925437169734187,0.005940776354959537,-0.03194662909110915,0.006471083258165031,-0.007278400230180531,0.05012533671162195,0.006274811447642357,-0.002120965007070535,0.10049484835904812,0.03497511298304698,0.0953531035257975,0.12413674419876249,0.025047892494097803,0.07099449211559147,0.09586667566642333,0.07759422620275676
HALLMARK_ANGIOGENESIS,-0.01886872698804829,-0.056212179040409205,-0.0006520955244631717,-0.0281324929468692,0.05308541428586353,0.0242364757230996,-0.006554730625801032,0.05777089704017747,-0.006642745976914325,0.071961311076858,-0.02496802990868432,0.0252025060076603,-0.050666872584221034,0.03342442181813311,0.11012319384162034,0.014633822660608907,0.03562260520833712
HALLMARK_APICAL_JUNCTION,0.006662143479177103,0.04224623551711517,0.03107633504806292,0.004061727041571202,0.046313996510428265,0.008401349459073428,0.021464981212074043,0.009600935012418947,0.0017201163851311063,0.0323260187699268,0.11232021384974315,0.0010258602058279072,0.12185783356703107,0.047581202784265614,0.09087279912722637,0.05236979057223204,0.008414815011300706
HALLMARK_APICAL_SURFACE,-0.09173540546294236,0.0030927097466310572,0.003157462900849019,0.026392637876813063,0.00011186072072702814,-0.02194756484693666,-0.03689439137401292,-0.035891051481338,0.009985139925950614,-0.05869029224145473,-0.07484835915106439,0.10032334341121817,0.10264561656407072,0.07504788061824821,0.041659086698586964,-0.031303057751486014,0.024395420180947668
HALLMARK_APOPTOSIS,-0.0327510449618649,-0.011617620413748362,0.03746912277327019,-0.015517006047386372,-0.058727722887000164,-0.020685800968409017,0.014418994868404124,0.005406394889049733,-0.009714876487214539,-0.05452025739461183,0.01943438284861625,0.0025739167908077685,-0.013322909164063547,-0.03680797053196952,-0.009559112324540051,0.039351048810700784,0.041236462903839734
HALLMARK_BILE_ACID_METABOLISM,-0.004266287916145766,-0.04333222913250914,-0.05020737833968762,0.0010716059987886215,0.05962913475573489,-0.03331487651709106,0.03837824488474703,0.03156166351898559,-0.010344481097839702,0.03864987925718529,-0.0022987778657260123,0.03985101388246726,0.07251211615013693,0.027317254144993527,0.07984376368652493,0.008263461136946346,0.015196339031850185
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05262259918276979,0.05117162520060066,0.07758307622055205,0.03157665355676113,0.08040778935623968,-0.020550671517701184,-0.016295711950514744,0.07841954397505399,0.06151206319605392,0.057143961035284976,-0.0173744588443725,0.057942233881920754,0.15085820813506906,0.04472850277846943,0.05249073621343235,0.07501652776777383,0.06275702898755763
HALLMARK_COAGULATION,0.09078635264088271,-0.032411373413965466,0.016872809590162727,0.000354286992118557,0.024832834732531214,0.05796302925340397,0.0477073876738961,0.04764332650269035,0.0006719585028045576,-0.027359024909743197,0.10276644796512396,0.08418943059888939,0.12037076310152521,0.034506322090699336,0.08668281718498287,0.020142080904472143,0.023287652002642
HALLMARK_COMPLEMENT,0.056027947676833965,0.004036054492837974,0.00045632817075712327,-0.0035571235951893845,0.0038621917440758986,-0.00994838890995133,-0.0034027312402460526,0.02250475249289044,-0.031675981163156494,0.09174334777572685,0.032223884747998345,0.0329376790728335,0.14923885215899815,0.05654375473239881,0.09018582838169871,0.00996695506176495,0.030973893997076476
HALLMARK_DNA_REPAIR,0.0032272545804980903,0.07069235908132933,0.04717849481167281,-0.015130061186480151,0.042537835609309946,-0.04763399076407762,0.008978864423412294,-0.013462379860634043,0.03959961187242011,0.125083780953071,-0.05220399083225625,0.0378402095924958,0.1437194538643565,0.07891157349839588,0.07910825506911931,0.02066981302121902,0.028329268768937033
HALLMARK_E2F_TARGETS,0.026836236787525582,-0.04368137082770412,-0.002421224913680387,0.01491947174035817,0.04395441662098608,0.02390810244045768,-0.017091809005715025,-0.014431148614646994,0.016622308096456793,0.08281681024086765,-0.1025335273399706,0.0599353100871282,0.06817116221220772,0.05322433757327883,0.09299783044361257,0.05030837293025133,-0.0005961962348833181
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.014501835502583065,0.04346596018740891,0.025211189218269987,-0.02722915387181864,0.036570545756712064,-0.0009433538679406492,0.032554120106906594,0.03558980172760643,0.018976450839969287,-0.007681561116432678,0.11560703248861734,0.05335642527997533,-0.03349527999402471,0.015408396567180103,0.08287222288112496,0.07701364822790761,0.004456963351968341
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02404057526389406,0.004896693630414201,-0.0069471811668263255,0.013259981471483342,-0.06624648466137363,0.026499257862417597,-0.039438267639164096,-0.08497000879212392,0.009394209126704533,-0.05425041814605101,0.059869926456529096,0.0877717774617655,0.11849806689840488,0.004477984391324521,0.07946460232571895,0.009282522768124128,0.0879705432812724
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06860218329557985,-0.06706734667226416,0.042372606211841315,-0.033376579421625516,0.021732912155503076,0.02745009212537079,0.009775598315970186,0.031640892682052314,0.04851760135572702,0.1259731193960221,-0.05824197792546038,-0.05597820045087085,0.10369218886420961,0.04853253158922922,0.05886388683749519,0.012708709411245835,0.02751262080292346
HALLMARK_FATTY_ACID_METABOLISM,0.06147090700416654,0.0200976753337867,0.05633926008404527,-0.024355853393001264,-0.034580783940277075,-0.001202784225534196,-0.06286192814085953,-0.03966998331948642,0.0008391914516232913,0.04613064067110074,0.01354958384702726,0.025507004485420127,-0.02866515397839496,0.052333670229776454,0.017791463364424866,0.021744112256878174,0.05492073362007093
HALLMARK_G2M_CHECKPOINT,-0.024121797270644126,0.13942025882096623,0.0152376830613508,-0.022096622311333587,0.05116010940692356,-0.03316577860366694,-0.02543602471571874,0.026046366232264907,-0.019279591315336932,0.07192773792665692,-0.0026135681851103786,0.05515642178553228,0.07964004649185209,0.004594027558858686,0.0862822792481236,0.018160110592497586,0.02340979869637188
HALLMARK_GLYCOLYSIS,-0.008910804833000708,-0.03665386649369762,0.08146069499894759,-0.06392306275829071,0.018957547183707863,-0.027196005747386343,-0.0057559273992015565,-0.04623162473862634,0.043867361314620164,0.10714372616076455,0.037480537848066896,0.014801602549661964,0.08351270366058541,0.07095684279338091,0.07793501380493954,-0.05352287996648223,0.06339694398471757
