,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH8812bulk,ZH881inf,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10169781036375773,-0.02933361418416299,-0.017829966754713787,0.052085929392596604,0.09008823310994438,-0.042545755936949814,0.024740487001002367,0.05074872834082541,-0.015817959220008723,0.010240514906208878,-0.018004526882977042,0.025862847513661115,0.11026476774271132
HALLMARK_ALLOGRAFT_REJECTION,0.10206227555620567,-0.025249548975595264,0.012177717986326159,-0.0018818588385104626,0.1027077222904025,0.0856163123453251,0.010435046028092086,0.054050979898157776,-0.020861928947178327,0.03503558097432871,0.04558027411988483,-0.05427919082074231,0.015484948348429443
HALLMARK_ANDROGEN_RESPONSE,0.04615827582537752,-0.05000973960502627,0.06120685508983939,-0.03472247716713541,0.039482117642276535,-0.008485234668551429,-0.006751739485799211,0.04413964691450875,0.032988380957579035,0.033811393383442925,0.04931015491932805,-0.026058723170842443,0.024865984945377288
HALLMARK_ANGIOGENESIS,-0.06259780052993383,-0.09430451993860947,0.0686359676577241,-0.03529890942463932,-0.09260729272199124,0.03305452015091469,-0.002953982493723755,-0.03897266841163124,0.008287094996886613,0.013589713135373653,-0.061597023150551995,-0.018584111393150887,-0.147478179825415
HALLMARK_APICAL_JUNCTION,0.07633248934095256,-0.03693235509137609,-0.05189806532192797,0.017164154413230368,0.0385399668250405,0.0055043306338651765,0.018887154456977057,0.0045565021815667725,-0.009795350138226699,-0.019927636648468267,-0.011795219149472538,-0.01843774095682415,0.08008433696485642
HALLMARK_APICAL_SURFACE,0.14202543174438167,-0.023933236797454467,0.011639226101274724,0.07008780408879295,-0.008969951146125282,-0.043817604874960954,0.0005823873975404861,0.06261218053848082,-0.008426719129913017,-0.022249757890123754,0.03259726509100101,0.03760502385164211,0.0876785112901704
HALLMARK_APOPTOSIS,0.0978807077120365,0.036411965691994536,0.0031297688544944364,0.012132311314363787,-0.013492233285807486,-0.00494061844357551,0.05096231005009772,-0.004168420427299432,-0.008417239610995596,0.023866580607586767,-0.07796192062744615,0.00021295495837616552,0.015849055764847728
HALLMARK_BILE_ACID_METABOLISM,0.07499141852233195,0.028365608187459895,-0.028900630707236998,0.019255931784047896,0.014192828689813565,0.022148057865392663,0.02127738878754514,-0.007912601741620071,0.01421637768291008,-0.007084661808595877,0.0501890633436181,-0.03459005689115582,0.11096494546185659
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12238314258981382,-0.0015537993805618889,-0.015505517898571429,-0.014749631670881945,0.027210124167115955,-0.0012171626975207453,0.03456765860455417,-0.03427318542851924,0.07928447351900236,0.054709818796293205,0.05816965190908243,0.02553914937623323,0.11541048128023669
HALLMARK_COAGULATION,0.12817374881795274,-0.026322511563989112,0.024890828232259517,0.0016642064077133836,0.08590159041837478,0.06767353602539404,0.031009320567150587,0.033495762470743505,0.0036639861808867957,0.05811446912977654,-0.06595289682369321,-0.003800251777162391,0.02404682356870482
HALLMARK_COMPLEMENT,0.15331303200559887,-0.036398411344870124,0.05110548432419078,0.049435846861381166,0.05317712154100544,0.01396396010848056,0.028755678476140304,-0.050068457579029814,0.007179806021390614,0.02300540564834084,0.003783168332608459,0.03304153358282421,0.029604421984473852
HALLMARK_DNA_REPAIR,0.1088858447469328,0.013471391229839754,-0.01898499982177389,-0.04668661166804008,0.042744434419285195,-0.010869509742891215,0.01690105862138401,0.010548170896297965,0.02016874400538811,-0.03414664569575922,0.0556364465506413,0.003705713307070407,0.10117025463791861
HALLMARK_E2F_TARGETS,0.14426488125985995,0.009030982411630506,-0.04975064583629836,0.04403081866862502,0.05981091774660933,0.014039266624466298,0.005346888264843847,-0.06178112783350751,0.03100999536081033,0.030884538933234392,-0.013293727019996555,-0.0192603527100246,0.09764800098788996
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.025777268412101022,-0.030698248461722717,0.03399989786375675,-0.05936299271558233,-0.025949835935413987,0.05994839215311522,0.016685531250048933,-0.046052684605276104,-0.005292030060517001,0.07252855624807059,-0.05379855307267746,-0.006862809756630238,-0.05387875319156567
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.009035208334271993,0.0032470152387070912,0.021239352232804702,0.024201243939462214,0.05932108617974601,-0.003879124365975909,0.0396045261933375,0.010052211639890406,-0.008473839755082826,0.006658550599691236,-0.08691424880603765,0.030793551009038092,0.07209365192184179
HALLMARK_ESTROGEN_RESPONSE_LATE,0.11842365739907482,0.04313884774986138,-0.025447569705123282,-0.01331826715483331,-0.005626411916942701,-0.012853440961670983,-0.03147887670470974,0.0395846716026348,-0.015670151121922247,-0.03493293221510038,0.045249248734314934,0.02130406024082439,0.08475315551282973
HALLMARK_FATTY_ACID_METABOLISM,0.04538289607449003,-0.013854218400425363,0.054699281864766074,-0.0475490608327767,0.07270958354595056,-0.04982673542198878,0.05253423019490838,-0.08538883714395047,-0.04806884814938025,0.024473007593117668,0.06769708067590956,-0.011200127173103803,-0.005858227923072877
