,UKF269,UKF334,ZH8811Abulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.0509716118784748,0.05934705619012403,0.08199902431709435,-0.039775903527474316,0.0746024971173875
HALLMARK_ALLOGRAFT_REJECTION,-0.020643506645596617,0.054279949971899215,-0.0012505505710911234,-0.014216524771738724,-0.02689086555439675
HALLMARK_ANDROGEN_RESPONSE,-0.013660575716034249,0.06997167810917844,0.08409731491924378,0.035292837590945154,0.05169344291462645
HALLMARK_ANGIOGENESIS,-0.031438690295006566,0.0031847647156254618,0.03256326650572075,0.006996490599043573,-0.024902871477539695
HALLMARK_APICAL_JUNCTION,-0.007944981745719306,0.0552050073822347,0.10165359344644916,0.00949986074579168,0.05337646736021642
HALLMARK_APICAL_SURFACE,0.07643063657590014,0.07810448683144074,0.15403280585052825,-0.010181931094199069,0.059271984655734605
HALLMARK_APOPTOSIS,-0.011738691694384743,0.016646716220845865,-0.10434514250276815,0.003927705904133053,0.01761075083713104
HALLMARK_BILE_ACID_METABOLISM,-0.04656952710640666,0.03074428173139304,0.06592459816522116,0.031008996054898437,0.022892230659300683
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.048292351356493415,0.0814176148407686,0.10573490257811309,0.08130742615255135,0.05331745159408294
HALLMARK_COAGULATION,-0.026378363338223996,0.058622862440974866,0.0070716719984348425,0.005318866243663719,0.05642760334843885
HALLMARK_COMPLEMENT,-0.018876250933870273,0.06331395935140617,0.009931122874655246,-0.03668573679370795,0.04640224282290194
HALLMARK_DNA_REPAIR,-0.008405003654125534,0.07780559185489913,0.10227939450140203,-0.005823614892930923,0.055851564783097156
HALLMARK_E2F_TARGETS,0.008021222689947493,0.04180898487322453,0.08032994981809394,-0.008132962281644573,0.012311082129994733
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0005493818128760706,0.06399352253732174,-0.03911957428003926,-0.032132505981916665,0.01076207650212382
HALLMARK_ESTROGEN_RESPONSE_EARLY,5.130592037990883e-05,0.0146122424569474,0.02581817537106595,0.004802501091170973,0.010935956951570092
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04689000475562319,-0.01149324788759044,0.15383568364963562,-0.025294234498540524,0.05627078474865659
HALLMARK_FATTY_ACID_METABOLISM,-0.0016757775928302563,-0.00024136308086951882,0.054725259785763286,0.00621416656431721,0.018554648915404395
HALLMARK_G2M_CHECKPOINT,-0.006519436868783384,0.0702950150754383,0.06717873498877619,0.05378195858550734,0.035304560131420054
HALLMARK_GLYCOLYSIS,0.025368159074266972,0.015277510193172717,0.12487893354140475,0.0015480740621699625,-0.005515613480972082
HALLMARK_HEDGEHOG_SIGNALING,0.0422960033092141,-0.021528322284419678,0.08878508413866727,-0.003978414444376642,0.016061025918058247
HALLMARK_HEME_METABOLISM,0.020319685790478423,0.060764321640628234,0.10271680250518564,0.013398671127532921,0.0456743244991915
HALLMARK_HYPOXIA,0.014955953159975522,-0.0035607813388768075,-0.016155220149443702,-0.055577880447249615,-0.035852321151457485
HALLMARK_IL2_STAT5_SIGNALING,-0.008732691560184212,0.06788519353014841,0.10179280524663922,0.02067692483279956,0.05181982718864654
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04767031089353932,0.017053229942778487,0.03766788821144421,-0.09595809126325887,-0.008242025565421106
HALLMARK_INFLAMMATORY_RESPONSE,-0.0193590641310428,0.055170518133702044,0.001831107905779041,0.01642540423023947,0.0188287644521836
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.029873061195533242,0.10540960044020127,0.060287686593150897,-0.020341072616983334,0.02104091502857327
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.01602983280319086,0.0349266951455282,0.02228686925412209,-0.007305529942413636,0.08112238650482954
HALLMARK_KRAS_SIGNALING_DN,0.037448589810482685,0.025773984101998385,0.11745833433141058,-0.012480633550834072,0.00505952382900388
HALLMARK_KRAS_SIGNALING_UP,0.07128883962684794,0.027047433921705336,0.10433458349183246,-0.021264045276866782,-0.004976905910378357
HALLMARK_MITOTIC_SPINDLE,0.008218255584167689,0.04409083293420849,0.07927820207324981,0.024796692914216805,0.04445074238963685
HALLMARK_MTORC1_SIGNALING,-0.004382026879850602,0.0156632218881966,0.046148883958236166,0.0486937383496998,-0.023428328886279083
HALLMARK_MYC_TARGETS_V1,0.0015969469736408835,0.07144461001360483,0.10727941105443128,0.0014102230636743116,0.03449488528949
HALLMARK_MYC_TARGETS_V2,-0.009448684302448567,-0.00662840676326154,0.011339695851849933,-0.0062727647605151805,0.031099470077873483
HALLMARK_MYOGENESIS,0.05282421672214291,0.019255086607447517,0.03441248934872147,0.013059199186392496,0.0711261233853893
HALLMARK_NOTCH_SIGNALING,0.0207783833111711,0.034016544548145566,0.11684384765042835,-0.010045395453563826,0.06500083846307521
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.03937657326885354,0.04334675995090418,0.11370536475071448,-0.003109413807307113,0.06995360111283855
HALLMARK_P53_PATHWAY,-0.028491077391556995,0.050294144712616666,0.09400741849728755,-0.028604342519090758,0.03209057792686954
HALLMARK_PANCREAS_BETA_CELLS,0.030347306168339885,-0.04912815269822817,0.13015139737268647,0.021220910009152816,0.06368222246305472
HALLMARK_PEROXISOME,0.028510686657510508,-0.010879215527965365,0.120674282121094,0.019323553628466883,0.01855639248602293
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.04264645966976814,-0.0001945608717220202,0.0704567373441412,0.006748655255511606,0.023928219874368988
HALLMARK_PROTEIN_SECRETION,0.006082807999341904,0.05724248361904493,0.0949681461443856,-0.013000476429791078,0.08445942544173067
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.02167093600898427,0.04967214686446617,0.08752225260443307,0.04084224770293422,0.06642094120457176
HALLMARK_SPERMATOGENESIS,-0.003341248870319647,0.012808223381209415,0.15003841397848425,0.06123149779276309,0.014074044095992888
HALLMARK_TGF_BETA_SIGNALING,-0.012251832832920674,0.026965604255341048,0.07544562778997448,-0.017217835096101586,0.01251625830560907
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.03444540097799054,0.00630713066598255,0.008528211676318441,0.002358444117336625,-0.04713812144833286
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.015102805729053089,0.051643475686396295,0.12823894214869425,-0.01405569237880696,0.041039079723410116
HALLMARK_UV_RESPONSE_DN,0.023687601059659297,-0.01870485653593123,0.06085979258640498,-0.02999551780586984,0.033961603011046615
HALLMARK_UV_RESPONSE_UP,0.059364418002350046,0.014922996835717616,0.06789511532171005,-0.016615677720130152,0.02246592272390389
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.0027247074370808397,0.07424847660546698,0.018981692196988274,-0.01083129188066107,-0.008053435720211185
HALLMARK_XENOBIOTIC_METABOLISM,0.009854489592528364,0.07443306859828006,0.051760418546642116,0.013943047423553,0.06680668570740302
