,UKF243,UKF248,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06098024199292339,-0.01722795401180167,0.017215462966365055,0.023974987329267162,0.04769730388386463,0.10578644466783121,-0.015662989013180906,0.08716810539924504,-0.03480573876543087,-0.023760836440192435,0.032242955022885274,0.06091883190538093,0.008082034555355324,0.04143896858566877,0.11718514737304137,0.12014989711279592
HALLMARK_ALLOGRAFT_REJECTION,0.018366613331050153,-0.0031000016482752367,0.02667963495644323,-0.05844279537313836,0.022850219447325387,0.14794102431075778,0.025860824246864356,0.019095521377887805,0.0528450822188115,0.07036107367861962,0.01923827318523933,0.08246159221567477,-0.014991817105735801,-0.001323420035728953,0.08925738767844851,-0.023293324475229756
HALLMARK_ANDROGEN_RESPONSE,0.07963689515558217,0.028817868425861957,0.017031919731442954,0.041237831363606724,0.04354224900091522,0.12682855386612102,0.0045367776494043425,0.05773831236742062,0.023402990309642945,0.07932443137324256,-0.022325446604883177,0.07990525489603567,0.006626747629125213,-0.02077718775172599,0.06996136037377822,0.14094468752265218
HALLMARK_ANGIOGENESIS,-0.06416582088730584,0.1009117331835664,-0.0757823157661259,0.08034813035870444,-0.0034202608203086574,0.1626986549785995,0.022673997718036687,0.08696153430793255,0.06508721183759068,0.07501164861443073,0.12535696964528878,-0.1380739941751812,0.002152475701836507,0.011621284752770335,0.00597033438455769,0.14335981025344927
HALLMARK_APICAL_JUNCTION,0.07668143969974121,-0.0027163446932776,0.019126643162647332,0.025131686947235832,0.05657024928406042,0.13898543008535674,-0.024294614687273307,0.06592928960807955,-0.04244462480475603,0.055575832236094365,0.05175413157664705,0.03560519830695698,0.003319099503784785,0.05854587721678711,0.10566403220652582,0.15789159058540228
HALLMARK_APICAL_SURFACE,0.060509027601141636,-0.022207187045044204,0.05040252682359685,-0.015044471986117547,0.015573486117666333,-0.06270486265889608,-0.04601963344752887,-0.005260322525581883,-0.03252485349327284,-0.06330929203760592,0.05563685183545299,-0.002088574653382738,-0.012989808097283952,0.026878335528470156,0.09346504959256868,0.08650072415734895
HALLMARK_APOPTOSIS,0.032936814430202514,0.027013649993380844,0.03559516970875929,0.03817762089497278,-0.01634639956167771,0.05023327579352208,-0.0039271250627584756,0.04577854260899627,-0.0250059254141274,-0.04720404206294149,-0.03727301422938282,0.06596077444129805,-0.02120773840932005,-0.019810042604903114,0.06697587740870041,0.042835281916209375
HALLMARK_BILE_ACID_METABOLISM,0.07972096383733612,-0.06974746222068595,0.025971666124372194,0.059282870027784346,0.04328322979836772,0.14440929745209535,-0.0046222599088422455,-0.006040681263843834,0.06932979157393145,0.009818282457687224,0.03609727800797326,0.046557906678393685,-0.004838922291508922,0.04532273030754398,0.07253506497692565,0.08763428099376601
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02885629065573739,-0.01390641101509409,0.037260933018725476,0.03636812827201047,0.0071794403692621404,0.10676410888269965,0.01066046427173859,0.04366598424735884,0.05948145369986194,0.028469639074874032,-0.011253449807924015,0.08690413975327353,0.0007606392907892919,-0.06565567421783022,0.06915423127792014,0.11720576374763293
HALLMARK_COAGULATION,0.04595736725296182,0.008327717380272987,0.011447855576148398,-0.01825816806700162,0.0020680415124700357,0.13665051581910073,0.05199555906607753,0.060424972016231725,0.043919276723328744,0.06877690006520575,0.008293696625880505,-0.049818732753029685,0.03343143499070112,0.06678699904339166,0.11358431040584423,0.14757682065210023
HALLMARK_COMPLEMENT,0.04067793970565011,0.023815474766583786,-0.01787772684627654,-0.012627467635354415,0.040928569107434316,0.15553098760502027,-0.014004595970859414,0.07702993896378399,0.007315506592585096,0.0020167909607355897,0.1053972720733841,0.12348357951846728,0.008388102215093451,0.04326665853433723,0.1028805045525271,0.12197938672699779
HALLMARK_DNA_REPAIR,0.13436460273171716,-0.010850693064589719,0.061585391595524966,0.07700687328347135,0.07662048867991565,0.13222450734717364,-0.011549763193360067,0.09712076158089855,-0.07535161810042286,0.03566361103996423,0.008656112655636256,0.11243890319256336,0.03892208499526349,0.05313424243519274,0.10229029542143644,0.1227187529968226
HALLMARK_E2F_TARGETS,0.062302912747363964,-0.0679495622807887,0.023070734033208345,0.02713753891495306,0.032896822248457754,0.1377413506155814,-0.007663306627255404,0.09256150917672637,-0.08679464546187632,0.024651092331425758,-0.02610887663134822,0.14545321537158934,-0.005907455483434108,0.09713733536775908,0.06853965660732149,0.12794384425767458
