,UKF243,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.09105323818973345,-0.0098435161212164,0.1114333939924176,0.10552992605456946,-0.08029584540996935,0.0976237145736491,-0.04556689911338958,0.1821916488092279,0.08560024022334986,-0.0512575781023521,-0.02971930819195996,0.19094986896860355
HALLMARK_ALLOGRAFT_REJECTION,0.06775661132108395,-0.06305852529846775,0.030796314706709595,-0.036032943292140754,-0.27932103250671414,0.02195028760246888,0.0005173264643460868,-0.28512945787589933,-0.08196313994852995,-0.08465819992841102,-0.04857979402195418,-0.026694499161189465
HALLMARK_ANDROGEN_RESPONSE,-0.027849993826763994,-0.019105201913287108,0.19089475917496798,0.03009988318201764,-0.2304409902182764,-0.06090348190019729,-0.028152663923934854,-0.11944570387480329,-0.07562166697068495,-0.013139587021194055,-0.054486487566323925,0.0825749769876214
HALLMARK_ANGIOGENESIS,-0.20544587432556546,-0.04521343859805492,-0.18809546681952147,-0.04388384480459074,-0.2959072259183452,-0.17581893513646954,-0.09281356719397164,-0.30128964033442873,-0.20873187888455616,-0.018550472702523885,-0.09410183305067248,-0.18669611942415062
HALLMARK_APICAL_JUNCTION,0.05900457772542361,-0.02791792191103116,-0.0004928715183335843,0.02110527165263051,-0.2035583564506376,-0.08819442529736723,0.06062768520403433,0.08725747847766538,-0.13210675338315864,0.0013393143608076757,-0.021076423069680824,0.1924475394823225
HALLMARK_APICAL_SURFACE,0.12186969087873813,0.06311073774611119,0.02127123243192105,0.14016942247619876,0.24752881302590307,0.1491485234830047,0.05899650052088194,0.21620411244745236,-0.07442423572665267,-0.048890645583261186,-0.003925726036871464,0.10709825239718147
HALLMARK_APOPTOSIS,0.060436588604034745,-0.031232078863284274,0.040848745128063246,0.08957033682358626,-0.03134468249497807,-0.1437668887658409,0.005671166457463642,-0.061900953802853105,0.15025742147725288,0.04816369481169718,0.05406914159713186,0.14925438978894914
HALLMARK_BILE_ACID_METABOLISM,0.009525845531891314,0.06512428148551644,-0.04903223788939872,0.03026999266893239,-0.29490575673082237,-0.0812389619364612,-0.03859926524013235,-0.11188145959587949,-0.08146061356366278,-0.017270529154534076,-0.0671189547734308,0.02487979404892342
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.026940359375323613,0.06381399523929937,-0.02627895794588046,-0.016976348134338574,-0.23368418842812821,-0.1767243360381491,-0.0357136307306118,-0.26496630168437635,-0.21137050624887713,-0.005714941684130141,-0.0921925290192077,0.0034184080417345285
HALLMARK_COAGULATION,0.003650279253029726,-0.07520106390630348,0.058246258207647256,-0.07034364194527869,-0.30970067195766904,-0.10031528312932557,-0.06920330338925429,-0.3268647370041453,-0.14936407194634496,-0.051368354221119905,0.03295081679115184,-0.09259054062285803
