,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.1300494128031204,-0.02175759608411894,-0.017188371425821653,0.03136784249473533,0.03321543443359269,0.16381264823820058,0.07888307282532042,-0.10830879354351512,0.12415605530469533,0.026485320936589306,0.2279165277027511,0.1721433593915631,0.08041702367194674,0.040619443330701235,0.2686875996743641,0.20092253504016613,0.11760894516574845,0.027014804929090815,-0.03257209407212595,-0.008570523299775597,0.19904769977526005
HALLMARK_ALLOGRAFT_REJECTION,0.16816039028305255,-0.1545575963199629,-0.1212249157701076,0.07131107177519652,0.023097040028127118,0.07348829791104843,-0.2447438185574021,-0.2551547592910331,0.10082748956636838,-0.09853116843420594,-0.47149298243070403,-0.14760570128964784,-0.0094780100301935,0.0436109832955811,0.12679487188951363,0.09840572880107543,-0.0017209076582149717,-0.09169059407358371,-0.07566608742805131,0.11718584479421032,-0.02586236317447175
HALLMARK_ANDROGEN_RESPONSE,0.006344549880430508,-0.015411469037892355,-0.0038015643830757824,0.0404351250514786,-0.014605059244544166,0.27295288065977896,-0.09106604285672432,-0.2610940559355061,0.007491685688976133,-0.037735341961691767,-0.25071681556015163,-0.14804990454397404,0.014521422261457584,0.030753765120407162,0.1930395832840461,0.17441997003487797,-0.017922913439208328,-0.07352455218298545,-0.032846513111539376,-0.07185761033197759,0.029838290089727024
HALLMARK_ANGIOGENESIS,-0.3108790748896277,-0.00040613901787541856,0.016821755795277397,0.14186009170509717,-0.05142310349791284,-0.30856928687835866,-0.22850449549573093,-0.3427069236815384,-0.17768090837334988,-0.07703422148999994,-0.4896571260279553,-0.4385620336406839,-0.035162671252606234,0.09041958222916657,-0.1281000982448454,-0.176654887776369,0.010419526283783119,-0.09842651985903338,-0.05298411659899285,-0.3393253617027998,-0.3105655143449424
HALLMARK_APICAL_JUNCTION,0.05158344154536933,-0.0067194887905379684,-0.08574268753675385,-0.0016015806914752002,-0.0018149691029477485,0.025808886501361962,-0.15542302321033552,-0.23214337633691792,-0.0406121495960962,0.01603037420160455,0.009197767591735113,-0.23850881983489708,0.00854088429067715,0.0738608909621921,0.2627574364400282,0.2267218790164208,0.08866811877886618,-0.01982233144197197,-0.007877893790192308,-0.07574592289885028,0.28961624823433146
HALLMARK_APICAL_SURFACE,0.2918078004731701,0.019049131357221527,-0.02062792605422241,-0.020598696416590147,0.0544695557810274,0.041954129114172435,0.19909386654106043,0.2389695169145979,0.027895385079471823,0.09599698902388074,0.2717956833691306,-0.119135223567588,0.029723930887566648,-0.007407015387418074,0.2439726052998694,0.16036517903787495,-0.003308176246585204,0.08690588798640358,0.06721116282320538,0.13250186447545245,0.05828131713266917
HALLMARK_APOPTOSIS,0.06574486365756184,-0.028943875359883433,-0.05892114450785979,-0.12123993906200027,-0.03300756133134534,-0.013720665261137452,0.05811287976729567,-0.017970629653576868,-0.16521762797269024,0.008928481676643235,-0.1500816134438584,0.2533444080723951,0.0037907809476094485,0.035967881096573465,-0.013188956783165338,-0.06496618094541812,0.11079118211481787,-0.0675359953525255,-0.049991469600357795,0.1130075264926502,0.20424571272337033
HALLMARK_BILE_ACID_METABOLISM,-0.013572784626287278,0.01428254442899353,-0.04644567359821623,-0.020717149804303087,-0.004709284275368014,0.032467155191583476,-0.07764278035137802,-0.33526479760034095,-0.08274270006994225,-0.03275056056145825,-0.10328797772813124,-0.11947306664769788,0.06752699870771647,0.06807042001310415,0.16166204980163051,0.1468259486441261,0.03311894357026533,0.030233928234703427,-0.0226070283876634,-0.12730604233067883,-0.041881596988637707
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.10746020625773559,0.0722730345541145,-0.08211090616086596,-0.02524039914314404,0.03567349688608962,0.016718561485486654,-0.21744709029659406,-0.2328556441995576,-0.14620982647706926,-0.057848572247646404,-0.34758193940850785,-0.35401648911116484,0.08026134353634053,0.002572995893351829,0.25321941181747315,0.22203907017556374,0.028682341879192864,0.058812710881344966,-0.10646487573940061,-0.15028909485306888,-0.06724009257497995
HALLMARK_COAGULATION,-0.05966188561025073,-0.07632398870664311,-0.07374640599964846,-0.011806860376068217,-0.010802838800417658,0.06839925715849746,-0.23379108996757536,-0.3005081501875804,0.0010921798382750574,-0.05991648823727206,-0.5111305060869994,-0.24584156994319606,-0.01057268459814534,-0.004134013034752993,0.2316822717092934,0.14479901889245056,0.10618145106550048,-0.12761236794908676,-0.1627203349243112,-0.03301391649620496,-0.22641836469970716
HALLMARK_COMPLEMENT,0.20259888468803666,0.017829787041052057,-0.021731414269642844,0.06596715121834464,-0.051087828128632606,0.2440265950288986,0.07953932878818017,-0.19730453263781503,-0.07820537689432415,0.028032027681578923,-0.3379208948121524,0.10223974303675487,0.029185756838479564,0.023572344202898016,0.20267419648664664,0.11220855406792181,0.12162140451598619,-0.002647318590504936,-0.03938414221285603,0.008365477331832964,0.2055668759451981
