,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.041248010675927135,0.06934840877058508,-0.02834320775225623,0.06117774892054048,0.0347360230552456,0.0070145638845057895,-0.014734398988313566,0.03701211634730179,0.03550984098931648,0.08267232743441295,0.16388231855757024,0.05156683121154908,0.05885648724042648,0.01194137421957237,0.15069632871215,0.10492370930821494
HALLMARK_ALLOGRAFT_REJECTION,0.054653293141863256,0.06924975620350052,-0.048083050055550955,0.07650518340995652,0.06639011824053763,0.05673140282086593,-0.03530616324477503,0.056710598986887066,0.04417415878505056,-0.03976858074874794,0.11812278747474649,0.05631642435323676,0.036209098739918705,0.02187918798586175,0.1202851805688454,0.06379662105921749
HALLMARK_ANDROGEN_RESPONSE,-0.0031093778017028777,-0.028308862096861724,-0.030236679344792107,0.12503930572824357,0.04448694241687925,0.02585349020439636,-0.014854039509279307,0.05551969137640807,0.03956891886728917,0.09216241933430483,0.16119631247684016,0.08420245809664856,0.020585819391905822,0.02835094372498183,0.09060397551569634,0.06838326234761902
HALLMARK_ANGIOGENESIS,-0.009788353057697955,0.02424347145713979,0.01520850524335451,0.11396280741893451,0.0074810025216064694,0.018948246433846454,0.02405219865704822,0.04726521275896636,0.057254884665572964,-0.07188026177291018,0.015816185895145735,0.0032864581745374126,-0.04502671229574858,-0.02271787564973331,-0.1021365783564783,-0.009991738527867474
HALLMARK_APICAL_JUNCTION,-0.016776530853331886,0.04823129850831772,0.00044827359442292577,0.14910868837750074,0.05817989072673306,0.06293576648217927,0.016492752687100792,0.029101254760037377,0.0322304787552062,0.06723518162048998,0.13877393884322853,0.07065220170468657,0.0333483854262373,-0.016295222641794886,0.11928965481583875,0.0936546159407204
HALLMARK_APICAL_SURFACE,-0.06351109887648136,0.026182878645135847,-0.0285781241399535,-0.07959240043896552,-0.012098521960385444,0.05958850598971064,0.03886141449704309,-0.07074626120907834,0.0490888476090332,0.10426833538986689,0.15823475202704101,0.05685862254094379,0.048335162138237533,0.02561634937028318,0.09505464779452327,0.031594258557138453
HALLMARK_APOPTOSIS,-0.007429172543732077,0.0012557258712825672,0.0425516447945842,-0.04992058197143949,-0.012268579679735195,0.023974945257635674,-0.024734755715923134,0.004387285518739669,-0.02943292627047056,0.03681931641011282,0.04958648819234939,0.04995959967896974,0.012626537883648828,0.08196978022569468,0.12362062833230798,0.04454455648739338
HALLMARK_BILE_ACID_METABOLISM,0.010337793003334875,0.018965328960828857,-0.004538189602551248,0.11942447784900409,0.00680189684922464,0.07531817860301282,0.020958131048378983,0.03410715237987211,0.07673867454134357,0.04706610881463937,0.15367002515881234,0.05399716376026889,0.014201004492736596,0.01437032583884781,0.1484075816445337,0.12752355031268914
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.026866453000745236,0.022105400592748833,-0.05221150726780634,0.11943020917720301,0.06182693493035798,0.004792141360467817,0.053572618077229614,0.10741514175930982,0.041568064908393994,0.11827758532241248,0.08138296432706063,0.061775178369708535,0.014593078116732532,-0.04376684257255869,0.15674378089855856,0.0914911028334565
HALLMARK_COAGULATION,-0.001054242032196933,0.03734409214047869,0.07031078993720474,0.08457304014001658,0.07028871622631724,0.05091515029875042,0.01795087705404468,0.09330505508073896,-0.06506021740417502,0.08440683754861561,0.10823093662794435,0.06545646681592579,0.019468872472000204,0.04986188121633252,0.11207088662529406,0.03786861335371283
