,UKF248,UKF259,UKF275,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.045178537328004906,0.04295134971802089,-0.04700545485103917,0.10393586121003695,0.015930969859327248
HALLMARK_ALLOGRAFT_REJECTION,0.020656063770357877,0.043840148403969444,0.09106324370045762,0.12580288032814688,0.018157000617530696
HALLMARK_ANDROGEN_RESPONSE,0.04531028924094751,0.0566845626979932,0.041478484450673814,0.14773483561085993,0.10101989785130217
HALLMARK_ANGIOGENESIS,-0.043710154277601596,0.03264802321268433,0.007292904792835586,0.046389263131808765,-0.01498439474522482
HALLMARK_APICAL_JUNCTION,0.019052188387208947,0.02695711947511604,0.07356622074073842,0.13876607435106783,0.05537740350074353
HALLMARK_APICAL_SURFACE,0.09805951359158326,0.023094031706156263,0.039308353398092744,0.11520135456750541,0.04094332046861465
HALLMARK_APOPTOSIS,-0.07915478417354321,0.008160576269262296,0.026383535012272155,0.07535061416534454,0.08774537144030431
HALLMARK_BILE_ACID_METABOLISM,0.09396171112954799,-0.035071333896573756,0.005028596000420905,0.06143453528953755,-0.009822172827076607
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.029185839288450432,0.01982667806422866,0.005980371230369368,0.030477464447743897,-0.04614999438739536
HALLMARK_COAGULATION,0.0007495080077395686,-0.030337528578164297,0.021952985374129465,0.1650717137247675,0.03772193666799522
HALLMARK_COMPLEMENT,0.050125419919157796,0.06972448364055873,0.06159470379637632,0.08949164312603125,0.06435557019651932
HALLMARK_DNA_REPAIR,0.0457460805346786,0.06899462819655777,0.062058495646756744,0.054081179791928835,0.028269913699173622
HALLMARK_E2F_TARGETS,0.04330047244823341,0.03641174083529808,0.03499931298164553,-0.001769921665171096,0.04046285550507619
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.07121848730850729,0.03757075928401746,0.006735585422909847,0.14151283057710073,0.003040940220725627
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0005749786082516249,0.011882026619221275,0.030965549854238418,0.08020548285495882,0.03891327819415706
HALLMARK_ESTROGEN_RESPONSE_LATE,0.032020880278759996,-0.0244683542526364,0.006243979982889697,0.048197173571923414,0.0015106755571226965
HALLMARK_FATTY_ACID_METABOLISM,-0.05720863424153655,0.011386495030385517,-0.0074573278588787924,0.037727988730598884,0.0020814478813016898
HALLMARK_G2M_CHECKPOINT,0.07191453409249729,-0.002096554073885633,0.05994177643958828,0.045713773432211384,0.013300123896643142
HALLMARK_GLYCOLYSIS,-0.003899899547536321,0.012390713963063994,-0.019493307614835344,0.056093652151079046,0.042326629972393955
HALLMARK_HEDGEHOG_SIGNALING,0.007428710586597827,0.020925046857219964,0.007313908436443088,0.007432974709208495,0.09497062379354058
HALLMARK_HEME_METABOLISM,0.021755657283155216,0.039178716782312335,0.06593303747042702,0.07370412502909077,0.021056749193766735
HALLMARK_HYPOXIA,0.01726386941354598,-0.007271748251410442,0.008414832113098169,0.017172434941319634,-0.043903058050501986
HALLMARK_IL2_STAT5_SIGNALING,-0.005409195191799505,0.06015286048913103,-0.009028061396980005,0.08022453619834873,0.030339160516035878
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.03912901010880568,-0.009142205672629336,0.08770286565379665,0.06878785148320084,0.017991019801332584
HALLMARK_INFLAMMATORY_RESPONSE,-0.06491513649694253,0.04108636943517759,0.02028179696956532,0.09414944788004491,-0.013699375689565632
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.01830236714710541,0.06425150167493218,0.0742405929614735,0.12755996169668563,0.05433663743298197
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.07842679638932785,0.03114903373514759,0.08626573988070389,0.16166760808164113,0.024391270616087195
HALLMARK_KRAS_SIGNALING_DN,0.13770824386586442,-0.026376679953769265,-0.05555097498996664,0.05531747481344381,0.03961237233050369
HALLMARK_KRAS_SIGNALING_UP,-1.8001193262387275e-06,0.010588327961862121,0.09280049059610576,0.16883678982605846,0.059699210623778975
HALLMARK_MITOTIC_SPINDLE,0.04955245218534149,0.047942317345707974,0.05223254448805828,0.09886083600519464,0.03299146497573798
HALLMARK_MTORC1_SIGNALING,-0.011733774263388735,0.02508598979838368,0.051173523201969134,0.03637277659881987,0.028904474367801088
HALLMARK_MYC_TARGETS_V1,0.04666804036057846,0.0764293318186347,0.06565202212627866,0.031484576651794924,0.005921715799475562
HALLMARK_MYC_TARGETS_V2,-0.040196157002469174,-0.012476202191607852,0.03909632184164593,0.07233342411943383,0.0038704888542195888
HALLMARK_MYOGENESIS,-0.019920923847165335,0.024931391641895163,0.032177258980590664,0.15557296143627114,0.08710419681529534
HALLMARK_NOTCH_SIGNALING,0.019960840671473107,0.04000035333724616,-0.011769825696666656,0.02771060425362605,0.030732648793624327
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.06388079392603839,0.03695097933831273,0.004907949571031048,0.011679516583505812,-0.00833157610409615
HALLMARK_P53_PATHWAY,0.022297459363523633,0.04721153200109699,0.049765815728843005,0.01634701278344717,0.03743303420863363
HALLMARK_PANCREAS_BETA_CELLS,0.041883010925838515,0.019800609929736715,0.04018802711741887,-0.005661695546230025,0.06130150474786305
HALLMARK_PEROXISOME,0.02689910381712776,0.017208762093258292,6.821477716826255e-05,0.07092039134886387,0.04580197705992972
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.03175726140765468,0.06196341820004135,0.035064026572646054,0.09867621630339171,0.028222289000515766
HALLMARK_PROTEIN_SECRETION,-0.0007918958873630578,0.03972050161163504,-0.024163568325864113,0.06243077541760791,0.04636228079709723
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.04415041686665162,0.035206588851967376,0.05615867045460001,0.053519484084478354,-0.034777946726680234
