,UKF243,UKF248,UKF251,UKF259,UKF275,UKF296,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.041474709907634404,0.07569645697803137,0.017696594593088307,0.03582346613965134,0.044986796943104916,0.025649398796099197,0.20421183808792714,0.029186224929268607,0.10048448855545733,0.053754474451509625,0.060593415537120866,0.2525502302786476,0.11076888261418592
HALLMARK_ALLOGRAFT_REJECTION,0.024051659417964298,0.06739122790786234,-0.050077866085726556,0.06473319964229157,0.17680101340937263,0.052961374685744377,0.22913612342812084,0.009060760922802212,0.08881401374859081,0.12957020399471114,0.1319900950891999,0.3270731000846041,0.07221702585021572
HALLMARK_ANDROGEN_RESPONSE,0.05558513181306436,0.07663502330897272,-0.033393806494497365,0.01577878506411551,0.19058522255703464,0.017882236077659337,0.18827156163057554,0.07260804411321262,0.037079847879481646,0.0566893855543159,0.12156526248994767,0.30194757343226436,0.1857406635406644
HALLMARK_ANGIOGENESIS,0.05954719217002824,0.037577924725206234,0.09755748818883976,0.03971984864009675,-0.0023122261194629856,0.02213090433816998,-0.1477415958897655,0.14219975319873643,0.03374095190609697,0.04375454047749556,0.09524246781452707,0.0828028396208114,0.19281346587245096
HALLMARK_APICAL_JUNCTION,0.05666982809756575,0.09423950018238689,0.026211634523414334,0.003920490347142126,0.06256507822842598,0.00079992545142344,0.21793949638048632,0.040063432879869014,0.060437848507043035,0.10264868095915566,0.05315149022568086,0.35437872769075085,0.18953320204312482
HALLMARK_APICAL_SURFACE,0.05077330126254122,0.031859834464385825,0.004719599842528994,0.025902153872771817,0.1733711071160976,-0.0037106842652038043,0.16644403710195307,0.02263602302967318,0.06932643882519633,0.04889486841711486,0.0075233453778134965,0.31002774478956646,0.08268836335687378
HALLMARK_APOPTOSIS,0.06004715640355124,0.043642265573121085,-0.00100621332317357,-0.02776397290821902,0.12708853469522952,-0.012184447454785828,-0.0016981691867145891,0.10206538102186435,0.04719133073201042,0.05215696611440932,0.09417578089318045,0.1538886012071181,0.07418947533120367
HALLMARK_BILE_ACID_METABOLISM,0.06539402293787974,-0.058249342508741926,0.02858542684907311,0.0005732437194393582,0.10685253582753106,0.02464338269990915,0.15027007560858727,0.013585942618763043,0.08106037934471094,0.033028460189135855,0.035821430960322975,0.1102511967462672,0.1341903022637826
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08812358296195705,0.03214776407376772,0.047678111730119724,0.06026174905762184,-0.03788372828764247,0.02664704799953422,0.23202813345317191,0.02160894749093417,0.12634762638100758,0.023706884021266188,-0.051214938955858706,0.10080887123884896,0.0705166737423871
HALLMARK_COAGULATION,0.093407487933768,0.07493058080037375,-0.034992048787120214,0.019636805572688616,0.08683328831265534,0.008346358519155342,0.09188928428937503,0.07517112441215817,0.10862569131029558,0.11459011739529698,0.1462214010489285,0.3378975576706919,0.13880842458746523
HALLMARK_COMPLEMENT,0.08825930092563744,0.07098165892507134,-0.0006656153677541364,0.05272543580209139,0.08659466012397606,-0.052302178878103824,0.2378097835226331,0.061276328232246526,0.13903527243313712,0.01896649849986247,0.06352219205310226,0.17312776408014552,0.060133651369342
HALLMARK_DNA_REPAIR,0.09635461050735712,0.04699904720734255,0.039347747153614984,0.06389912120178971,0.17284057826478416,0.011035736778695035,0.24201009844655594,-0.04002719514005049,0.0795473458043437,0.08771965401098311,0.025436525575249065,0.1775007578327482,0.14568610118262335
HALLMARK_E2F_TARGETS,0.09232978108759476,0.024129455376901393,0.012570629961065099,0.026924688721853142,0.14055025673894625,0.023065636379856484,0.18779978360647573,-0.05617655763497291,0.07918645958741646,0.059373724389339945,0.060211324937733034,0.09882863036694163,0.11973376267244108
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01363351517501858,0.08098606237525997,0.03681122286400684,-0.021780557062819946,-0.012378898250398444,0.01782642236443815,-0.12587729109824236,0.07669070010335284,0.12879244272192475,0.09339113831993139,0.17096475976891629,0.29855369058368236,0.2431370294054772
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.026860578516794815,0.07355545876280821,-0.04135735932685917,-0.009130956703216087,0.02062859276709806,-0.009028233509016973,-0.19789706599470627,0.033220353718518426,0.08068028002574656,0.018946605070571547,-0.0191307229728478,0.20595049210819327,0.14069833327314815
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06353652520777509,0.04026377032554132,0.020103081516702887,0.03660880484818962,0.09340242864518394,0.0016414290522774916,0.2357141449179474,-0.06382509777718076,0.07710815229672276,0.04256583239829397,0.057615063928686684,0.01711229166065169,-0.03165824944358187
