,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.07054251972110336,0.08320894388575152,0.0006073706239181748,0.12945718205922394,0.0418814171917537,0.10656979899281503,0.0704689769675357,-0.12697041673806983,0.11978352569434682,-0.041847845720817047,0.16993945740209768,0.13389891430302078,0.019195696681288957,0.04973182822058689,-0.012873199223120375,0.06758783304365205,-0.03162657447839897,0.18763434109522145,0.058438195336687634,0.04573318012585828
HALLMARK_ALLOGRAFT_REJECTION,0.10263465045469723,-0.048306670614701,-0.08474540647135062,0.09806002592084162,0.0460105650541408,0.11121670134748526,-0.43509457307063926,-0.29335335658827505,0.07805167424267877,-0.07377538717245011,-0.31744738944999934,-0.1689530692514934,-0.04706422563810755,0.04931493246392323,0.10604882455464616,0.021754824585995855,-0.10264803998130609,0.08048875595045396,0.08588736619239852,-0.09224449471321687
HALLMARK_ANDROGEN_RESPONSE,-0.003905120862661041,0.08073930192632363,-0.04564833956754266,0.06482074379372701,0.07643349301455751,0.18337044934355431,-0.19498211972063678,-0.30136014243405446,0.054112877113894314,-0.02570584411836166,-0.0735900862623038,-0.16466346707833257,0.006854515777965975,0.034246927809905243,0.03154992479348722,0.027275321872478792,-0.009844397921280433,0.1329221625778295,0.01003751927885663,-0.0031067062534452547
HALLMARK_ANGIOGENESIS,-0.14654417028305708,-0.10407255967715219,0.02118657089866933,0.12696255673601795,-0.037807170592056925,-0.24833407011599756,-0.4272299890778692,-0.4013040233929025,-0.1885248884416479,-0.1541326739112615,-0.32157882284441086,-0.3952874775308117,-0.016962776499089963,0.011273836024111812,0.0680959087410175,0.04501225476546578,0.030070885303235307,-0.07191309814618503,-0.18911693473725436,-0.1130008730061328
HALLMARK_APICAL_JUNCTION,0.007985661143710125,0.08887820855753453,-0.06873257641768662,0.10738007472860796,0.0639056096832556,0.04632665861029748,-0.29523102952053637,-0.2517934152251492,-0.1179678508684693,-0.01208972673471799,0.1215840968059392,-0.22053595974131066,0.028998922425777382,0.05384765611918189,0.003008360037375696,0.039330166294974836,0.029135976918760995,0.14136319294633434,-0.01896784099622116,0.05881224733689668
HALLMARK_APICAL_SURFACE,0.15748719072900766,0.14312571426958748,0.01967054742221936,0.09894548562803986,0.008709846213015975,-0.002400293013672743,0.29955698878280546,0.3006936724261515,0.1400822635879483,0.11354917552501655,0.23219229095028251,-0.14007379022801975,0.037478326073408084,0.04482704320567946,-0.02016891778312095,0.05399424656707026,-0.013013677481831687,0.16183243921622562,0.1607506053050133,0.05063269196963029
HALLMARK_APOPTOSIS,0.052240362154154535,-0.10086267555175746,-0.022045859384413165,-0.05762059903842078,-0.005206844252806294,0.01470385442100271,0.0321341082790312,-0.029360280109378693,-0.15377048173533372,-0.044931801416783594,-0.0643241805328465,0.20218450118974304,0.018671228221196386,0.0015379468786543512,0.017296206082408595,0.0037795559388135226,-0.03773618369143438,0.064893433794246,0.09688668056424705,0.036245477760289205
HALLMARK_BILE_ACID_METABOLISM,0.009480436400814017,0.10694648966476746,0.027740649184200786,0.07146623335642233,0.09261215166622279,-0.061122951609470545,-0.22153633547769286,-0.3929830221482113,-0.06493019092596967,-0.0307135955723562,-0.0680894808354987,-0.08688460895263184,0.033326914098615296,0.05746696091988861,0.006493111032591855,0.05700506203717352,0.0701486690183021,0.18386297886898367,-0.03703359463653417,-0.09064975546248619
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05011619188562021,0.083036363155681,-0.044585722668826835,0.11325407175123947,0.03373676227379261,-0.0018400124435502853,-0.34033954412356454,-0.2829491981926381,-0.19776283732613434,-0.048936690086269045,-0.23003123440366588,-0.3196193210902711,0.027763768574318375,0.030281058565746873,0.009615517530351322,0.03940347931241694,0.054616373443730507,0.1865314287267319,-0.04619828737703816,0.023928946474760633
HALLMARK_COAGULATION,-0.005351555094334628,-0.0374305706519338,-0.07255353716053337,0.031823333222970325,-0.0019879248348081634,0.12478331917816782,-0.4668196509486047,-0.37149806807300234,-0.0221082224887896,-0.19354905656711005,-0.33468985720257455,-0.2646015514007312,0.01660283604994918,-0.010029175077930145,0.05782100704761477,0.017424256261556914,-0.07013727986377938,0.09089147034171717,-0.0038544723996512716,-0.07958927648095737
