,UKF248,UKF259,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1526571253214474,0.02509420150960046,0.08756377201562687,-0.028738077544974,0.05488520932540305,0.14851563289973416,0.1923094028114472,0.04904576746617958,0.07722783497206692,0.08380130843702085
HALLMARK_ALLOGRAFT_REJECTION,0.09586541452198225,0.004365672395321784,0.12537788554626872,-0.10052914476562015,-0.011593661349459205,0.08023281828371967,-0.01777399181538053,0.03552914344700886,0.10880530444777625,0.06105295914376228
HALLMARK_ANDROGEN_RESPONSE,0.14662210397798084,0.008127868626891544,0.08688142107665665,-0.08630006864779037,0.05718347600539287,0.11659671123125274,0.11288727318543379,0.020615261973475275,0.07926345404427713,0.12092903211386759
HALLMARK_ANGIOGENESIS,-0.004503512096206342,-0.013885470115767545,0.13617778246750362,0.08884873479171007,0.009380905633587391,0.04265159426714873,-0.055355833407824975,-0.15175889785574853,-0.08187641177952773,0.060012215762128486
HALLMARK_APICAL_JUNCTION,0.1407120341124138,0.02458166648937464,0.1107549287457889,0.020971766743970253,0.014453720141970838,0.1940109560685051,0.15057181242300743,0.03342466043930984,0.0858083123544075,0.09438058330723109
HALLMARK_APICAL_SURFACE,0.13738406972497094,0.034645740640163195,-0.07349972401496936,-0.053169515804952924,0.0046194896623110125,0.2301158490145254,0.1973080774222665,0.022272755555165738,0.081361249133783,0.020956449683791758
HALLMARK_APOPTOSIS,0.02121823171978587,-0.02580672263088279,-0.0020125062604373733,-0.03028066096950298,-0.0035826330724947884,-0.07969955557890414,0.013688038931339823,0.00022375425701424536,0.08867765536028337,0.10050602061172109
HALLMARK_BILE_ACID_METABOLISM,0.103076559897065,0.023585653244810125,0.08356363647564016,0.07344690026390166,-0.018450471039490456,0.12256286512203869,0.156916693242458,0.06788556627532853,0.10070990644395725,0.09505366549153528
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04312304739171313,-0.004065793529797254,0.05860154572810605,0.10566987080924409,0.07806819560342625,0.1802780636347532,0.10397979525762947,0.11481979295809945,0.07536648999011632,0.08550210159270125
HALLMARK_COAGULATION,0.11504660991857915,0.005377461945240261,0.11933176018289657,-0.0228617492096082,0.013986918383815626,0.06073074693852681,0.1655349124034786,0.06285751579170196,0.09036386607248695,0.11803136112172406
HALLMARK_COMPLEMENT,0.05763198951868743,0.02146379991031207,0.11126298246916277,0.0501596391914974,0.02495685596971137,0.12066752747104967,0.11657548558816654,-0.00641692056840418,0.0950023422438934,0.09032387981643132
HALLMARK_DNA_REPAIR,0.10998257636329162,0.031516278812405756,0.11495238374183313,-0.028267035889167992,0.039626384372643736,0.2789270706254,0.20975025213660303,0.03563161324350557,0.12013817638638741,0.08095011425523801
HALLMARK_E2F_TARGETS,0.12500356074643454,0.05812937636410737,0.1145937385235839,-0.006200904945241454,0.0281975301061686,0.21054753575514998,0.21155558958985393,0.04892322626624535,0.08476883147355799,0.0966925615146063
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07941189057309328,0.015908314075180344,0.10461073966386115,0.08379162266337913,0.0392803817368399,0.1441501425049961,0.02753023492443451,0.040842856264132504,0.05430601508607517,0.12161631680802537
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.10747360404355107,-0.0602247999614701,0.04097573045391074,-0.03415255769394108,0.026064509199517822,0.025660667997678535,0.007503784926217946,-0.011449970689275403,0.023720535377576624,0.08573307243683752
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03448613391916481,0.011964963720560752,-0.033211116974407984,-0.051536158534105314,-0.008744342056868814,0.12730157399184514,0.1601532063214764,0.008668596903580662,0.0670890201819889,0.01624656251793394
