,UKF243,UKF248,UKF255,UKF259,UKF260,UKF275,UKF313,ZH8811Abulk,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0744226379352941,-0.11743110755422528,-0.2423336631208265,-0.006817635443581421,-0.135219737650932,-0.14952444239630472,-0.05131635781277308,-0.11833099173038522,0.05461701379903929,-0.07964765173383952,-0.03829229591734075
HALLMARK_ALLOGRAFT_REJECTION,0.10968146989629415,-0.061918550218818445,-0.1735891513398224,-0.009762302196339423,-0.15007175916811352,-0.08195950126131211,-0.040059897126800914,-0.08999271188002197,-0.0035482558884480154,-0.10942684137996127,0.01604293627132176
HALLMARK_ANDROGEN_RESPONSE,-0.012260145351403157,-0.07729743977614115,0.1393856217126546,0.06511567252294741,0.07699381223847124,0.04857556580697104,0.02386185857047729,-0.044147146574738345,-0.0019784208435184307,-0.028824171634189637,0.008510502921040827
HALLMARK_ANGIOGENESIS,-0.04300420210535123,0.030348674319243336,-0.2940258790271148,-0.0049369398465552205,0.11170537772553325,0.019300729686172937,0.12347603122075392,0.02218662085314899,0.007405799922403017,0.010664676569539138,0.08330524519553643
HALLMARK_APICAL_JUNCTION,-0.031021170070374717,-0.11813852092766083,-0.24528932942592585,0.03620685109263883,-0.020670332598598243,-0.06651495287546796,-0.07386865864270262,-0.12725112612077333,0.0027296143122426024,-0.13344700727031553,-0.006559985278115714
HALLMARK_APICAL_SURFACE,-0.04760861830182591,-0.12434622349542584,-0.19921704580256847,0.01555664976187248,-0.15236492838745355,-0.06274865840517835,-0.020265830779694682,-0.0964359995526686,0.024490819192662664,-0.15881474764779835,-0.06121784333174799
HALLMARK_APOPTOSIS,-0.002609797211664626,-0.02358549790283522,0.17223565332388208,-0.03197493967948708,0.1574743156024318,0.11988472038163138,0.036022371114614996,0.08239369885397012,0.06599778514982106,-0.11024880173613405,-0.004265965806538367
HALLMARK_BILE_ACID_METABOLISM,-0.12387802820580344,-0.1369574328001514,-0.2813108381421061,0.017360790065948834,-0.14941865397866838,-0.13242045522244594,-0.03400128752557736,-0.06341642116678742,0.02595919149912072,-0.08391830043720516,-0.08466740653657046
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.10188449378376813,-0.053931271538897436,-0.2041384774758842,0.011561743245459638,-0.0689965413553326,0.0501937422545137,-0.05940904995270995,-0.10060373324063022,0.04371450981083484,-0.058723394129341466,-0.0683776791491048
HALLMARK_COAGULATION,-0.15028928024809332,-0.12904071557440744,-0.2565829448909704,-0.012748750622526415,-0.009436163909446649,-0.13260643141414405,0.00017236154208905404,-0.09516398372948033,-0.0064884532428013345,-0.19273004366525445,-0.015324600872315545
HALLMARK_COMPLEMENT,-0.06493411067952422,-0.014400175855139866,-0.10764785798668061,-0.04141161234025471,0.018660764386474227,0.007500003644378198,-0.0389176478887868,-0.054512457244427895,-0.041289203947702996,-0.07622419804193414,0.013949567660383936
HALLMARK_DNA_REPAIR,0.0018802322329929953,-0.07466411775090662,-0.08563430000956702,0.039951264846134656,-0.03645097326101503,-0.07711180504026625,-0.06257640179963975,-0.09435197909150059,-0.00407944249602329,-0.04928443562813204,0.030926074682677485
HALLMARK_E2F_TARGETS,-0.07311802636604288,-0.12162124267388433,-0.3690425633942093,0.010780285256514033,-0.1155726811395706,-0.10441181079469555,-0.026313688310478596,-0.09578450454362128,0.04565966810565624,-0.1310414944300375,-0.04561019320076995
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.004483700377186446,0.0042692686779277535,0.31803604131549373,-0.02320362819050411,0.15647089722153007,0.03526009000201137,0.012395875582837116,0.08022677707047121,-0.023025181730907344,-0.17627512963510863,0.07884519427122368
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0019921408428988114,-0.019307955673175767,-0.10532261101407733,-0.015958348261225202,7.483778015990168e-05,-0.021950388360830162,0.10844295131573588,-0.03955176748746445,-0.011676408063147592,0.04436879191131732,0.016874279494590826
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.1591632461382326,-0.10934067044249068,-0.30192743147638085,0.039204954798417936,-0.0910220483404364,-0.05008293446271684,-0.08042147762355738,-0.10340715428481465,-0.014899092084921078,-0.09299235617256174,-0.055330252095594626
HALLMARK_FATTY_ACID_METABOLISM,-0.053528489275540464,0.09058183954762597,0.305570137368009,0.0310562248574455,0.06352718399067057,0.06844717215203946,0.0724889078745599,0.09474623082520818,0.03197205524811616,0.048159246281198935,0.12054292075883356
HALLMARK_G2M_CHECKPOINT,0.04013473840944951,-0.12106634982102095,-0.039343802895811485,0.0349122753632723,0.03934802843513356,-0.03903572370374067,-0.046190056770961184,-0.03551865893239287,0.042540497955881336,-0.03895496507144962,0.04408625832028983
HALLMARK_GLYCOLYSIS,-0.03363115269697371,0.009631067164746212,-0.14229515888180566,0.020575006025180396,0.12274068808070576,-0.05793286046678828,0.029297605716971417,-0.09781622512977818,0.00936532754710004,0.009296200422547168,0.00979401562344965
HALLMARK_HEDGEHOG_SIGNALING,-0.1285304633046073,-0.06783967688672612,-0.28199012479489305,0.09547704211495384,-0.08018008341493464,-0.014161800659411023,0.022006916147293505,-0.10971077908446174,-0.002171193209502576,-0.0017224132875536156,-0.10048277156403845
HALLMARK_HEME_METABOLISM,-0.08042645552054324,-0.09502775564295927,-0.14832513647722667,0.045836507550127255,-0.08404340737045765,-0.0641281256318441,0.03336111878972799,-0.10898535354500048,-0.026280638308368628,0.012352813200553378,-0.027138308929590793
HALLMARK_HYPOXIA,0.13263124975127996,0.16136012328269397,0.41446403823869504,0.04418450011521131,0.1952446074953438,0.0883869305116298,0.10618700327191033,0.13126739778031307,-0.023774244299800632,0.1808078398382591,0.148215759879563
HALLMARK_IL2_STAT5_SIGNALING,-0.02030562739538611,-0.06540014756100988,-0.2754543751641679,0.03015795320358923,0.05198703036103141,-0.027857814711527828,0.12308006346537463,-0.09027624402605863,0.06420591490058805,-0.004236017015543846,0.0006802955450149649
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.051046075689457654,0.01924282185794632,-0.20682158660160954,-0.05082545137683289,0.09689325600954478,-0.011459944302529421,0.03430643171820566,-0.09050190315589578,-0.00677945211435877,-0.01789293757780736,0.006685620014119508
HALLMARK_INFLAMMATORY_RESPONSE,0.020353075790224943,-0.01429596175077275,0.14749789327582713,0.033452237876898855,0.174715386287315,0.03508204786884471,-0.03838844984122594,0.09418363046786866,0.048205854104649046,-0.023207952756662525,0.12547488235790957
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.0964792776171068,-0.1355661863200733,-0.37578849862802705,-0.034777765964797765,-0.1841808054673004,-0.09367504665126924,-0.09608054263602021,-0.11044601353314071,-0.019645631575059393,-0.14773941284899483,-0.0681488663601238
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.040521528225225936,-0.01791981607071445,0.2595235782991657,-0.03724070669396545,0.1529790900958408,-0.003307416817872919,-0.011814570097132524,-0.036744713848618105,-0.031780581933365824,-0.12291907422675867,0.10272446189748728
HALLMARK_KRAS_SIGNALING_DN,-0.15495840982233383,-0.07647234629818743,-0.16789440898499242,0.0036397351936871655,-0.19673213221322888,-0.0972127890483792,-0.1197235781471236,-0.1158936924020414,0.033999885619264036,-0.033621762608263064,-0.0692896809322843
HALLMARK_KRAS_SIGNALING_UP,-0.054871096643649635,-0.007335748294272433,-0.10195411959073437,0.06752400419521287,0.009653365255342043,-0.03280317834899884,0.058431836324919814,-0.10084454625416892,0.020263512759711416,-0.15034181312827619,-0.026842477827754938
HALLMARK_MITOTIC_SPINDLE,-0.05605186173375928,-0.11172859531496032,-0.2531746545699174,0.07911675905476485,-0.09326625980261952,-0.09975267902794203,0.025389581456411372,-0.10123860822546878,0.04636043787517371,-0.07148526307705265,-0.03215927654291504
HALLMARK_MTORC1_SIGNALING,0.11834208381339807,0.119129278747532,0.3212268408451944,0.01497239283120757,0.1870506971909579,0.07464874502227355,0.05459938221105259,0.11308309201343186,0.014407583515908007,0.14573263080067037,0.15523744920091537
HALLMARK_MYC_TARGETS_V1,0.11464755575061036,-0.04634954509608042,-0.15026423134976957,0.05690898486330639,-0.03090915120689876,-0.06649681562759566,-0.030721361934695716,-0.0666688991352876,0.009040849618306607,0.04858840970917033,0.07910768161640454
HALLMARK_MYC_TARGETS_V2,0.013652322689080922,-0.054135662847195606,-0.21936315449054652,-0.003056082380682306,-0.07307876469794955,-0.08349274125828389,-0.005839732347946223,-0.08682737777911083,-0.003678685190396027,-0.07022407254227321,-0.006850906728478759
HALLMARK_MYOGENESIS,-0.141798263945186,-0.1194473712520973,-0.35415358450067863,0.003109092982723227,-0.0950383116373068,-0.10886457714383842,0.07563573432250628,-0.13158455853588777,0.039786930962117266,-0.17507888239077712,-0.07555254750274079
HALLMARK_NOTCH_SIGNALING,-0.12497405510523564,-0.125255177968658,-0.3383882895009123,0.053420318106586734,-0.15355731479366028,-0.11060355422540182,-0.04451062563953355,-0.1320642553118201,-0.01412427639507702,-0.04496976465952451,-0.0683715530765208
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.058674613031126865,-0.07442503637666381,-0.22104367319405024,0.04471134129879261,-0.14892735232232418,-0.06490608812465655,-0.06859521898533401,-0.10661949298593125,-0.0492553279689517,-0.038366980013064884,-0.07073553874550469
HALLMARK_P53_PATHWAY,0.1379092855356529,0.0690812648679565,0.0693039666077275,0.013788086640520314,-0.02767944142804518,0.009246546902712578,-0.017180440708427724,-0.04579307792694109,0.015479175436744035,0.07945097731360568,0.1008266690959437
HALLMARK_PANCREAS_BETA_CELLS,-0.11872021261233645,-0.10713134861277747,-0.18037607231219155,0.04484189719521194,-0.15645448664300224,-0.09511410575784973,-0.06006036854225011,-0.11622566140264647,-0.051534843819055154,-0.014674938875261582,-0.09628687873197492
HALLMARK_PEROXISOME,-0.015767037066283456,-0.1293036371063465,-0.30817103285569497,0.01681217029619684,-0.13107606396830376,-0.08207491457163865,-0.028156407840683764,-0.12074198637449818,-0.011764937265212428,0.0073869325572758085,0.061174129637461945
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.000660804563396061,-0.08138018518233772,-0.07484248741072212,0.06854534314344166,-0.040807244826927457,-0.05808085049693124,-0.05895497874571189,-0.10598806083334687,-0.007843602978566098,-0.09010041981357175,-0.014803218916251205
HALLMARK_PROTEIN_SECRETION,-0.08020102661707133,-0.06721164192745167,-0.010280013026473495,0.03522446833930936,-0.016081036651352167,-0.07832905717445987,0.015558468121168078,-0.06601282046046353,-0.009807927976679174,-0.04559850085401717,0.007861673112479957
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.0844903729206514,0.07681856286463615,-0.028613738813337678,0.022094809247429913,0.049351232888836916,0.006400835235842061,-0.08796146782001768,-0.10378320915906844,-0.001018889184377038,0.10654796533082876,0.11356139217716199
