,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.019002093274888023,0.07815642500213242,0.01567246536940298,0.03360194879676185,0.05201479515166812,0.07796471437473826,0.07944393181932953,0.10285301704632631,0.005235050680243793,0.13627080071714753,0.1367511595893015,0.08003093203686654,0.002979391615283372,0.01077988837573163,0.16741571539644878,0.020489999350211677
HALLMARK_ALLOGRAFT_REJECTION,0.10324759126971143,0.09825385625990721,-0.01490110868026793,0.0007418740390247921,-0.008583136785178407,0.08012378914557548,0.13354138879331012,0.06796803640069768,-0.03639973076143834,-0.2408043484641488,0.10172237601401156,0.09392696651244975,-0.007587290086229482,0.019161628620577763,0.12049538567741946,0.04336594441073568
HALLMARK_ANDROGEN_RESPONSE,0.0541188036530598,0.03765054636843455,0.05163796537301336,0.012654230360436301,-0.013194783538261692,0.16789540311783996,0.13506749841116544,0.07253188826048484,-0.03453581313647946,-0.09893087822737438,0.07286013426953579,0.08449902830583239,-0.051987684926440444,0.08034000129385616,0.08922917177934019,0.00311512422653601
HALLMARK_ANGIOGENESIS,0.04147758898984778,-0.05504371937247032,0.01630911566069356,0.0021080515380015683,0.06576821773485977,0.11808327127972944,0.11029782124963979,-0.11329721743779624,-0.02695073316411849,-0.20431228803944507,-0.09458171228780492,-0.07416136967132182,-0.05225521867108953,0.009062090208375902,-0.07660960124314604,-0.04971383625168069
HALLMARK_APICAL_JUNCTION,-0.045308171205388534,0.05365167703776316,0.06254725389538769,0.013687101128845719,0.02470999432918904,0.16303447890602793,0.12906512670939022,-0.04682556746870324,0.02448094410531641,0.013203123513552985,0.16687479263814015,0.08003140155541047,0.021909112869300095,0.0644299413731888,0.1398811386891486,0.03708819008093154
HALLMARK_APICAL_SURFACE,0.05459701716933369,0.01846234345431206,0.061512261146307555,-0.018455318538876504,-0.010921541705407515,0.05609531054634468,-0.0709792634164869,0.12089552155539329,0.018830692037515417,0.13138710775373846,0.10714956557535982,0.10602132975315579,0.0044472389063400794,-0.017422948026458676,0.11905188958100618,0.001956643544438781
HALLMARK_APOPTOSIS,-0.0028706617106563307,0.025102851711645714,-0.01867909869849041,0.02636308844110011,-0.004436807470375559,-0.0022852963626269563,0.08492605671946543,-0.03258271273782676,0.02835477705302701,-0.048677370830038556,0.05780209535844045,-0.058025242740581295,0.00529569311666885,0.07377815704774278,0.0859300498458035,0.00418329009291868
HALLMARK_BILE_ACID_METABOLISM,0.01430974783235476,0.007226286166008313,0.0741587321377606,-0.042384371339696254,-0.0060698755644177,0.12703529736934369,0.11811465245725601,-0.12043324889500591,-0.002402492090031257,-0.037536235833327776,0.10688043071971332,0.0757365985415567,-0.03109203951384324,0.00045455372835509055,0.11841684898324602,0.005188525215666115
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0006843419862337079,0.09065064893260684,0.026760505075319383,0.014176090621903288,-0.0074837255706204945,0.1419845739427596,0.11451263211164932,-0.1357230055269206,0.006735636321221496,-0.19472105730124506,0.1882296809460395,0.08584728684658927,0.008189534885209269,-0.0027021572973521413,0.09184012681932645,0.002653011329651343
HALLMARK_COAGULATION,0.11587033428295664,-0.02156863557901368,0.01692175306535137,0.03688414455395734,0.04797638275716254,0.10439913091810825,0.14574185779105409,-0.033890811934349334,-0.026374007499918178,-0.2566326432767031,0.12613039470547763,0.06886963656940802,0.026297636281843013,0.0643832569096728,0.10129617445604823,0.018126383108072127
