,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08660586141854285,0.10763645837727802,0.05535262568030573,0.11173043537001666,0.051350365883524374,0.07699228514268616,-0.023107207239959786,-0.005084677987768086,0.004520425246426835,0.12066335852132871,0.23330412288855956,0.07102860598351533,0.133350797519491,0.08758637242888873
HALLMARK_ALLOGRAFT_REJECTION,0.04323841502060207,0.033721235547066054,0.1399750983893836,0.14520812412896902,0.005427963881122986,0.1292720978134194,-0.08334282699028521,0.035317761548127914,-0.055195269666366446,0.12871142254874063,0.16229861723054004,0.0321855360266928,-0.07110591804959382,0.10999744476618796
HALLMARK_ANDROGEN_RESPONSE,0.08553405513588039,0.08159109015712238,0.06613511388367894,0.017505525585943038,-0.03341685879493902,0.11676690738624601,-0.044880518302670355,0.033211553255982705,-0.012527776777279735,0.12510093629821778,0.23493558090651473,0.07148592502751712,-0.018241124286228,0.16383299076626628
HALLMARK_ANGIOGENESIS,0.03077916154404958,-0.06644431853446013,-0.008589289761780205,0.10948950787827885,-0.07421894555822357,0.1907443464673311,-0.10842094186001533,-0.036915061305405464,0.08628856631468998,0.01512553374125773,-0.044679236590550155,0.06398391842890501,-0.239335873334884,0.07312689094901524
HALLMARK_APICAL_JUNCTION,0.07419758669785939,0.07573811069574031,0.11820053073211173,0.07125895960516111,0.039352699467887685,0.1966168579913704,-0.0547987200700275,-0.020387987852806946,0.02129284327844782,0.1495414029590551,0.21065431263684467,0.0653991872516236,0.14909312793748994,0.09995638957292549
HALLMARK_APICAL_SURFACE,0.13740693644611832,0.04734769973959203,0.026236742769325336,0.06491920849057747,0.06767370832506148,-0.08917350638303992,0.0991155402735248,0.03496765754185895,0.04282172434344606,0.12455834803584348,0.20348229113542254,-0.0003204567585935385,0.06381001620735147,0.1051631180807588
HALLMARK_APOPTOSIS,-0.0427581397306872,0.018971474185712486,0.050662843259116026,-0.057192548659819986,-0.002042793646103051,-0.07559106252973483,-0.03453621409219456,0.0185048861741246,-0.018833597551806462,-0.10579532605569746,-0.04533622349651102,0.06359233087909832,-0.05409108537741864,0.07101735596130962
HALLMARK_BILE_ACID_METABOLISM,0.11664291345783674,0.1196280895426826,0.08637649098492818,0.004318754905231842,0.06110734547266558,0.14342193440953127,-0.11053436274344601,-0.04426019535094419,0.02774684127326727,0.09269863749736482,0.207399031636519,0.04299179084550788,0.129840655498733,0.0026458045595958136
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1383359348479018,0.06366720314532708,0.13170303506862335,0.055379193750294084,-0.0001262263721241009,0.1640641706603135,-0.06223895396654863,-0.042271703200699166,0.040014385516022495,0.13382228411306576,0.2518095539402761,0.05464835437924188,0.19726802406545235,0.02905757817997253
HALLMARK_COAGULATION,0.014662421904633804,0.08155491169269596,0.05337693147747542,0.02420844967125708,0.025394690574842033,0.066342841903772,-0.08341679669947165,0.021021181992061128,-0.021406586804754935,0.10382831828059766,0.14559201355117316,0.04335969074643348,-0.07808930428140096,0.009378194546220901
HALLMARK_COMPLEMENT,0.03552094013190246,0.08291120202519103,0.07140867780306592,0.10875256668087586,-0.021095771033094315,0.08963391797716821,-0.04455764918654819,-0.03283745189543517,-0.02046914159446495,0.08287446035530194,0.16237291877654217,0.048648180620776256,0.1081248412373648,0.09691550335431372
HALLMARK_DNA_REPAIR,0.10681375769986227,0.12624918326125079,0.17644502746295637,0.005981958065074362,-0.010435966900419324,0.22116626471423487,-0.04258499417236042,-0.007609453077602885,0.06322698901387408,0.13812731833713496,0.24788521567521835,0.08027192403302474,0.23750670522211437,0.05475815737439792
HALLMARK_E2F_TARGETS,0.13665436173240605,0.08674830065431426,0.1649114264709905,0.14879388791279963,0.050034913786140486,0.2108461927027437,-0.08485801067857036,-0.010609838364772667,0.03196354429813251,0.15460041583067136,0.2389703532975906,0.046061696854269876,0.13920363614472528,0.06888136420523133
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.003245063948064254,0.003116436365476914,0.10015826785141425,-0.10836146543841442,-0.06230547701690622,0.18059565118038687,-0.06040230225727535,-0.022747291699269305,0.06549712202261541,0.005638641229398006,-0.07166201198592695,0.06709613966126043,-0.16687183970679415,0.06650076594101248
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.009696903221577933,0.03007076183884072,0.052127735152356,-0.0451374284636545,0.04444306560668447,0.034679048626674105,-0.05143344893805541,-0.05057775749948565,-0.02196718415522672,0.12960461009323646,0.16084799943523653,0.08371816669766022,0.207672104173046,0.018816436833624158
HALLMARK_ESTROGEN_RESPONSE_LATE,0.1159372898651775,0.0797305502751957,0.01979020241085971,0.08007885440268177,0.014789820572051998,0.07489495899767021,0.12296994995467092,0.05869671108240122,0.10688552895605716,0.15289657015902378,0.24934484360312198,0.026400708000107208,-0.02770572678858317,0.03709467001435986
