,UKF251,UKF259,UKF266,UKF269,UKF296,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.040874599224367376,-0.02273955635314741,0.015716430756815905,0.12296970741255274,0.06947713769994188,0.0571365962071143,0.06602857736509418,-0.02867114208982107,0.13410158698474783,0.019310506292109633,0.09774451207671427,0.10112982935746505
HALLMARK_ALLOGRAFT_REJECTION,0.045690202258065346,-0.032512675426829174,0.12020094190603997,0.0987293633011747,-0.00436645379232135,0.08810034368426639,0.08175301225345893,0.033337750462759094,0.08465172251306004,-0.11817059109168236,0.08014305402377926,0.004032942048397817
HALLMARK_ANDROGEN_RESPONSE,0.064740147531353,-0.016944944029226014,0.06658984609661453,0.09783909112895692,0.0387097010220561,-0.04455979608308192,-0.023086978401371097,0.014270330589848015,0.12349437051940748,-0.08423195614711891,0.06023006630698516,0.10828479779616652
HALLMARK_ANGIOGENESIS,0.014518994418867021,0.013863977209478994,0.09522156624060767,0.11893078848865749,0.001854689982221731,-0.01723479641315437,-0.005593223300863065,0.042225119473982456,-0.012505786438351043,-0.07438158875599121,-0.0722581358616984,0.15714293160903745
HALLMARK_APICAL_JUNCTION,0.036492622720892,0.0002448507330216525,0.08029213859084823,0.14260714365021612,0.009524738988903911,0.09861749123132744,0.08241742745918876,-0.010659048115691593,0.11823094658781338,0.07449361937958197,0.07481313693447383,0.14257167484430125
HALLMARK_APICAL_SURFACE,-0.018663562803149382,-0.029677338486558617,-0.019764726383620417,-0.03188680574908593,-0.004918929326284511,0.12001808923372774,0.010827156674482892,-0.009755230861608621,0.101562936391294,0.06388576047214542,0.06431707602393587,0.0871286520899946
HALLMARK_APOPTOSIS,0.045130970132850584,-0.027840441197657505,0.03734033120912999,0.026622367798169084,0.01094175838806877,0.07778466891744662,0.03261789765303749,-0.023329647473431952,0.01775139983714113,-0.05733591589664456,0.09211484275515511,0.016220498720899017
HALLMARK_BILE_ACID_METABOLISM,-0.01109940733084796,0.028305817966839408,-0.013753230897122564,0.11309918650125506,0.04109742892125807,0.07554468151430085,0.054017603510208005,-0.00957286842111507,0.10054770510040058,0.0208585511242337,0.0680242337770868,0.06687893351431709
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.030184059963874035,-0.02457013719114961,0.07667865347916557,0.08423155343601929,0.015110332715130332,-0.016893551781251202,-0.008703848614999505,-0.015850894352263774,0.1137782253807017,0.07330528979449384,0.09078657446077741,0.07975473108545046
HALLMARK_COAGULATION,0.098861574182547,-0.024020514509031973,0.10980081488516355,0.0938223992122922,-0.029476281504152418,0.11965251034893891,0.06913854328350663,-0.02173927769182591,0.14033923255160763,-0.11769327117877161,0.06337189707805717,0.1379842171768597
HALLMARK_COMPLEMENT,0.055839242984346775,-0.0646830572549614,0.07197670486817434,0.10906150287795068,0.03598363592044167,0.0743708275287648,0.052661980101065264,0.00658320047188772,0.13141506148683688,-0.05546072361365189,0.12051467144956692,0.003302771733406781
HALLMARK_DNA_REPAIR,0.041636916057873244,-0.0038076616461375093,0.04676898026899287,0.15651620813330205,0.04867305878722567,0.0792102005315215,-0.0018237540020117795,-0.021349412815895006,0.13457664869627065,0.11613118936697693,0.08065073512640443,0.08879451619511435
HALLMARK_E2F_TARGETS,0.03344308816435136,-0.010456571527287992,0.10023755985037341,0.1577547342312846,-0.010806745026425351,0.0594767813975411,0.0348474222523063,0.04715631909679283,0.11298963240617649,0.07826589034234857,0.04571698166624225,0.10956771386362739
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.011055643770637147,0.004270546679411138,0.1364155099216867,0.12166329020250388,-0.003133516581456389,0.021233578144785922,0.0644241599121718,0.019037515340586647,0.04917319944175111,-0.11307529381772463,0.00917505647606211,0.1589853809585093
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03437313925046196,-0.01299248836050464,-0.038205040628062854,0.08054252710193792,-0.015180092644063151,-0.04967525160370109,0.03890892311455343,-0.03151461435457998,0.11051474256228583,0.0645261766118713,0.08015387759776006,0.08790545930151013
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.01160229881847732,0.0010291988206583295,-0.0005676550674798574,-0.010923683292836998,0.024853821733809314,0.04984613880629512,0.04813922520135647,0.012860173285405068,0.10679398596898912,-0.03033549865956497,0.060036286463430254,-0.027465793026296235
HALLMARK_FATTY_ACID_METABOLISM,0.031312671328678515,-0.03167803535146824,-0.02586238002907578,0.1006595050681879,-0.014058611797500536,-0.049408210549900654,0.025540737917964674,-0.03903234558212826,0.06788551177469411,0.006474278000219243,0.05503159971827964,0.010523279973483821
