,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.20289451589451732,0.18953198105104088,0.003168190591448375,0.15042934752613696,0.003047474522985368,0.16830395187063685,0.14025778121934676,0.10724995693247322,0.03701414613858447,0.0942938759083075,0.16247985131009168,0.10774851108381962,0.08096206915462817,0.2507826467594083,0.20373454018667334,0.28084261520475906,0.04214566207386215,0.20709713614864256,0.21525132899790983
HALLMARK_ALLOGRAFT_REJECTION,-0.15811448317693247,-0.0582554151440772,-0.012015945039302296,0.12954256503396586,-0.003244546634629046,0.07981444105145377,0.35118226041994144,0.10862008021031529,0.029158051539217262,0.007434608305158717,0.11369154909929682,0.05274439448049909,-0.03831304774293666,0.1198072227932912,0.09532144129711803,0.18828903078190865,-0.041985337135609646,0.05484545577524137,0.028751471607682058
HALLMARK_ANDROGEN_RESPONSE,0.2367981359236031,0.12864950696139446,0.000745716801423602,0.05728118630758425,0.034383212797401065,0.012929082061554424,0.33582688414095524,0.10769075281641831,0.07433038959216114,0.08601128880473298,0.12231897008333827,0.10445043464039257,0.03251530958786068,0.11860887420708886,0.18724476994099273,0.2506448917893637,0.016686619817724943,0.1685623787177217,0.24590425935309732
HALLMARK_ANGIOGENESIS,-0.1703352892363911,0.12776381488291483,-0.04536183705223711,-0.007720242627828541,0.001792199702947476,-0.0033929101327162202,0.49659948806337545,0.09844424701801255,0.1344459456642583,0.1067208114059825,-0.04916896651890681,0.05954700294012887,0.05329233099200788,-0.023307104847881364,-0.008799380708010184,-0.1432789631703978,-0.08597112508258542,-0.07135678215726289,0.20784766307868088
HALLMARK_APICAL_JUNCTION,0.2713151570797365,0.1534795666024479,0.009019013248595394,0.1928126265155462,0.04017986471248069,0.12563312635142504,0.47575210706778537,0.09191177262055772,0.16584708616030788,0.04614936366025283,0.15558942132680675,0.09578040677169881,0.12049017556439218,0.27585353625399794,0.2296472919903593,0.2957467953759838,0.15376656455196408,0.20911058289469103,0.26932249034507194
HALLMARK_APICAL_SURFACE,0.19138267656475252,0.030192141874539558,0.011375653369564004,0.08409868668698373,-0.012296870709546714,0.1743034921988535,-0.09465314969213724,-0.051450376768412756,0.013847010556455762,-0.011641001763043444,0.19139418080966333,0.05003638592975678,0.021607496138080932,0.19402710976059037,0.17618506128221612,0.25264202009902753,0.03859668557778681,0.16415051846407738,0.20108128291057709
HALLMARK_APOPTOSIS,0.0325473576304885,-0.025322391899524187,0.043758866088494615,0.013724654248686826,0.006459941959594881,-0.09900740287776025,-0.16676669462802013,0.02102013961328849,0.14276098493336822,0.017257344171811465,0.02090742790276496,-0.04538474465546004,-0.008316694341606295,0.19605326902653827,-0.03561378402500479,-0.14224361507788685,-0.05679210124848233,0.10889075637922276,0.033143404586337515
HALLMARK_BILE_ACID_METABOLISM,0.25247792242975364,0.12091367279434853,-0.007944960523214941,0.0981030723342814,-0.00040463604953171683,0.14190149759431198,0.3534886808581751,0.11497938000033223,0.09653002994481488,0.014687037782774349,0.07182846385261463,0.04944360560376976,0.02966926914801084,0.14485044763715868,0.11865624990685657,0.283501491486524,0.05979912162855099,0.16218545442879995,0.19666290461308608
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1440381196149961,0.20642703296367912,0.03882595222536349,0.13697839360912786,0.012708963344182245,0.16468928628191015,0.43239465819789663,0.08535358214282754,0.0976561252383637,0.06926042884104297,0.1460660000990857,0.04738059550839791,0.11281495019514587,0.14226070320904527,0.20737095775328326,0.3039382407905038,0.05500031926798257,0.30197359460713036,0.22609486281502278
HALLMARK_COAGULATION,-0.16654630636035023,0.12653782886940196,0.005203713364510748,0.1711519286137479,0.003046627386670527,-0.0004113231859896442,0.3030948841883322,0.08236901749279103,0.07519842482834546,0.11633191974213287,0.10121968580570305,0.020942886942594968,0.013958832031799043,0.2547021041436968,0.1569193613804931,0.1660633599968986,-0.11115050568121847,0.10756378749924801,0.14007548966020386
HALLMARK_COMPLEMENT,-0.10311855746575505,0.020953460592063402,-0.045291089755519286,0.0902332259129644,0.004763902643992254,-0.03336223419339422,0.17211928028599668,0.10649843221572199,0.17052655614864007,-0.0078047099170050465,0.108958178858255,0.05402083680135801,0.009347979348114413,0.21128279204432154,0.2162787254304534,0.1744003272466561,0.03417857402326582,0.23774318201017813,0.1130816084003648
HALLMARK_DNA_REPAIR,0.2567828924734516,0.13080170335206207,0.029809880482640085,0.17663439718084248,0.06223090813126615,0.10990392842472918,0.47409393526384147,0.11227872844724134,0.105307617097725,0.10339469356099659,0.16901697604762142,0.09644116461608811,0.06189281005280695,0.2873267959441636,0.2148344018805622,0.31056395589946445,0.18960124924242283,0.24095623490394472,0.2434649650771016
HALLMARK_E2F_TARGETS,0.21242956421772616,0.11875299983391191,0.0030468806184027705,0.1531924086336483,-0.007309127669782724,0.145924443588866,0.5028039195162743,0.13103851754637072,0.0422776422365676,0.004334843956338336,0.13805199813972066,0.06694569513613614,0.08966295112528835,0.14084488127379735,0.12756142745424898,0.2351286422873848,0.16029248466323623,0.21372314793429914,0.24520376693776677
