,UKF248,UKF251,UKF259,UKF275,ZH1019T1,ZH8811Abulk
HALLMARK_ADIPOGENESIS,-0.004216036543016919,0.03076069822607073,0.02161413806371058,-0.02344023279349464,-0.04589695717106413,0.059776875615530085
HALLMARK_ALLOGRAFT_REJECTION,0.004493112047388089,0.001824529963048018,-0.017447011910658103,-0.025923110363629428,-0.040660706722880136,-0.0034121824339023374
HALLMARK_ANDROGEN_RESPONSE,0.01327579716446494,0.0217510817014758,0.04454279801538106,0.005218412440973423,-0.03890662542957674,0.04670074386789431
HALLMARK_ANGIOGENESIS,0.057586005651848154,0.022088887870503997,0.01955395371458799,0.0734662653988102,0.09074608455954485,0.04227538701077936
HALLMARK_APICAL_JUNCTION,0.02131290642953127,0.06751287223806095,0.011550579190867657,0.04013425377669414,-0.041407397613555996,0.0835426960511475
HALLMARK_APICAL_SURFACE,0.039442477366085894,0.014008579546818691,-0.012318949231451635,-0.008664804385096385,-0.03232122080515886,0.03151831254748037
HALLMARK_APOPTOSIS,0.00663924755802224,0.04109547642399472,0.0889880712860152,0.0910707838684872,-0.029699872488283683,0.05836747905391914
HALLMARK_BILE_ACID_METABOLISM,0.05030799115829862,0.04463800461348154,0.006492316510853734,0.008213169845009144,0.015426974197061348,0.041672391408221474
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.015458688368776143,-0.007951822872058435,0.0009904773908403117,0.07386778671117067,-0.06674528936802257,0.0270522687135591
HALLMARK_COAGULATION,-0.004910372432042978,-0.026431739086841717,0.004301350268279419,-0.0012771610783811785,-0.04576309447583179,0.10090154303253278
HALLMARK_COMPLEMENT,0.031121115824220804,-0.004561295998057871,-0.04814806246424732,0.052543907808640884,-0.02582508889451969,0.005928997441251403
HALLMARK_DNA_REPAIR,0.03115244142526664,0.06556263730377652,0.07080800864960156,-0.0203897211061753,0.005870202654602155,0.0302785989271694
HALLMARK_E2F_TARGETS,-0.0101997763910444,0.04855453993874392,0.0006501743033967122,0.02266023373328173,0.012097867167804985,-0.03451582994368114
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.017965818448678728,-0.005899501046348973,0.024746775474792822,0.08765086805643442,-0.08054089167471998,0.06322112298557826
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.048748965307532865,-0.02652807400787861,0.039791440588821086,0.015162091992292303,-0.06385827936757267,0.07547073764778894
HALLMARK_ESTROGEN_RESPONSE_LATE,0.02591625639634194,0.040404618421829276,0.008484293466930668,-0.010300586269130206,0.057216737278204595,0.005496867849956248
HALLMARK_FATTY_ACID_METABOLISM,0.03839297520721557,0.06111372103376183,0.04073800407288462,0.05543624532710107,-0.03866563547780995,0.0019325418314400159
HALLMARK_G2M_CHECKPOINT,0.0122414027299819,-0.0066210176391993765,0.011093345315746194,0.07970308506125522,0.03301504369910343,0.03027657333816491
HALLMARK_GLYCOLYSIS,0.08679578216523573,0.01602379181954106,0.0549493086349918,0.019242743493554922,0.009428056520592799,0.04614550610288533
HALLMARK_HEDGEHOG_SIGNALING,0.040298140301612564,0.0031349849291056843,0.05249967392085718,-0.047973940068293336,-0.05538409599677593,-0.02071047040641103
HALLMARK_HEME_METABOLISM,0.0365647173192126,0.04515618580078489,0.05148458634960021,-0.017391916365153755,-0.04880233184406279,0.04840378390607293
HALLMARK_HYPOXIA,0.007806527420490857,0.004858608130355953,0.017078380531697763,0.06577012455275091,0.04833570220975558,0.05719356065895893
HALLMARK_IL2_STAT5_SIGNALING,0.03510608483104356,0.018847948363548205,0.03653628882862516,0.019593601965835386,-0.08381193665844337,-0.004912405697813544
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04343795561329547,0.004697836892687504,-0.02993090337161456,-7.393729196927792e-05,-0.023224331271108276,0.0011548908504341161
HALLMARK_INFLAMMATORY_RESPONSE,0.003045030028086957,0.01439071543198681,-0.001760914469765601,0.08757504539332196,-0.0420199011809494,0.06663725620386544
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.012286154737844768,-0.0018275768244042283,-0.039364160498832436,-0.032164861479380726,-0.013555122484723642,-0.014862781958191972
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.01385606993548154,-0.03590579392265954,0.044104380035826736,0.02950101337595544,-0.029029098185896534,0.13077486077310302
HALLMARK_KRAS_SIGNALING_DN,0.009854571324460283,0.025597016778457486,0.0335741558925313,-0.0488490753955789,-0.03078081433197775,0.06075948706995392
HALLMARK_KRAS_SIGNALING_UP,0.07351213851691868,-0.0139115322115711,0.03339828101562963,-0.02479870763922956,0.030868626219530987,-0.007602287502146453
HALLMARK_MITOTIC_SPINDLE,0.02587981444135025,0.0706749949861726,0.04955447011404247,-0.010773259794423487,0.03109326883020323,0.03709830434971303
HALLMARK_MTORC1_SIGNALING,0.03789449672596109,0.05319189389742708,0.01880374486532338,0.08349918731486596,0.014927278877079215,0.008661410709171211
HALLMARK_MYC_TARGETS_V1,0.04377261222215711,0.06563481209071131,0.07268293179450477,-0.032770177922974326,0.007038446256056437,0.006657363026819685
HALLMARK_MYC_TARGETS_V2,-0.04471728141491831,0.07045120709787218,0.004715108736213315,0.00023800599057556706,-0.08345368641743532,0.06070953238368877
HALLMARK_MYOGENESIS,-0.007638815992857727,0.02452754366280291,0.002935046451052643,-0.018632029430012985,-0.08170317603268305,0.04827430762698543
HALLMARK_NOTCH_SIGNALING,-0.0028379675236135976,0.05904692377727836,0.031940726042917526,-0.09128729851026464,0.007173491524899866,0.0005808952257324723
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.010332564278477155,0.06120264478203867,0.07000429249699201,-0.06970049597491261,0.049099505636215506,0.017836972600550994
HALLMARK_P53_PATHWAY,0.04399742207938014,0.024270163895741284,0.05179171572506641,0.05223773796545028,-0.0259008663565012,0.03360696843294346
HALLMARK_PANCREAS_BETA_CELLS,0.014946245499305063,0.016868398100735527,-0.009807300321941593,-0.06775285613627918,0.025155566728897228,0.025066250544999686
