,UKF248,UKF296,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.06542593250318686,0.010437793770210169,-0.03492429043581055,0.0529135763090515,0.08908594539283708,0.043776729329885085,0.05825000195382373,-0.011103210048448758,0.05787529186075185,0.13892321005554406
HALLMARK_ALLOGRAFT_REJECTION,0.02727851086098976,-0.009605048925350515,0.09278633658575035,0.001729927455743759,0.09017163437531532,0.07835153848094716,0.10571409401166137,-0.029524733785997855,-0.006047727545963852,-0.11141576936509259
HALLMARK_ANDROGEN_RESPONSE,-0.004603507339127478,-0.007931021715640562,-0.0022947814857668426,-0.01430073116321176,0.04613109108510436,0.034503436503308636,-0.058979494380158176,0.038411243279209764,0.04610129702189103,0.09524306794228979
HALLMARK_ANGIOGENESIS,0.01863149706492146,-0.000901758754891296,0.13638942635559337,0.07308086703235127,0.0192351309329043,-0.03421623229488383,0.09745566955538393,0.05155041654891813,0.0026628133798633534,0.024106146128542963
HALLMARK_APICAL_JUNCTION,-0.04617795515971953,0.02080675912907948,-0.056096360794232435,0.08424983425202863,0.045315646538544675,0.06479289826847658,0.04439435689446418,0.095903907218217,0.020467376344065612,0.10969701291973379
HALLMARK_APICAL_SURFACE,-0.04228180276046809,0.01694311300704882,-0.07170289043118004,0.06340002140816846,0.06356585292893215,0.013990102402739499,0.08352428946215992,0.008959645889703948,0.04133991495484807,0.0831305559317048
HALLMARK_APOPTOSIS,-0.010809520754144257,0.025754870292625187,0.03662256285719188,0.043352571112235186,-0.0446333353138994,-0.00566860866615277,0.013106963123025029,-0.003600548124086608,-0.04707483708245802,-0.005238917504390766
HALLMARK_BILE_ACID_METABOLISM,-0.02974645073316645,0.04678049115891111,-0.05722278109423125,0.050120812518765524,0.03800834807497371,0.03473679206138519,-0.014091653226491188,0.004420411215437052,0.061703954536586954,0.05522767645526636
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0014593105656609618,0.03895206166981043,0.030710843101985543,0.022096943988198916,0.059436626275438685,0.045182476464414846,-0.03308897056427009,-0.00923805324013507,0.07234266102187396,0.11384429474663528
HALLMARK_COAGULATION,-0.06205299446823129,0.01415007219719217,-0.031244366737212346,0.059980949306035244,0.012890786648563708,0.046219512446249736,0.04219898138300354,-0.025034362017921464,-0.012031381951302994,0.09663515974445132
