,UKF243,UKF248,UKF304,UKF313,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,-0.022579121657761065,-0.16819111896440225,-0.07793175171838913,0.29854744834183905,0.04584966677229889,-0.13393777515237926,0.10049079105116493,0.017630365992679087,-0.20080612799910383
HALLMARK_ALLOGRAFT_REJECTION,0.042839936208913874,-0.12335939081511349,0.24950989701893853,0.4625692508902268,0.07890368829777078,0.09382826155796564,0.009880305916348437,-0.032021921246531644,-0.049927456626898695
HALLMARK_ANDROGEN_RESPONSE,-0.027400869958704367,-0.07769262365005751,0.1853390976522322,0.3460599968667241,0.06364011842771496,-0.0686294020649921,0.1290549389304058,0.049266007487949334,-0.05718466943502117
HALLMARK_ANGIOGENESIS,0.04281122053162943,0.06096214791735652,0.20718290489733515,-0.1180714935794495,0.09599736185688267,0.06430507995506367,0.05498650121601479,0.13520280119753156,0.20505520412597567
HALLMARK_APICAL_JUNCTION,-0.013683421374456372,-0.21133391472439067,0.09329344449529907,0.36181823422403314,0.08634156944034006,-0.052061451215106226,0.16904634989644518,0.032294596503581435,-0.14346690712237906
HALLMARK_APICAL_SURFACE,-0.07918676952888382,-0.1997457341800712,-0.13179765982499778,0.36972262437193715,0.086364328952639,-0.11844223551114041,0.13302933422997612,0.07135354866879627,-0.13960546873271718
HALLMARK_APOPTOSIS,-0.0026251741841140496,-0.0287306051305746,0.14209401858188755,0.02553775324667252,-0.04672022345032687,0.0234655531298024,0.04164248568167163,0.09855706654657719,0.04971201198890414
HALLMARK_BILE_ACID_METABOLISM,-0.04434209785607114,-0.12526587041416415,0.1315754756197632,0.1123910868572532,0.004794919445371453,-0.12563260993595343,0.12524244989891717,0.022326116551040855,-0.1688918710575951
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.060914324879513475,-0.07146246617994283,0.17678316533406788,0.43829578542267617,-0.04698418686616487,-0.16377051857951927,0.0919269874195746,-0.005311696773854566,-0.20873870697918345
HALLMARK_COAGULATION,-0.029751717569951174,-0.1984785119483588,0.3050848467055045,0.2056640674430676,0.20253796646694958,0.05516565009843804,0.13791624507224123,0.06632550496486558,0.031716860488976595
HALLMARK_COMPLEMENT,0.08192616785934966,-0.08497213735036806,0.22301125901302604,0.3450102729183221,0.042966013100610864,0.013502685780318942,0.051827049067222464,0.09645503710275667,-0.10910140988485423
HALLMARK_DNA_REPAIR,-0.06692742175955882,-0.17053583169114778,0.017179708804568802,0.42665213009032016,-0.040890183468083784,-0.14561521671776043,0.12203277967933963,0.032707770561605676,-0.18180270486440644
HALLMARK_E2F_TARGETS,-0.06093957594434872,-0.20810318340016226,-0.13663021393917948,0.37790684419184334,0.05889413086726733,-0.10868429008295648,0.10600584346802726,-0.008742620721064822,-0.13554466701264462
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.040101467887838936,-0.04952931880844087,0.2917787594512225,-0.10274160952404997,0.1676355397889235,0.0913941803290779,0.15751342709458938,0.1990161355742686,0.13744903478059703
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.015354222541375811,-0.030711528669053717,-0.18948548577990415,-0.22054799788377435,0.0015703850182485094,-0.046709259530759786,0.15945935135690525,0.1187949522988908,-0.2016642556173719
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.05342334156222186,-0.18632063982024502,0.14254196386126747,0.3725923543059663,-0.04071439983091846,-0.07476658726817086,0.1105530230123597,-0.00866034125719905,-0.016892432017379583
HALLMARK_FATTY_ACID_METABOLISM,0.04241306189849176,0.07486643194524813,0.08187471254336741,-0.1071773698506253,-0.09665282301286537,-0.06715935922517859,0.16092357253513392,0.14107395783738755,-0.028559634280580216
HALLMARK_G2M_CHECKPOINT,-0.04238816449919952,-0.17159307641289892,0.06017520039820696,0.35299580192207003,0.004395593456854021,-0.1194562882267039,0.10830550895040926,0.04579868635151331,-0.13386937222636963
HALLMARK_GLYCOLYSIS,-0.022698880014924882,0.034923211498088996,-0.17384621807414943,-0.09314987872605578,-0.03027785162367539,-0.18745854340611,0.18152314144672205,0.08739029795717435,-0.08741438215963256
HALLMARK_HEDGEHOG_SIGNALING,0.0020782107737517736,-0.09832245328902459,-0.25139410121116884,0.08960556271759101,-0.03116479003126811,-0.20050246893399779,0.08005478724518483,-0.03972700888084947,-0.1732915262410606
HALLMARK_HEME_METABOLISM,0.006532854241042914,-0.12247396059169562,-0.026452894926994156,0.24664329541540408,0.0022559220058539645,-0.06864472222511564,0.15397801000880146,0.03258905757287303,-0.18624557341717152
HALLMARK_HYPOXIA,0.054721611749148594,0.22685722231812916,0.08581923283368395,-0.3565640847259986,-0.17670186723603715,-0.11555091422211604,0.06155814097944576,0.21379832195779008,0.14833795399834057
HALLMARK_IL2_STAT5_SIGNALING,0.04932498993207321,-0.10454158926483535,0.17597326691200454,-0.12358349317983014,0.05018771087190596,-0.11449316442359825,0.1308006683662774,0.06700803957961894,-0.17808647973028904
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.03714678875678502,0.026252781508082777,0.23666984484196044,0.12656836444918307,0.05031119242457555,0.009873023984878115,0.09230429942675991,-0.02791912237519656,0.021063126428239945
HALLMARK_INFLAMMATORY_RESPONSE,-0.0004964842034584367,-0.008552113314386824,-0.10637495141347753,0.052499179079216314,-0.04138272320425472,-0.12835498718798166,0.11320821992599159,0.1309085787534499,0.06886292521159323
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.06277623315221956,-0.2076353004986747,0.28637294340335095,0.3904247797120334,0.11644376540911237,0.08674713828605116,0.11939944667567966,-0.03329743053616626,-0.19369305050363417
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.051545783589237254,-0.06816976587282564,0.27900203146834535,0.21132284400646145,-0.0658058982602088,0.0731930531151524,0.12190615900310575,0.17388411482017327,0.06511104334537537
HALLMARK_KRAS_SIGNALING_DN,-0.08283135844329816,-0.10444549743889846,-0.19972842047224915,0.23605618955167107,-0.008991308511073062,-0.10036125416155744,0.12206564074092605,-0.00022220356847588166,-0.19551780225577947
HALLMARK_KRAS_SIGNALING_UP,0.0821523828196427,-0.04569094256391158,-0.21081417563268756,0.2666890007313318,0.10744285822837246,0.04757482324120094,0.08924725500480117,-0.008520485374608963,-0.17821902669698386
HALLMARK_MITOTIC_SPINDLE,-0.03737314125367812,-0.17308765208877863,-0.05651723557681026,0.29870081452726754,-0.030457986657756356,-0.05392468334638118,0.14147527608276717,0.022906114211243903,-0.19726200950803133
HALLMARK_MTORC1_SIGNALING,-0.05760893069298149,0.17112231868007072,-0.06871193520298882,-0.008452662261918601,-0.11741370031375765,-0.12796890901825342,0.13065888285620442,0.10745716445307774,0.06411747937679979
HALLMARK_MYC_TARGETS_V1,-0.01426269606179044,-0.12849845600817322,-0.013922543902500136,0.44634777647692553,-0.0216824135800397,-0.15119790333600508,0.04155138393258775,-0.02385235214587039,-0.18632339316807484
HALLMARK_MYC_TARGETS_V2,-0.0033426567811060187,-0.12899681169396376,0.04409262620361816,0.2167563547727821,0.012846240901159748,-0.024930055713253733,0.02863163178198497,-0.007774981093831018,-0.06516046822262589
HALLMARK_MYOGENESIS,-0.041136656756294,-0.20774062230903514,-0.02331203272204605,0.10388631008274152,0.11416634238320468,0.057626756968117004,0.08176835366457563,-0.012485717508743194,-0.15001317152591
HALLMARK_NOTCH_SIGNALING,-0.08237621381220132,-0.17915158711031004,0.019697421037053242,0.39167209937184533,0.17265182588718922,-0.123108263066823,0.131252947672683,-0.04013028258898977,-0.1709511439097782
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.0590788629301908,-0.1597770574615464,-0.1501459750212046,0.47865982135507673,-0.02494549199846925,-0.17276514167458043,0.031772094554863836,-0.01257935445585534,-0.2584643785831513
HALLMARK_P53_PATHWAY,0.06217153711664062,0.05716999790527823,0.08368935096713094,0.1787205146342171,-0.02647249102982366,-0.02510746215402267,0.11738746499324415,0.08947446435490439,-0.16755473072737717
HALLMARK_PANCREAS_BETA_CELLS,-0.0332961601914344,-0.19662398684902,-0.20239269769311288,0.4257531912580374,0.001132557699178545,-0.05328790857626329,0.05876924097687931,-0.03237036521379723,-0.24415255794383706
HALLMARK_PEROXISOME,0.045458705117082165,-0.16012200512929936,0.013346260814135097,0.10524904378878734,-0.04847016758247634,-0.0414635488711308,0.06744610438596664,-0.0564616605355347,-0.09037079643688932
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0029996241271457278,-0.17357186896749166,-0.1218393560233179,0.3820900664682173,-0.03888561862523871,-0.09354989745781594,0.07378345393722653,-0.03471486313221515,-0.2024338254444129
HALLMARK_PROTEIN_SECRETION,-0.04631532235844198,-0.07219443917585584,-0.12404238671560298,0.38071103906004117,-0.03263302387388444,-0.13876284860411822,0.12812058987015246,0.04537552073373055,-0.22768964707953593
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.14571210958752226,-0.007740210593217361,0.31080694955273713,0.4595744465908225,-0.013888315140945582,-0.08578289720467103,0.02773235164508463,0.07881415972818823,-0.11262258805885983
HALLMARK_SPERMATOGENESIS,-0.06081915282695127,-0.16057276884162736,-0.20371867517778772,0.3597415747326526,0.07071851872607271,-0.13114344213174442,0.09564310406927186,-0.03246256430768303,-0.20693514986525846
HALLMARK_TGF_BETA_SIGNALING,-0.02762353189016246,-0.19704159978357333,0.09019531782897405,0.31110281343443724,0.07430667209055246,-0.05953397332977971,0.09770034299632076,-0.0004994230052941432,-0.04530186755654166
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.05721659116789884,0.001210182040536739,0.23918334528036064,0.07140689508150513,-0.10973632169781229,0.056701432809476246,0.016940312545583973,0.15602492623998873,0.16484912901981613
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.014653765010662989,0.01922003616972367,-0.05427812677769136,0.3719331729115891,0.013443662101223646,-0.09201712134931578,0.16074772791415004,0.013377640333819924,-0.1539687850585144
HALLMARK_UV_RESPONSE_DN,-0.05819588123247142,-0.13072758211496105,-0.20198392841083795,-0.09721326198925584,-7.461365887687492e-05,0.048521497656066795,0.10513190668222211,0.06421771446807162,-0.02821162290134117
HALLMARK_UV_RESPONSE_UP,-0.008995879323045351,-0.049646346766562724,-0.1372467733140826,0.24302212141511156,0.049672390293059074,-0.09771988626780095,0.18435401043086228,0.03638583989950334,-0.11276174570348423
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.09939432466900296,-0.13187386245295302,-0.16399300119586355,-0.1560791976220888,-0.09612054478427373,-0.12372228562559978,0.10223427144845192,0.031082055396884006,-0.09950616975634868
HALLMARK_XENOBIOTIC_METABOLISM,-0.02340638138436947,-0.040611829478763795,0.19733242450941668,0.31494897974614605,0.04104175712731165,-0.16560853240973092,0.1127910271901467,0.1058841441249303,-0.12007922398091517
