,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04757517080891742,0.014737618417573253,0.013372491031275713,0.1395044683372148
HALLMARK_ALLOGRAFT_REJECTION,0.039807491306007615,-0.023226345537357633,0.06381814549311764,-0.06617446260039084
HALLMARK_ANDROGEN_RESPONSE,0.07668111067561732,0.006076153706621782,0.06173411727291764,0.11259170242668733
HALLMARK_ANGIOGENESIS,0.010088272403482871,0.03940671093942357,0.008785147615639045,0.21239167149137902
HALLMARK_APICAL_JUNCTION,0.04031534223234173,0.0032274743564187757,0.06364378142510994,0.20208497439142684
HALLMARK_APICAL_SURFACE,0.004728393094080998,0.02990051215034898,0.024969576267692004,0.0583436173426042
HALLMARK_APOPTOSIS,0.046704127477585365,0.032773159447820395,0.023090460860725272,0.07600470693886757
HALLMARK_BILE_ACID_METABOLISM,0.009668014017023609,-0.009728945065657356,-0.03633017167447763,0.12754081307278073
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0811124340585166,-0.015286691457511034,0.009088265028242575,0.18188745579893628
HALLMARK_COAGULATION,0.056021103119178205,0.06854105936579519,0.061542438748562175,0.16862079715868605
HALLMARK_COMPLEMENT,0.044561070344949,-0.000987896764795319,-0.032409395641066444,0.12833814304697497
HALLMARK_DNA_REPAIR,0.06081972536671457,-0.024956462396520253,0.00029663428826400776,0.2092844631713245
HALLMARK_E2F_TARGETS,0.027769017069903607,-0.044862538551159264,-0.006724732012714332,0.1823658004272764
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08963933811610823,0.015579179620272882,0.055956493546361605,0.22232239624633407
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0549922159342937,0.013817809938188859,0.04025942467511031,0.2167583669959367
HALLMARK_ESTROGEN_RESPONSE_LATE,0.030254146211137204,0.041663853986265625,-0.06539202894813509,0.04934393021183672
HALLMARK_FATTY_ACID_METABOLISM,0.0756800345696091,-0.0367404499243805,-0.02893516517386494,0.1658843313023132
HALLMARK_G2M_CHECKPOINT,0.025322729684310537,-0.059284827576872715,-0.00694509397330986,0.23324382644714156
HALLMARK_GLYCOLYSIS,0.05044433319182326,-0.02381264428030236,-0.005579628231434558,0.12007744058615813
HALLMARK_HEDGEHOG_SIGNALING,0.015083414910861877,-0.0060229501440917195,0.042138132535576,-0.09924285087407984
HALLMARK_HEME_METABOLISM,0.044195726693764016,0.016590547557315927,0.014248292787131966,0.07473660793735533
HALLMARK_HYPOXIA,0.00973047856954233,-0.0012613650447721777,0.0362742531595627,0.23756471372219856
HALLMARK_IL2_STAT5_SIGNALING,0.04313646977665395,-0.021800495851470644,0.021776927515487474,0.2127191824384694
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.025834022263617466,-0.004053805757085642,0.035611480662256445,0.22582517066580113
HALLMARK_INFLAMMATORY_RESPONSE,0.09756870712344054,0.03537983988392568,-0.050923361660515254,0.19342113673702602
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.020128455420132817,-0.033814779709841085,0.01781848634794806,-0.0023532513864560536
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.13107885648884687,0.045080280022055774,-0.0015081430694276151,0.26931865794968507
HALLMARK_KRAS_SIGNALING_DN,0.028508992914645436,-0.015733845717330837,0.014013491140507503,0.009739111013145823
HALLMARK_KRAS_SIGNALING_UP,0.034958137491297635,0.006464488182815191,0.02806085566519708,-0.0482209648902898
HALLMARK_MITOTIC_SPINDLE,0.02281328907467769,-0.024020502360053063,0.02343537216700982,0.11707726996145677
HALLMARK_MTORC1_SIGNALING,0.058393656626941404,-0.035902000223966606,0.0339957265067174,0.15554246630060048
HALLMARK_MYC_TARGETS_V1,0.03152634752201409,-0.030794385268105642,0.03569117324556053,0.22241363368127745
HALLMARK_MYC_TARGETS_V2,0.019057133114344454,0.051888319976227615,-0.03569217016700152,0.21279355736961292
HALLMARK_MYOGENESIS,0.03991428823537805,-0.025710805422569507,0.06234750297173131,-0.037509434308699754
HALLMARK_NOTCH_SIGNALING,0.04777275475942624,-0.002252054866327155,0.01997226301682691,0.13546355295743967
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.03372580753407791,-0.01474435093498646,0.010310981338184613,0.03139462942048965
HALLMARK_P53_PATHWAY,0.04569473446971768,0.027942733373664642,0.01836006705573919,0.17388789928737808
HALLMARK_PANCREAS_BETA_CELLS,-0.00966648325705849,-0.015161234342088915,-0.01956018647968544,-0.13117013923309426
HALLMARK_PEROXISOME,-0.0020998890197670267,-6.785668866468754e-05,0.018310134771929835,0.1437472668960448
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.023912863959154113,0.018131924648129984,0.035881807823878724,0.049619965462395846
HALLMARK_PROTEIN_SECRETION,0.045282810031442675,-0.01704985369841096,0.008690112474057585,0.10199754241949126
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.0593380042687189,0.039800984714174314,0.03520100452887481,0.053670297881964285
HALLMARK_SPERMATOGENESIS,0.011693003190345923,-0.025793927810762625,0.00484001127387184,-0.006074693406568466
HALLMARK_TGF_BETA_SIGNALING,0.0466669136459612,0.0025602904498496135,0.06422168393106245,0.16012422623718334
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.06930134586253185,0.04546227337933712,0.0120395913898061,0.31510913350803155
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.06702020668065886,0.02030148475344633,0.06226917096674606,0.19849243471200567
HALLMARK_UV_RESPONSE_DN,0.00621203190361427,0.03786524468386221,0.06035922780194921,0.17315671795822699
HALLMARK_UV_RESPONSE_UP,0.024022991740386294,-0.004609353084064576,0.02807355230619083,0.0757712850540755
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.016280317491294227,-0.03555308467196703,0.07135502990314599,0.20284339502466134
HALLMARK_XENOBIOTIC_METABOLISM,0.06535103737686773,0.022900455333869276,0.002976765100660747,0.1810179615961514
