,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.03577517310293858,0.07792583818379416,0.05629689360678399,0.010928176867536376,0.0993872113573068,0.07616757313565539,0.06954565055920067,0.03599744360295372,0.03940577511343149,0.05793618732333696,-0.00739723513230424,0.13029863575642112,0.05142079502334229,0.1314219317388734,0.10391179829163534,0.20248782213370967,0.15545884618226924,-0.008163236191429602,0.09050790224940357,-0.01359599801432597,0.02116132376208464
HALLMARK_ALLOGRAFT_REJECTION,0.008646435199329108,0.07506819076517487,0.04127989495529491,0.03032351282003196,0.08279070824379699,0.07186994701421236,0.15263699239523873,0.06127131285922102,0.005571297366822995,0.03048738411587291,0.1549194130646742,0.15826248937368328,-0.037994030680304575,0.033397876674106694,0.027635630335262187,0.12044279388281993,0.0648823953099533,-0.000995270875724546,0.03497260426826784,-0.05068275659211909,-0.0499693923710601
HALLMARK_ANDROGEN_RESPONSE,-0.049172051667384614,0.09342963781556045,0.02739685692965084,0.05141936075516787,0.07363343878187172,0.09937784611602506,0.08080965208527816,0.04924854036757172,0.030594885843081548,0.04050509135459031,0.041358420604358306,0.13923527047479578,-0.04540172139583253,0.06315975420572763,0.06680642346841381,0.14255988704189593,0.09594965435192676,-0.013540363130062556,-0.019339677820823298,-0.018595775772079562,0.021237995510789295
HALLMARK_ANGIOGENESIS,-0.05891502948420022,-0.05185302713949292,-0.005498323488422714,-0.08544888165039266,-0.11163068276412479,0.08131481847687849,0.13286127377788198,-0.058528068240386366,0.06974926997455146,0.06532484824742459,0.06605268376989464,0.12475718713580217,-0.09523096743416043,-0.04015028908025981,-0.048353743766860136,-0.15555597885028233,0.028001896203026778,-0.04420471391758226,0.05355902240244052,-0.01860250541314788,-0.0431078493182595
HALLMARK_APICAL_JUNCTION,-0.06256567678470701,0.07324242714449701,0.060253121015557326,0.03624980556451038,0.027971593711763644,0.12049962605042593,0.1244246937381759,0.0003854656579771052,-0.007554412090394249,0.0204016451152327,0.016726137944992652,0.11483670611040667,-0.010632687533311811,0.16869597669486533,0.07660214229278185,0.15248457310533892,0.1791019522116692,-0.003964160083219273,0.04387586328912892,-0.04170724759962056,0.04605529434099418
HALLMARK_APICAL_SURFACE,0.04058280478928944,0.054445735868026215,-0.06435168038505402,-0.008467591334579075,0.06924979869114785,0.06242731019967729,-0.10080150019862957,0.08383188901432692,-0.022543512577327774,-0.009865341386068233,-0.02021523974038347,-0.020667714947310394,0.12778639344614096,0.14222185190567463,0.07584364306613638,0.17520821142001303,0.09018217057545791,0.0018617841963432618,0.008354732180377706,-0.03375703062336129,-0.09336710086549248
HALLMARK_APOPTOSIS,0.021384539545138574,0.10334566057843612,-0.0013261895041811393,0.021497944819019024,-0.05131230288528796,-0.019807110017987965,0.02628296014121774,0.06054110099077608,-0.0026717245534144314,-0.025717316979337893,0.022529913682371085,0.07807593111912309,0.019962281484778195,0.07164736625947922,0.015795152377748076,-0.012885854332300375,0.062409516629037154,-0.0648729896849293,0.03479849461282075,-0.0189945026548521,0.05678460633565165
HALLMARK_BILE_ACID_METABOLISM,-0.09982823447872333,0.007770838589760462,0.09249019920966686,0.056442360687780906,0.11581853632939702,0.08228921893852985,0.10275078893748048,0.01864022661069896,0.05127452931289482,0.05711464381286401,-0.05433606541844563,0.044754700393736344,0.1430866104887352,0.0548982090168438,0.06501797916308551,0.16112509801729571,0.060518691065060026,-0.023140255453373393,0.03534643731151582,-0.023904545235656306,0.025395334400686063
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06035652848678663,0.006283774829035225,0.08867357699910441,0.02080066508535415,0.034114395195474816,0.12437274354750025,0.06460203350463745,-0.04634724943218795,0.0931533629504139,0.0662578728946015,-0.009244882763502688,0.06470370584306279,0.03942713533207185,0.11556424831715348,0.06966279836019011,0.1625701692923867,0.1277945437311577,0.005414508560721428,0.0455736448449338,-0.007734972874679283,0.1061353397302811
HALLMARK_COAGULATION,0.07522361894528264,0.11779959940392977,0.054465415084453093,0.04351875540321316,0.023083308647686818,0.05579283926520195,0.12700181231324587,0.05572854185472714,0.06395059511866664,0.05778908959721425,0.06727096392031154,0.142921071046216,-0.053403250776605835,0.1392924760128516,0.07959801169864673,0.15978036969280368,0.16768672082448716,-0.04756817072379519,0.07605499531813117,-0.02450460448324552,0.014032218392816773
