,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.04114342907022707,0.009707811089413307,0.0212673347989233,0.032527804025803624,0.1199906985280809,0.026549390254798317,0.11553113538719677
HALLMARK_ALLOGRAFT_REJECTION,0.03570073077100921,-0.013971148128015615,-0.01575438389378182,-0.0016005099506947458,0.07454681013974374,0.04836985378496795,0.10366598025441295
HALLMARK_ANDROGEN_RESPONSE,-0.028962491304667673,0.015477317364918376,-0.005085023003826258,-0.0403578756565421,0.09412248470900818,0.07393504686283706,0.0832476986772631
HALLMARK_ANGIOGENESIS,-0.1001047521934864,-0.007369984055709146,0.02902377803895761,0.14180197352993942,-0.005404395445795375,0.015456221218706248,-0.03555566507309384
HALLMARK_APICAL_JUNCTION,-0.06849308866359985,0.07466490096559084,0.0021200690786530086,0.06475053977169633,0.07324308012654523,0.04873069014621311,0.08518512481101602
HALLMARK_APICAL_SURFACE,0.025147546447993437,0.07024370173202328,0.008531532197267799,0.06237628861099678,0.09314672324171988,-0.009609600981303104,0.06005035290494341
HALLMARK_APOPTOSIS,-0.1281889281043917,-0.05057936982997957,-0.00998468382447835,-0.02183002230642131,-0.02511607009995505,0.0771923438574642,0.054032139356575526
HALLMARK_BILE_ACID_METABOLISM,-0.05648541766405641,0.06856894919336337,-0.020007720535579535,0.054426595744505236,0.02123041343579586,-0.01739769005089726,0.07459819850395763
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.042896345293719704,0.11937558556431827,0.04666772728367089,-0.044498502447183175,0.05460338691077854,-0.03761221646084348,0.04397543066012733
HALLMARK_COAGULATION,-0.018913630775900782,0.038224533165906766,-0.018830752121165417,0.06960966187351904,0.0913199248747959,0.05184087844419243,0.08967819366805524
HALLMARK_COMPLEMENT,-0.02982544064134017,0.006009324686900448,-0.010069595084925229,0.10025343143621175,0.024880153809308758,0.024300226432117423,0.07638801064257097
HALLMARK_DNA_REPAIR,0.001512704787241931,0.04495333052283743,0.04625199775206384,-0.06925920236862906,0.08485854865407921,0.024450390182674697,0.09135977656763225
HALLMARK_E2F_TARGETS,-0.02410421859284154,0.07459495707707237,0.07313179487708957,0.02333151624849163,0.05234430255972329,-0.024652120177042425,0.04878729558363954
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.07180672987224274,0.04027087938221275,0.010504955657472574,-0.03486447091093313,-0.0006662852144495377,0.07857394284257185,0.06418281236505723
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.006228767839847155,0.007098185400300895,0.02943599201556802,0.03660379951396043,0.0402121128828446,0.05234058190380113,0.06627502474598718
HALLMARK_ESTROGEN_RESPONSE_LATE,0.023141005225856524,0.018949255002037136,-0.02607497748286375,0.016923375933332947,0.045781475595405956,-0.05280657220679184,0.05778682582422648
HALLMARK_FATTY_ACID_METABOLISM,-0.035360538403481925,-0.020537475383854455,-0.07012482097775388,-0.04175698337685515,-0.033038795610701416,0.03207070721446816,0.04335249397129743
HALLMARK_G2M_CHECKPOINT,-0.07721834440511509,0.07345949519574173,0.055211366931121074,0.00995113019721745,0.04886285428498381,0.009356427143099436,0.05190113462663487
HALLMARK_GLYCOLYSIS,0.05789020586049856,0.03982449562005254,0.04195301193169983,0.05297945182181773,0.03588855026767602,0.023817717078020176,0.07539527045768644
HALLMARK_HEDGEHOG_SIGNALING,0.10038202294389507,0.013984660907175985,-0.012486827056947295,0.01048319726294938,0.003327378450673426,0.02540287463893309,0.025967271867040682
HALLMARK_HEME_METABOLISM,0.01517512773694059,0.07621081908370117,-0.02848711796144241,0.02949439890161593,0.05771338806720296,0.0480974816962155,0.08317457324257957
HALLMARK_HYPOXIA,-0.08688760467275057,8.790377657670705e-05,-0.03977511045802665,-0.004920255208396934,-0.12603639068502445,0.06731650191340499,-0.038071672519864735
HALLMARK_IL2_STAT5_SIGNALING,-0.0037983410347411026,0.033285534890151965,-0.018636949575348453,0.06720998480108309,0.04310427415969725,-0.004631183544976735,0.03816897022703051
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.09311599673988634,0.024856946153807534,-0.045161365004000406,0.11560005955448278,0.05059115978561141,0.05067247548742914,-0.003827976951076656
HALLMARK_INFLAMMATORY_RESPONSE,-0.07746415688596928,0.06628210263042697,0.009909607026069488,0.0014264960346331238,0.021599532059721763,0.056620697594590014,0.0590263065104257
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.019143956596936757,0.08927005028730883,-0.033952336115551915,0.03296413997419252,0.07110257996777641,0.05494135139873973,0.1075332225959846
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.07383326575723208,0.018672305992019873,-0.019415213139356922,0.006784068392710785,0.05146854625690195,0.03937075296748075,0.08643998597687733
HALLMARK_KRAS_SIGNALING_DN,0.04566096225899009,0.07713223273118355,0.05056909928793855,0.11619701388825338,0.10077000704278302,0.009878323325360813,0.08631507797298368
HALLMARK_KRAS_SIGNALING_UP,0.08650310540184471,0.015544437615354232,0.0056141216074478235,0.11796078720172525,0.0672365431484129,0.049741957499325064,0.08697355319276413
HALLMARK_MITOTIC_SPINDLE,-0.013981732002691174,0.07041780444708907,-0.03139878546788425,0.02559642745653958,0.04691637086166395,0.003278598299283564,0.11756457420576562
HALLMARK_MTORC1_SIGNALING,-0.035810650636601445,0.05098730755594801,0.017042728727270546,-0.014295846856561345,-0.023252972129000786,0.05330929486577201,0.014500320403162691
HALLMARK_MYC_TARGETS_V1,0.006824719239558705,0.06092548779792449,0.060813009833656256,-0.11074012689507116,0.07170681425390533,-0.009896321067068609,0.06125096608600827
HALLMARK_MYC_TARGETS_V2,-0.017493317834568325,0.08555521487499894,0.0021902513759243067,0.13248354752225613,0.12505317670131016,-0.045613483013331325,0.04982367937163537
HALLMARK_MYOGENESIS,0.06975789390803652,-0.016683750880910075,-0.03454742714163197,-0.008083136242181843,0.11080350493340636,0.05593681926423171,0.11341774961048405
HALLMARK_NOTCH_SIGNALING,0.06520842638631777,0.0635641916316688,0.019985490711527498,0.08682513716534031,0.056854754093227926,-0.012449972753634317,0.07081170478584903
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.10243770025655284,0.006663095221813145,0.025784254722570437,-0.037148024943526044,0.09336898659344064,-0.018680049856664417,0.07301709934173028
HALLMARK_P53_PATHWAY,-0.05327878408249252,0.023479501879099852,-0.006153153169260329,-0.033161361433852454,0.05947885829537315,0.030444240280336793,0.08067453573526429
HALLMARK_PANCREAS_BETA_CELLS,0.11255643800610615,-0.015952857733008835,0.019860582436366684,-0.09215625974946402,0.07871179272394924,0.0026841844593915526,0.06386647287227368
HALLMARK_PEROXISOME,0.04639613998727473,0.026853694174317936,-0.03593808674812638,0.07216236368655637,0.12019769434018229,-0.028939050702776248,0.06955041703458902
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.06089445282991892,-0.009636799739774066,3.467822245608672e-05,0.011086294770025417,0.10202002600727819,0.005324685727877019,0.0698487057948459
HALLMARK_PROTEIN_SECRETION,0.04907155536617521,0.029828871052445437,0.023739360938479215,-0.028247590686166817,0.05038001182544457,0.04042241602127409,0.08440534613397921
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.036955222577921235,-0.04383728926583556,-0.13501241966553384,0.10077461996588198,0.08058598607074635,-0.029655802699018234,0.049149170845471525
HALLMARK_SPERMATOGENESIS,0.0747006113807273,0.0011864646312324892,0.06539872553180663,-0.007042934890053742,0.038201790461014164,-0.008933641558387153,0.07937088645594387
HALLMARK_TGF_BETA_SIGNALING,0.009002998746817956,0.059584957142445716,0.024781616922203098,-0.07655067981199856,0.09244736540065997,0.0608393808618042,0.08963624623549979
