,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1864652274367321,0.1137138913245485,0.13148830359641145,-0.03541012857018781,0.05733889936883579,-0.008296237299541445,0.0350299923959964,0.00959595824886522,0.07023669408734047,-0.03152086201089718,0.0456626470359801,0.1311723649005433,-0.022979423415861063,0.2235920748736858,0.10539389587904546
HALLMARK_ALLOGRAFT_REJECTION,-0.13266870246805457,0.098193944488208,0.14829839778689274,0.04586397425683092,0.035434370667733944,0.024855341973654715,0.050522676232312706,0.008648502785128024,0.11983661302977322,0.01481800552421714,0.08199245873241805,0.09566290616910096,-0.010175945806057855,0.0411334527336015,-0.05674923848531032
HALLMARK_ANDROGEN_RESPONSE,0.15451883915251183,0.12359152764084581,0.07151911975831939,0.020738518193171997,0.016194428044019663,-0.017469420428881253,0.01899018458727012,-0.06002090700513165,0.1583384534410415,-0.04929749278042101,0.04859620203054547,0.14292152823284893,0.02705526327550131,0.06635341944607831,-0.03214228444980948
HALLMARK_ANGIOGENESIS,0.03699592241216196,-0.017162424791542043,-0.017427837373266593,-0.06460889016820899,0.02440296576187697,-0.04381932215382983,0.08968209172940013,-0.00870691738049421,0.10775912562241233,0.053215182758099736,0.049879367896381886,-0.029557350724454357,0.046386352885018474,-0.21592156640199672,-0.09770294472131079
HALLMARK_APICAL_JUNCTION,0.12202860488382032,0.1321253784234625,0.2112208134105998,-0.022147187205115867,0.028627833194412308,0.0034699105692101075,0.011726551390738783,-0.08588195009696274,0.2122298437598453,-0.03641151411287883,0.005894371945713993,0.12539754200745704,0.04451217686533281,0.13450184980995522,0.03350386389166633
HALLMARK_APICAL_SURFACE,0.10755254081969388,0.07001972292543757,0.007145257139239614,-0.05691809468311936,-0.04097298352495417,0.014778641444948691,-0.09744644719997074,-0.015504749909029057,0.12643799797138733,0.06532294364979695,0.011313669184627095,0.12098175819044203,-0.02887852286477525,0.08109363194872758,-0.020742985894935194
HALLMARK_APOPTOSIS,-0.04430272977222994,0.04463041705218837,0.05647295506070299,-0.00913896727914865,0.04216528287363726,0.03467375121582621,0.06045554356819292,-0.033410069689103115,-0.06249760534593244,-0.09775805293184187,-0.09737028959226585,-0.057485962932056565,0.06510632546938722,-0.03132348731179399,-0.016335312200447982
HALLMARK_BILE_ACID_METABOLISM,0.15641304109027626,0.04607062836824604,0.0333384274651129,-0.015590460877238626,0.0005646111281676009,-0.0309375409142251,0.0624243042418693,-0.055809165624848334,0.13138468397727845,0.09558498843625306,0.061643806743885865,0.1143357839739591,-0.025855373397881732,0.2608183119200816,0.17854287518559206
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.15774802180837924,0.0007770367724273532,0.09084316820076664,-0.02656109456034934,0.013475403723714066,0.02545286335155858,0.04994788771432124,-0.02365312134184595,0.17730464342133473,0.03150556113430486,0.04066582841994172,0.14160485298666592,0.03909241789923702,0.24349786568858223,0.14870699145100352
HALLMARK_COAGULATION,0.07608824113943828,0.16396941133301896,0.07654789248238159,-0.05427343633708692,0.04909856665903875,-0.005158934937823551,0.1308292987308372,-0.03168704451609635,0.17690960342490905,-0.06417653541849601,-0.007697571208132625,0.08305841074402485,0.06889525158279675,0.0061323837171650035,0.020950649899441526
