,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08929416588568308,0.046250035646551946,0.06843077480188584,0.05450324335232329,0.06807524899592897,0.055477027769687735,0.023956868687537703,0.056832098463298515,0.012602182430192054,-0.0012389880543095416,0.05324181709963177,0.10691833520177778,0.006804818464385297,0.11644960138228783,0.14313054688793445,0.07986665383085312,0.06948831941118142,0.08315386119027902,0.04805128912231087
HALLMARK_ALLOGRAFT_REJECTION,-0.0989369547725964,0.01335507978821283,0.11455727999709475,-0.008402862315776832,0.03421085195647724,0.05949677139454511,0.027039574631421516,0.08433186270207352,0.06969935075421094,0.03181655490993097,-0.07430108829969113,0.1310241891825573,0.028276803733952756,0.03553255372640695,0.06404119192067731,0.022657592923601203,0.005227415001894461,0.12248476450275649,0.048447571538959615
HALLMARK_ANDROGEN_RESPONSE,0.08489775883267399,-0.02002090790240679,0.07358466540720601,-0.0007057895232304987,0.06607346478423669,0.12023423696214601,0.007991129996470874,0.05510825934254706,-0.017679934206440033,0.014999996446186445,-0.10271950251591089,0.09384341224376652,0.04873714271044409,0.06216238918627977,0.10280978069128835,0.06654575232396627,0.06896683444135536,0.08394733773235505,0.05198172574861856
HALLMARK_ANGIOGENESIS,-0.06126728968984696,0.02756608992044459,-0.054294689889331324,0.013592119339857846,-0.05745656354649624,-0.16182616695291321,-0.05526705690636929,0.07114960826215606,-0.011752872901234572,0.018297157447360633,-0.0576040704830363,-0.033963461974887345,0.02741315463735792,-0.022412105418529345,-0.1353563124009651,0.018335297380684953,0.00954659305672951,0.008117644817238675,0.03816700887419228
HALLMARK_APICAL_JUNCTION,0.10733157422322494,0.042500183440116926,0.10808549754423341,0.06666666759092557,0.07633670027657505,0.022751058610237664,0.00858767812494849,0.059215683225068975,-0.052289058936751176,0.04727675570852902,-0.020738398001937844,0.14605468027616905,0.05833530753436887,0.10295036741853375,0.186810206537058,0.09897092583277363,0.05436356235057987,0.1420444398971388,0.08256936283268501
HALLMARK_APICAL_SURFACE,0.09884449223572006,0.009198027976989013,0.060596291640513604,-0.006889317424452989,0.03838845014743317,0.017888647310674462,0.02091074661326718,-0.012855015933217508,0.03133597174187856,0.026690479505796883,0.04898952472266903,0.10642261035839018,-0.011849555327560638,0.10259180536858326,0.22390687256370678,0.06441564772589572,0.0608719088318133,0.12072023808524462,0.015940830564092998
HALLMARK_APOPTOSIS,0.05374015092188772,0.026627611888428264,-0.0024801983903718905,-0.018380853933353335,-0.010478897806333407,-0.028283942082710657,0.06023661668412528,0.026950876285550658,-0.030005069397949783,-0.05393262684483339,-0.03600824297832872,-0.04735403000796833,-0.002831533173974689,-0.03794419344207383,0.039400850057723376,0.012131985989616371,0.0986275164390087,0.053794672428089246,0.05563082794130602
HALLMARK_BILE_ACID_METABOLISM,0.1508658297511318,0.0223489731228322,0.016440199005878866,0.0005831635335110015,0.035697120063103376,-0.00733605458957522,0.008723533284470219,0.07047306698836707,-0.01982843535353254,0.03690846211677414,0.038110898417735954,0.025695320329354586,-0.018814481466821784,0.05573370124141599,0.11239513025316128,0.09399812095309311,0.02315467504663761,0.047821937258743,0.08358532556660425
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1268573786724461,0.046863594341789244,-0.046999456898057276,-0.0012116679780317262,0.05333364562717758,0.011321966614141482,0.024606660152138048,0.04037752732726381,-0.027498816650416747,0.011360806971289146,0.002321156474775268,0.09911776614507868,0.0479981343259739,0.12629896650138056,0.10378801641048019,0.11264310981514138,0.036464021133542086,0.02929281760788003,0.06375947416819036
HALLMARK_COAGULATION,-0.060954103620927916,0.07860217350001583,0.12548907767456607,-0.005348648730449229,0.03277922871826944,0.036152627864758126,0.039584182671571856,0.06524503458052251,0.003950058826002398,-0.0029094718297571565,-0.06530302619956704,0.1198564047599832,0.05684133341495685,0.1259512290008502,0.1675941382025371,0.055403099821218285,0.0897412474965525,0.12981283307595143,0.04921014184183964
HALLMARK_COMPLEMENT,-0.03026995758190042,0.04394303987969678,-0.031467307560101916,-0.005059853043512869,0.08332010354904035,0.11031893561615609,0.0416599394449904,0.07044419738338915,-0.04564537834451758,0.09596427004511233,-0.06844835649800933,0.08600778546668944,0.03774428742781146,0.06956289542954996,0.11724648673116093,0.09076264984193895,0.06077095718184443,0.07393157064874932,-0.028212714620985888
