,UKF248,UKF260,UKF269,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06209505904201064,0.023993965414048822,0.06154195009080812,0.036108640432033996,0.11139177661470878,0.12923765061174863,0.07870236054390468,0.24604773094034704,0.14681463747957174
HALLMARK_ALLOGRAFT_REJECTION,-0.003092829259900738,0.06506488900623068,0.039269502877711554,0.06245868310193768,0.029680410659810214,0.0901112226470751,0.1034787026184682,0.1479040822745434,0.024083765512652996
HALLMARK_ANDROGEN_RESPONSE,0.05219193493664441,0.014417617959442032,0.007885611558340683,0.0017774965915294699,0.009820428166320937,0.07332198297267664,0.10241553625749607,0.13359020238992633,0.11165010356684237
HALLMARK_ANGIOGENESIS,-0.004548221541900288,-0.08161613050768891,0.00027167675637313865,-0.052186157672153344,-0.13518683274410712,-0.10527784258055979,0.11042950961316166,-0.18246459239365576,0.017358818740514075
HALLMARK_APICAL_JUNCTION,0.0664618131232874,0.05523735068640045,0.026867389293406336,-0.00014895506844701256,0.09079430817891576,0.07292731773285224,0.10635809896130394,0.18895382175703956,0.12435982736029855
HALLMARK_APICAL_SURFACE,0.04448919211449554,0.05053327581941394,-0.0014936151757241661,0.0398101484639886,0.10295158705081729,0.09268816791304137,0.015053832985935591,0.15811252869494533,0.04199071170810459
HALLMARK_APOPTOSIS,0.01343812878727546,-0.02508831987712888,0.019099589268012935,-0.011975072420808053,-0.04703846232693746,-0.0373558779119667,0.03651639227968608,0.11726739394729511,0.037735613284470546
HALLMARK_BILE_ACID_METABOLISM,0.03155284093148875,0.0941600227761597,0.005301896137938353,0.016003235794966934,0.034684997559926815,0.10509478247308937,0.0528193774239396,0.24915407541211163,0.1820439624644103
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.00983823177296582,0.033220557746744823,0.025099973505465865,0.1856305660707787,0.06696032180555281,0.11138241570226283,-0.04093370423941437,0.2599051520649169,0.19060557203593803
HALLMARK_COAGULATION,0.04731057472500211,0.005393908346427342,0.013259801297670827,-0.034689885164785786,0.07525193494379225,0.05870516965420182,0.12348582017081147,0.13525802522595556,0.005932249303313685
HALLMARK_COMPLEMENT,-0.0060063908887439095,0.05604073094070305,0.044621418060116075,0.03976372619204743,0.09798244877548618,0.09231522632788061,0.10162332282798327,0.24369008529774444,0.021526845142089832
HALLMARK_DNA_REPAIR,0.05104832097930138,0.09723262880249221,0.05620319645013534,0.11147717434434345,0.04868415874283689,0.09505677346667475,0.14118242930424957,0.2785130906751167,0.21396245782928275
HALLMARK_E2F_TARGETS,0.04417166871494455,0.07825395589092418,0.03645638509681988,0.049032202952265735,-0.016926920152420644,0.035471539192599676,0.05140453249562186,0.24131715794385283,0.23966503339620013
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.040504606504326954,-0.04355610727747343,0.05293693834958701,-0.10498786072613482,-0.09452440445355537,-0.05196419626722196,0.10679099805082232,0.04047309010632141,0.08315264399283374
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.09174182420866203,0.03778047895486155,0.04450256109979205,-0.004774754355941078,0.08863337745246602,0.052993936119656096,0.04547586740250913,0.15569225206209603,0.13872173216646494
HALLMARK_ESTROGEN_RESPONSE_LATE,0.023919129641051605,0.06722702291675692,0.03441246496452981,0.06765344572303857,0.04216844982915297,0.08733188744846283,0.04080327480692722,0.2353729959451378,0.07537289579110093
HALLMARK_FATTY_ACID_METABOLISM,0.004159856590870709,0.050349357035373486,0.0522510048074761,0.042164858655227073,-0.05367579047970911,-0.039904401671867436,0.02637811147041176,0.10689232910950341,0.025173913978714123
HALLMARK_G2M_CHECKPOINT,0.058679779644262985,0.041324480044411055,0.031905224855026226,0.10609367236103871,-0.04188751791283413,-0.0106330165500279,0.11597896002044393,0.21683674340811188,0.20472008070545988
