,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.05792811028215633,0.09972666948920585,0.01970376552662328,0.040769009490160206,0.061498377173519636,0.03224906771734032,-0.0819833490173437,0.034386839454375276,-0.03338204048156393,0.15522431225875058,0.07019911147184513,0.02490334347050233,0.17587684799088285,0.26163359968632005,0.03178459106936055,0.09123076860029473,0.08984327912211675
HALLMARK_ALLOGRAFT_REJECTION,-0.024954520322815078,0.05788830585654947,0.0125311615703943,-0.013048126579470064,0.08582455690766863,-0.06657165515275207,-0.19121096702704002,0.05562301430093369,-0.008962050868364376,-0.2285848154429384,-0.08567158571332839,-0.03815348809082065,0.07670794399882434,0.1579095534849472,-0.020263496482608154,0.04104923753037242,0.003803612873508126
HALLMARK_ANDROGEN_RESPONSE,0.004129855811221741,0.10465302903782492,0.016644041869794766,-0.023223290592440805,0.09882135785663224,-0.044031041808409305,-0.1907474039417456,0.04922650107225084,0.029213217866330573,-0.08824981319296955,-0.06206020326619577,-0.023760695358837212,0.12891946594536266,0.22869204374371987,0.011080383839231375,0.10530628017414345,0.006371509490772115
HALLMARK_ANGIOGENESIS,-0.04678213760828462,-0.041213372900835904,0.061315915641224975,-0.041401802285694074,-0.09910338630574422,-0.0699816963576461,-0.2588936519323424,0.04478819678555731,-0.0002089456932369309,-0.2090612880656308,-0.12064077315098118,-0.030380395058385065,-0.06194937049535192,-0.11149478555240755,-0.021628291561164668,-0.02113192104218383,-0.09159088665480487
HALLMARK_APICAL_JUNCTION,0.02008668600626962,0.10504712644406342,0.03299005092247026,0.0022134085177912153,0.11724462941200574,-0.04601627702383889,-0.1980977649205214,0.06234097751270493,0.0271999045289595,0.04321243622067358,-0.07915821175126564,0.0660163228565978,0.13970043259772497,0.24652660172527374,0.08519067789574282,0.07716057659697452,0.17530104803127472
HALLMARK_APICAL_SURFACE,0.03877593275634079,0.07593660715366315,0.017393600041398682,0.06648954443359023,0.10786479080504698,0.048848111815274965,0.16111388405910082,0.050105642552253436,0.09131577440404415,0.13519259956440535,-0.01980780049800736,0.113891636711141,0.12523878350754256,0.20581470886117384,-0.006538670752540361,0.10812939719681249,0.13978905838283937
HALLMARK_APOPTOSIS,-0.008136841393944329,0.00822679087901796,0.00599717743996706,0.009459624230799647,0.029394836240255254,0.0653943330803133,-0.061571846316517846,0.01810495864842776,0.010310067231602462,-0.018052757006355485,0.07838688673477583,-0.026406529142639117,-0.09987214999254455,-0.057634826265692975,0.002574970721140734,0.1123837283344869,0.13184254715901966
HALLMARK_BILE_ACID_METABOLISM,-0.013253473950335281,0.08603273131141932,-0.016629725736658572,0.0734134409259198,0.039134555347777614,-0.027374709702872133,-0.2568548978389076,0.06016423169918379,-0.051444685524772986,-0.02927965344757422,-0.09491191240123789,0.029233268698833165,0.1654157246380811,0.20147080890568442,0.04468374666750911,-0.035687333273191575,0.05517234991684065
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0024169612487120453,0.003491226783020387,0.05703276481995647,0.049686565228099576,0.10407766770062193,-0.07758246874850647,-0.1852870019862128,-0.00794332804573519,0.005218855315868438,-0.1850420176514839,-0.10693574430963335,-0.007192825349357857,0.1437476572218709,0.24043429416426967,0.05074514944181968,0.05031215626572842,0.0268697576317173
HALLMARK_COAGULATION,0.020852363279913626,0.07527137003581849,0.001485779497150009,0.058463985053237695,0.15232851216359558,-0.07923803570230056,-0.2331605069484988,0.03364916921232632,-0.048201620336908356,-0.27538281769542783,-0.1587642122533187,-0.028928812185173628,0.09565946303455196,0.17375434157783481,-0.006787433053793984,0.07039407953380475,-0.04589282029447901
HALLMARK_COMPLEMENT,0.05825611842070847,0.05996209844401355,0.035570804256479245,-0.03286383945962533,0.1553628735116008,-0.02004403058140195,-0.15216097907272036,0.026121503634449227,0.05271091228523825,-0.1560787407392747,0.030386913370187167,-0.0016053489191862425,0.057796499894292405,0.18599397343010293,-0.028023225487873244,0.04725535846815476,0.18733245343691224
HALLMARK_DNA_REPAIR,0.026783032221884592,0.08407423458383353,0.06061525326565358,-0.0239057159181873,0.10120247849513454,-0.008814329187485054,-0.130253102123841,0.047004488616626004,0.06519312334374108,0.16424391626532484,-0.017857364597867773,0.04399184935087968,0.14687072590821665,0.24751522316406793,0.05795432442892204,0.0220544769855259,0.16348076822138274
HALLMARK_E2F_TARGETS,0.03582915944967317,0.12098886545179514,0.03623359151621753,0.036954984024205904,0.059866659591324124,-0.06986183767607192,-0.1920603864122654,0.02172423422340402,-0.007121128798159655,0.17919683261114722,-0.08418916565324791,0.07569205355155462,0.07283346194523105,0.14914715379540855,0.031287332575418735,0.05315214847402361,0.1450115585709929
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03569567309305314,0.06399902241343945,0.015288629088503005,-0.05680634462020386,0.007398289871256487,-0.09505076161508058,-0.1580603371787171,0.00405486601172411,-0.02001498813511451,-0.20262448578427383,-0.13224254906799007,-0.05950420405456013,-0.03919582121298052,-0.06825489397480772,-0.01905412693531337,0.017823297288973642,0.07370031198351182
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03757695368038558,0.04081950775071028,0.024692496972727896,0.006567544755391748,0.05284569510546085,0.02175249008856222,-0.14751282625059328,0.011020877097939676,-0.060574613845056566,0.21456289447722515,0.14373670265364447,-0.04140438721194695,0.11224101942659694,0.14330393818682566,0.02986036262260165,0.029650744953833606,0.13166557159229958
