,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.054798212875949534,-0.009794056826653191,0.05372196392116762,0.0112492713647387,0.0003602019351142128,0.12615030880058017,0.030768495384784437,0.029982304865591516,0.02592303926484273,-0.022577561516140307,0.0030563105344218917,0.055205290761602785,0.0899391554632871,0.1418541198979645,0.1368036548977153,0.07788108671246274,0.01704777050935143,0.09416608035044281,0.06450437497119554,0.12303163061251152
HALLMARK_ALLOGRAFT_REJECTION,-0.08761518531344202,-0.07012344159086115,0.041576050093335634,0.0391437225594075,0.057152434891511485,0.11276554285780874,0.011840395947309797,-0.04075097975441513,0.02420968746614041,0.017547761318844262,-0.016377172542711187,0.01741646462522413,0.030602308678592857,0.13429171811554588,0.0766645251434463,0.06552766954449593,0.019132938798131157,0.05608827398134978,-0.017972517831173457,0.025249626566323936
HALLMARK_ANDROGEN_RESPONSE,0.005179874438740501,-0.01526514935717409,0.007814276599643474,0.010518144609860338,0.0002669901672475047,0.12385343129502056,0.04754306928903383,0.005613963044825097,0.04002768283503347,-0.0084220873795576,-0.03391380397820398,0.023359365186209714,0.013892914459104356,0.16804903725493125,0.09743920834404667,-0.04444961868068618,0.02300902078712552,0.031457561313454875,0.057750706175472497,0.055957556673533235
HALLMARK_ANGIOGENESIS,-0.017057941785003715,0.05331880076790957,-0.002076027488810641,-0.032548145054963944,-0.03052387073864785,0.12250771105868012,-0.021743442055319136,-0.06761223769099566,-0.0011331292388391944,0.07169677716466998,0.05933941196981634,-0.10484040621760735,-0.05575453554071433,-0.0013741334102416924,-0.0629298415434752,0.01990814193493935,-0.04929317545854129,-0.043725333194538106,0.03494304638682823,-0.1568430920218502
HALLMARK_APICAL_JUNCTION,0.03198340429551218,-0.03537902366413916,0.030346842723787248,0.0293644081692507,0.03138474424349679,0.12145490845182455,0.07773505873380777,-0.002657532424431641,-0.008390488848743074,0.0016186644390557268,0.03896813712637296,0.04107754506542176,0.05288224302122282,0.10886903228013821,0.11908943286235626,0.09368684573433457,0.0006585886892938475,0.07561066848160526,0.04161400334104131,0.14443945824872878
HALLMARK_APICAL_SURFACE,0.029420483618886977,-0.02473213581641717,0.029954084352175465,0.02971278797435382,0.04231852432244915,-0.05311986100102494,0.041538837023088075,0.0625598207753278,0.006582524846515133,0.02646668627468886,-0.045200699227649264,0.00414869804520809,0.06574330107939065,0.08359295411157018,0.12476458997441084,0.07257522127492118,0.07531213468645728,0.05885548072912887,0.04137534663214714,0.13286070910775946
HALLMARK_APOPTOSIS,-0.003737105508810036,-0.014276928885277302,0.008236721568303833,0.002480273172192535,-0.0051964491026446034,0.03338883821107195,0.06603105290506733,-0.003174736134270831,0.007554234430333483,-0.039244232950093494,0.054150565838499864,0.0530674818291319,0.08429849161716459,-0.028913861956090168,-0.03518216226356348,0.004348819859787526,-0.03213475872621951,0.045914691247089474,0.0033923497890088546,0.11540120606821368
HALLMARK_BILE_ACID_METABOLISM,0.049582906858520744,0.06339061690154771,0.01228413352300361,-0.016349241615825558,-0.007087716769296603,0.14036788017222146,0.04903547006087813,0.03811411826275047,0.021523169346374476,-0.042169005067121186,-0.04722561055997755,0.07000134831168583,0.08971501704450995,0.14895814009419595,0.15157394889232123,0.0085645989072807,-0.007590438242869009,0.11081835410494403,-0.01277895262078678,0.06463100176955047
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09082995659393785,-0.01102719901204279,0.011140354776092338,0.008424740062332667,-0.023758543462697897,0.06707724118000269,0.0005388918801712205,0.04153580525182798,0.02065730283413191,0.04471734883454884,-0.03304816071549318,0.046297758693104735,0.08927256205068204,0.13436280145461,0.08748719480538636,0.021092060971319344,0.06984993475138666,0.07976743454124549,0.03415275487893812,0.06493711535726887
HALLMARK_COAGULATION,0.07046901742850964,-9.34541589381949e-05,0.022874085244164035,0.053208217848191346,-0.006869921203625144,0.07127047266423141,0.05426115026986036,-0.03255354802206716,0.015150834401026788,-0.024265435633319336,-0.010216897725517373,0.09223061002914852,0.06639755833854903,0.11925342267163312,0.11887396638246127,0.0178430930076723,0.014393328070209363,0.049950893122169174,0.020503867817685387,0.003088456577549973
