,UKF243,UKF255,UKF259,UKF260,UKF296,UKF313,ZH8811Abulk,ZH916T1
HALLMARK_ADIPOGENESIS,-0.0519230673731745,0.055482971527063184,-0.020074295988385674,0.005303751956160809,0.06764311648022263,-0.010732694148289451,0.06979651881408654,0.09673538663707938
HALLMARK_ALLOGRAFT_REJECTION,0.0163572217470472,0.006817945502796997,-0.011824069791721657,-0.010714150583048908,-0.01156386892503069,0.006017834194129631,0.03101457390329937,0.06555076715743142
HALLMARK_ANDROGEN_RESPONSE,0.03881645650950975,-0.004555545154643534,0.034745186137190645,0.015024001808644367,0.024141574431154545,0.05475733947214319,0.05655011703663554,0.05329704609131093
HALLMARK_ANGIOGENESIS,-0.06727942993624084,-0.09536964906238374,0.05886666248139073,0.027081060014039968,0.06906369809855205,0.018625729821820338,-0.08653265413102938,-0.05851298252698672
HALLMARK_APICAL_JUNCTION,0.019946978440205126,0.1047104386176949,0.019959729926441294,0.06383127154359917,0.03772130901392237,0.018343514036269534,0.054551906518897075,0.08606777324973904
HALLMARK_APICAL_SURFACE,-0.11412680398008859,0.09272386060531333,-0.03669605608497913,0.016455845038779428,-0.045096822327451096,0.010717020887704546,0.018551016180095876,0.06658264863499075
HALLMARK_APOPTOSIS,-0.009442762574896983,0.07016756379542705,-0.03539584866582451,0.08280561516385128,0.011931162401287738,-0.05018625145543858,-0.040347037858634,0.004687849804691868
HALLMARK_BILE_ACID_METABOLISM,-0.09026657469471312,0.037857733829208394,-0.0013386347392264364,-0.010992084290416131,-0.007804522360824626,-0.061742802179513466,0.04902412906560501,0.06896131125098731
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.027109503403869802,0.0320043610243527,0.05314534958650692,0.05379622887973765,-0.013205939688741527,0.008036476122510848,0.06484257104787236,0.06721825264394186
HALLMARK_COAGULATION,-0.07662939505984173,0.05360278426585152,-0.02507894932764572,0.10832200559773332,0.05073298591709125,0.03959011766351922,-0.018479839001557592,0.05419095868045083
HALLMARK_COMPLEMENT,-0.04236371116142312,-0.005036374844081713,-0.03235594355980527,0.017368315747143283,0.039221448826639825,-0.017297672448186745,-0.013728040071374554,0.08855946492485957
HALLMARK_DNA_REPAIR,0.0370336134732978,0.08745172754698582,0.04703140141615232,0.0020323562972752005,0.023645026007606762,0.014577528084910845,0.07287148994157623,0.10517952634091636
HALLMARK_E2F_TARGETS,-0.09899400870500187,0.029573489602284914,-0.009511891766206705,-0.017379489931281435,0.005921733610596632,0.05030563585403962,-0.010404241355590682,0.08105523183912569
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08303534355689743,0.11546055755289283,0.051260726645045204,0.10886700060319755,0.036935410871937094,0.015628748585529092,-0.10139586932540338,0.008025370722155936
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05316912996027799,0.08518935394186453,-0.04078614672363934,-0.008672498863039071,0.06138210536198806,0.026478723659783737,0.012390802864574035,0.04213354506089378
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.16741455780733805,0.02610676861583532,-0.004216044766365252,0.07312856168760515,0.003021307450425758,0.013236010913783368,0.05415713948718102,0.06190807913101708
HALLMARK_FATTY_ACID_METABOLISM,-0.0026688378200369757,0.04467382403414991,0.05358368179391319,0.03035966137564995,-0.016028756671097228,0.02680199546875423,0.0023110874792484836,0.029022172882668954
HALLMARK_G2M_CHECKPOINT,0.08848125288917218,0.08103505121297774,0.015044515293515533,0.04128433635018964,-0.0017593928270981127,0.04192327995341336,-0.03300197670716511,0.07179235803242479
HALLMARK_GLYCOLYSIS,0.05764038424147833,0.13380642469516538,0.06673889793675532,0.043334103827541263,0.041472382647283375,0.06207269086255625,0.027391538501064922,0.0875988274696087
HALLMARK_HEDGEHOG_SIGNALING,-0.09065873665897028,0.06101399719388662,0.06898274402190009,-0.03961353945479815,0.025514003295254092,0.01597482862212841,0.006602698108768158,0.1252524883811043
HALLMARK_HEME_METABOLISM,-0.03267202702941001,0.09821046776717345,0.04150605494690016,0.028081897782556983,0.06242204622721214,0.04542877816472478,0.06780624915164078,0.10350520140714677
HALLMARK_HYPOXIA,0.23630984140174544,0.022414760983666557,0.07591168369073369,0.05602097185833763,0.045863663496766044,0.032503569176514584,0.015419529000951062,0.023480161641394413
HALLMARK_IL2_STAT5_SIGNALING,-0.023692782515370527,0.010108814338458578,0.04702806906748903,0.034729497687768965,0.05098346307405184,0.1000078982059619,0.05061284888243884,0.07965862119628425
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05462787980855636,-0.03102773223322982,-0.009505659657236085,0.10880303568322755,0.052036341267571486,0.005786246635818126,-0.09120773180992404,0.02471766208624535
HALLMARK_INFLAMMATORY_RESPONSE,-0.008562424696790624,0.02840148791834328,0.05052594376479089,0.014699819920262404,0.00852914164672413,0.005474325841821628,-0.040720839095583335,-0.032731556738559826
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.14450535854059904,-0.004063190889787778,0.030873219312502174,-0.01777686121216396,0.06179348521275862,0.01008433910133499,0.030205932156819177,0.08491240820480804
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05529907447544513,-0.010234703819430459,-0.02358864981998485,0.10450685608895319,0.007931599368381606,-0.009308873015942206,-0.05361701001524778,0.03865039882244556
HALLMARK_KRAS_SIGNALING_DN,-0.133899141317403,0.0770239641070177,-0.027677388442742402,-0.0812448989290636,0.0333708962315006,-0.022558877749843196,0.0737664521744776,0.09788428971099904
HALLMARK_KRAS_SIGNALING_UP,-0.044178131948336884,0.019217710047669753,0.04926159082873202,-0.06987761576953519,0.0017788195987206478,0.030757526833682488,0.043315773819165335,0.06639211419929407
HALLMARK_MITOTIC_SPINDLE,-0.046109836886418114,0.08568517477226284,0.055152792517576786,-0.0018064139534407296,0.0520524313960767,0.062161953047536814,0.04877032230280309,0.09985018468971585
HALLMARK_MTORC1_SIGNALING,0.10581506548810309,0.04550180669537992,0.09242316779629967,0.028008993136875385,0.03874468288608765,0.014285760576521733,-0.03266395370389484,0.059258203790514316
HALLMARK_MYC_TARGETS_V1,0.06363876699344674,0.10061375208013797,0.059279615580946965,-0.03450718231836607,0.05272843796828768,0.05036069480023529,0.09606705306806054,0.09220868883371841
HALLMARK_MYC_TARGETS_V2,0.037711117198312015,0.06980354432754547,-0.012745557097242259,0.04916485024939481,0.0028196310763350793,0.0029557484695884235,0.021600306629988793,0.06174622893061245
HALLMARK_MYOGENESIS,-0.11594039260872764,0.07886396661954342,-0.024203619199704863,0.09488640100949013,0.05536298149933855,0.07009555851082001,0.04136634024716157,0.06126092778048541
HALLMARK_NOTCH_SIGNALING,-0.06408362346235599,0.030406665426070744,-0.034771710895022706,0.010444277764865671,0.026891634702326958,0.03335567661107282,0.06424033504917828,0.12506391391823277
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.07460212471138038,0.07063268863923454,0.04263413014051343,-0.05708705638051132,0.0036116213919158355,0.018658997762458815,0.09360423997339334,0.10273726821609394
HALLMARK_P53_PATHWAY,0.1352537267864623,0.06880052684944757,0.05098080262029749,0.014954334384273363,-0.0184855501724546,0.049673501744281354,0.08463285897457994,0.09086597942333878
HALLMARK_PANCREAS_BETA_CELLS,-0.10479484829602917,0.08341697285757213,0.028200936655883777,-0.00925955220346759,-0.0033464720212896294,0.021593420220621235,0.10333413405215806,0.09855417410660826
HALLMARK_PEROXISOME,0.01168449368496979,0.009381577693659974,0.013790630286509396,0.04995898831542127,0.04475120963547764,0.013513908246497574,0.04809587415129098,0.08271600854323197
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.0020969267175218265,0.12243651760403312,0.046420869612886974,0.004494756917404107,0.026590693723779948,0.00543304073483324,0.08619400166971763,0.07929571869927825
HALLMARK_PROTEIN_SECRETION,-0.07882258655480438,0.08676376638778001,0.05582416858226758,0.04229202317840529,0.050566036129939027,0.042734364740965904,0.03559386299773205,0.0892812179885193
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.09657146022512689,0.02278737666494517,0.046033256971893234,-0.02785732619666496,-0.01786119077847708,0.02655940734781556,0.09112614234628269,0.14842474951036944
HALLMARK_SPERMATOGENESIS,-0.1272157004957987,0.04809789155575815,0.013876217892733881,0.03198015741437077,0.05648944616245233,0.04473582085036485,0.08008853506385606,0.09179026829165073
HALLMARK_TGF_BETA_SIGNALING,-0.09264786051800801,0.0527607548269842,-0.0008170342374286909,0.07658063062212651,-0.008058384058671602,0.015102331232845448,0.08218836270542151,0.05639174551352236
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.15096210115248793,0.040285666860618595,0.043346672305982055,0.14136228771713671,0.05681395566088657,-0.00044097524999452223,0.06129043642753617,0.01755049813178929
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.15371324296699496,0.07327139019278492,0.08187293703595384,0.04739119447817014,0.041897084417259776,0.05528251203629621,0.060921041396877304,0.1084442959707748
HALLMARK_UV_RESPONSE_DN,-0.10495831723144428,0.12191246783175987,-0.03324525196493318,0.04457464449546959,0.05929172627194991,0.009609653673216704,0.009700739276977378,0.03214584558666987
HALLMARK_UV_RESPONSE_UP,0.03812720223750978,0.09916917538387614,0.03855071270911467,-0.032324054945457044,0.013101156979539327,-0.012512962486552339,0.02823017836170854,0.10450304271020568
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.005288578301864759,0.07574455404876003,0.00047908380343974447,-0.017640248959252435,0.0402434083058603,0.030855964498289163,0.0971653665632518,0.12231386350873671
HALLMARK_XENOBIOTIC_METABOLISM,-0.011875804511598,0.011402070601612418,0.007687245781974808,-0.022738072205140132,0.005704190396129985,-0.016442743948092,0.026018972961685493,0.06101411902738445
