,MGH258,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.30016453562865825,0.17770908281606598,0.09256401119453737,0.0012880126359204737,0.04753454975087033,0.47233270801727356,0.06146121254453879,0.051106820605412405,-0.01101497201642789,0.07564760417499777,0.07796016524290802,0.15869770367513905,0.07194255853260047,0.13648440589857677,0.06685878737729908,0.044699851020483246
HALLMARK_ALLOGRAFT_REJECTION,-0.17628634575931004,0.13524174689874455,0.0275731838470757,0.02661933652434655,0.04724728360614611,0.7063411740481639,0.06749384791834798,0.013691238896595735,0.12805062479769072,0.058271923151696214,0.053666525257686344,0.1897151807761078,0.011489041077627922,0.1390061575545304,0.13565340623294034,-0.057392241363964494
HALLMARK_ANDROGEN_RESPONSE,0.23246754964473743,0.07019828180247385,0.07608147253844537,0.05790064114524604,-0.03762334062785509,0.6378093549291224,0.07016616290686471,-0.00591427231579752,0.10208298766280213,0.048654865545502364,0.10250025117881358,0.10192167719745997,0.032257106730087345,0.12284031350918953,0.0798689644975153,0.009023575824403052
HALLMARK_ANGIOGENESIS,-0.09946749985477829,-0.15972223457099574,-0.058072100454341864,-0.059032587872984876,-0.042665792285135784,0.709536878828693,-0.0006363648679326344,0.038983075039465714,0.13895419102054885,-0.11364572850472493,-0.17686291879268606,-0.06725786304459944,-0.01756499721034354,-0.09677586293718055,-0.0073692195476820115,0.007885213631027215
HALLMARK_APICAL_JUNCTION,0.31193839437739174,0.14726089254660424,0.14155658077199332,0.045122522033577896,0.04771695880236074,0.708070868939423,0.08635509084670959,0.04662283569548456,0.05908740094530977,0.08678068028636438,0.0444211915635806,0.17845416115537638,0.08668120233342515,0.08361279473508516,0.0742017329223422,0.02496179564141403
HALLMARK_APICAL_SURFACE,0.22331739177466844,0.25589033268836336,0.09859697187989191,-0.02711848204098222,0.05543865228901692,-0.27519336713679643,0.00818580603338512,0.021416128072178884,-0.052555446697002656,0.1096210816240381,0.11129091856742669,0.2078847665456664,0.051346020253162136,0.02698562215348928,-0.04923949142609168,0.12910978055668096
HALLMARK_APOPTOSIS,0.08599295185050052,0.11054515505688917,0.06196346792935993,0.028155850280226737,-0.005927487266722024,0.2120984166178707,0.019707496780415137,0.019069346542826528,0.0781485441286242,-0.04833509239329319,-0.05997121806201487,0.0420917889465261,-0.025196057465650876,0.18663603730349346,0.1316740596216922,-0.012766564251218181
HALLMARK_BILE_ACID_METABOLISM,0.299763305797418,0.10313771313583206,0.039212890878689705,0.006764200320054679,-0.0038069885612408844,0.6772898804600161,-0.022225063776241446,0.06857963482466055,0.049803066943153236,-0.011777862183809431,0.05307212778564075,0.07500686509157135,0.05004541937495793,0.10517745294479129,0.09077857800166014,0.006409148360749432
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.23157601853254461,0.10409165724762603,0.12128062218313544,0.049067772282016135,-0.009869937214951547,0.429895188500528,0.008701070488054968,0.1093667453959673,0.20894606292837717,0.032396349360160316,0.12554739021752334,0.1348355058018522,0.07046727689687783,0.10097474970570036,0.0010103738508817019,0.07523685678657153
HALLMARK_COAGULATION,-0.25671458272815917,0.13959207515047228,0.10671064727783064,-0.04120271183529114,0.039319338211301784,0.6589492063213045,0.10573824988827014,0.009581084524221916,0.2143525537898831,0.06662047290132773,-0.008337887570705797,0.21002252978103458,0.0679062059115563,0.11851557364518549,0.06582863827662128,0.0021131902973365196
HALLMARK_COMPLEMENT,-0.08470699118515954,0.18995859190180248,0.017159491212834835,-0.04541941873838733,0.052607451941719674,0.6982139265908138,0.020004343803956444,0.0652773156162482,0.14682185623366625,0.037720732273105594,0.07871368309831994,0.18889094328221773,0.03445511432614019,0.1293124483625658,0.06464349383345824,0.07874916706411242
HALLMARK_DNA_REPAIR,0.3614671504306822,0.18909355067866326,0.12432357811383671,-0.01330440508843294,-0.01738619439092893,0.673422091535042,0.08346156221493065,0.13127726502912418,0.014572242560478628,0.08478843210182563,0.13154301822192388,0.2132976183588139,0.08059372658017411,0.09349344064797424,0.05336480801231385,0.07138366648164542
HALLMARK_E2F_TARGETS,0.2536414230678479,0.22877742409725096,0.1019490031616044,0.0007703666917777631,0.001339476513817228,0.6735091714935384,0.08024606326925417,0.03234055354423859,-0.06905983653842618,0.08581317500740142,0.11830389342062757,0.20657748691783992,0.05997951818512763,0.07029295070850296,0.012054574486277038,0.05867417468130745
