,UKF248,UKF259,UKF260,UKF266,UKF275,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0319434115121727,0.018529312828575867,0.09337443438929242,0.06415222775374525,0.02265608573661096,0.042200165689713076,0.18192783007874067,0.05644138784512144,0.039024546324133366,0.10418887160561582,0.0513684126631406,-0.005480103090724016,0.09484199252529081
HALLMARK_ALLOGRAFT_REJECTION,-0.017053504421849757,-0.03831305633133623,-0.0012012846343810008,0.03590274874458437,0.06626751691786598,0.0804980687773107,-0.05002271861778825,-0.011902231397533006,0.003160075730199389,0.10483930236891009,-0.011083914467288822,0.08879139977852875,-0.015427580213143556
HALLMARK_ANDROGEN_RESPONSE,0.05072524729647345,-0.030224860433674207,0.010680101654222058,0.08728992158829614,0.03542746445473558,0.03248796770086286,0.0916772024374395,0.04158383135849451,0.07007120636522338,0.12596073254138235,-0.05074507144896068,0.05236490595895592,0.12276959783490707
HALLMARK_ANGIOGENESIS,-0.05336395339936354,0.046859048119888634,-0.062248151549376685,0.15918012001077622,-0.013468309079344183,0.029048344762337107,-0.09046521221738994,-0.04621161026116172,-0.106290315674965,-0.0012048473558769228,-0.007636618566671446,-0.018864975846198766,0.04911439020566132
HALLMARK_APICAL_JUNCTION,0.03513239074578186,0.04247136212042899,0.07513338787089065,0.1499622586339014,0.005881257402469747,0.10966701792666954,0.19022420426447698,0.05453396559482143,0.05146623516532961,0.10200450249953957,-0.005190946056388056,-0.030433204724380106,0.11655912715464536
HALLMARK_APICAL_SURFACE,0.07551692519882582,0.0018067725685652297,0.02634149337270743,0.07268825596192251,0.07560774746271029,0.024457194063874175,0.19360637919780418,0.08861700524859793,0.033481133174774094,0.1085570988966936,0.030127705929079554,0.043079673400297745,0.17460179145135551
HALLMARK_APOPTOSIS,-0.03400698407921833,0.011229255146215455,-0.06948255311654836,-0.016396406896181635,-0.022416100730443485,-0.014992491782980844,0.05408847991167787,-0.003988589569427444,0.04593579209493094,-0.055200684677880876,-0.044550302581672446,0.01691764548144156,0.05672010330456946
HALLMARK_BILE_ACID_METABOLISM,0.051659354815558126,0.006625197157383296,0.01747271344658204,0.0983157469576458,0.035271479328111734,0.05730140038909296,0.15895266839397276,0.12852433873339975,-0.007809725521352766,0.12164421987477533,0.006568112144674146,-0.03483181356787455,0.0898168373625742
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.034863370211662956,0.02159882402295238,0.09490336123302978,0.1361966881382806,-0.06452325034457089,0.057677227077824376,0.19796000208002543,0.10854693805718185,0.10139691670030881,0.12580235104179108,0.04611822945301576,-0.04058779905418362,0.08329432248454657
HALLMARK_COAGULATION,0.007651485852452905,-0.004016471328670093,-0.018802900641584415,-0.008758137212017167,0.01663526379291758,0.10313276669049444,0.18593390023642456,0.03644587433625604,0.04760887972075419,0.09499306805307177,-0.016480382563493604,0.02654649366576329,0.042464004333980405
HALLMARK_COMPLEMENT,-0.032866351233387096,-0.002425622233637841,0.04493694694235695,0.004140217969575661,0.03801448817668968,0.053425854397372644,0.0977756131293201,-0.0048108295816637675,0.023756284303128573,0.09508234344371297,0.06512196679946293,0.03789616592016277,0.061457249823936126
HALLMARK_DNA_REPAIR,0.07467306216388722,0.0057384643103802055,0.03866378518841111,0.16783175986914975,0.05367076074116876,0.07940870253328222,0.22241368285718432,0.06942348297207519,0.06501878157304795,0.12482404743499631,0.03396593951575813,-0.030382506503367882,0.09128933472498613
HALLMARK_E2F_TARGETS,0.10417467800479835,0.02824570638497671,0.07790563807740815,0.12666580495421018,0.05062182979474656,0.05620442304427737,0.1257706114792157,0.0723035799991591,-0.002992522913585021,0.11696185276087526,0.02334085897166977,0.04336067477373157,0.10888059739081786
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.027390279164039685,0.02260040341948238,-0.0344444806621573,0.06106904868357381,-0.02957296084766526,0.055427190833655465,0.04986503573739973,-0.06707341413430358,-0.014649104124925772,0.020450102737219925,-0.011942663459409083,-0.020784931544645464,0.05294200306880384
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.014382314084900599,-0.010904667828842292,0.04508315772786958,-0.019139425091585668,0.06764808350039839,-0.016633156265918606,0.146096079291893,0.010868183736542563,0.03974860540591622,0.07342592646931988,0.06603255272192866,0.04872609242033366,0.1096494431401004
HALLMARK_ESTROGEN_RESPONSE_LATE,0.042729284441591076,0.03151503043962906,0.010620240074450296,0.09894630601517877,-0.010407063773321292,0.03828289243254467,0.10006533909866495,0.06443865200791446,0.01807609402363633,0.12048598734432546,0.034171645079585596,0.017312111880437336,0.059544047354825574
HALLMARK_FATTY_ACID_METABOLISM,-0.02435232562969962,0.0013913409227317905,0.049237123172051346,0.025788359301952897,-0.010874674448994115,-0.03136335437590561,0.005866164476943551,-0.037040664446072145,0.004765490484223126,0.025640219181639026,-0.014802722671542336,0.039696012091998766,0.06211091240164072
HALLMARK_G2M_CHECKPOINT,0.03827701989297417,0.0071648733681829654,0.020539192103290044,0.1253010166546233,0.013898594551101094,0.08578065299134467,0.16353459180585647,0.006223125020653853,0.0084874756571561,0.10004716655115393,0.037624206781115235,0.0069914050244152485,0.1261225945591423
HALLMARK_GLYCOLYSIS,-0.010150200886626564,0.011403036424727364,-0.046050300107809895,0.13093708930527975,0.0631207108483599,0.037637429691289054,0.16520465729731154,0.06408149314905864,0.06055752642740468,0.07608457957551772,0.019657853243177717,0.010120693814248703,0.09008907843633922
HALLMARK_HEDGEHOG_SIGNALING,0.026420663224070034,0.03149372499101531,0.09503711151824082,-0.025664672534271387,0.044172034630040304,0.047255492908655404,0.13389818838172032,-0.011232647534980272,0.05420210013655979,0.05398434428687991,0.0603600310586762,-0.031226307285784894,0.08176934954405993
HALLMARK_HEME_METABOLISM,0.028647237957530575,-0.008473141713710518,0.04474138887943771,0.11402593067096425,0.006490643331889185,0.06580921486204408,0.2090349047112514,0.012883556760663882,0.01999523121303469,0.11591951998717864,0.04330680123616539,0.004671813098350668,0.0699910058001289
