,UKF243,UKF255,UKF259,UKF275,ZH1007nec,ZH8811Bbulk,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.1004361362437869,-0.04922689738063402,-0.1306616274976021,-0.09297078516666021,-0.08170613793858258,-0.035392399188503725,-0.01380229687061016
HALLMARK_ALLOGRAFT_REJECTION,0.15196889756343981,-0.06231067705824774,-0.102759942843483,-0.10322423753773541,0.06661448479223517,0.00015195597249570002,-0.09560978477437497
HALLMARK_ANDROGEN_RESPONSE,-0.056025017110093334,0.0712348862911245,0.12082718832073142,-0.02983359679880042,-0.05348853079678673,-0.03350048255475701,0.024857017304358443
HALLMARK_ANGIOGENESIS,-0.008536179710008217,-0.12385914766480777,0.04933363667966953,0.006966800705093503,0.037200161903333154,0.0663578009763321,-0.0029305626014481797
HALLMARK_APICAL_JUNCTION,-0.08842444039399351,-0.1136502881167877,-0.10533728599567432,-0.08097102193423672,-0.10673210078152714,-0.033957297916876385,0.0017874519766215187
HALLMARK_APICAL_SURFACE,-0.07427350847277736,-0.04170607314247858,-0.18727396033386956,-0.11970058332220625,-0.09728529886961344,0.003221838521501234,-0.08261556380863036
HALLMARK_APOPTOSIS,-0.022289222536524263,0.10884287897471455,0.04765818492630113,0.04095875931624168,-0.10461415419589044,-0.018199121446629437,-0.025480081582840184
HALLMARK_BILE_ACID_METABOLISM,-0.15371544936727918,-0.15221320749429487,-0.12427475406543322,-0.12986290736406567,-0.10519071071077936,-0.006265965095306819,0.010947029213897615
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.1326646681384094,-0.03709701199885395,-0.03792676959262364,0.029683530392800063,-0.01737503550749405,-0.024874656246577486,0.009883047741324489
HALLMARK_COAGULATION,-0.15369178656037255,-0.06295528506158145,-0.17522586738406815,-0.12401152797243413,-0.13789661085007426,-0.0077186825083876785,-0.04110382429165269
HALLMARK_COMPLEMENT,-0.03256331148316155,-0.028497661062902198,-0.08393333353450703,-0.007957156212981733,-0.05899816313631499,0.04668813936150585,-0.05689785860407375
HALLMARK_DNA_REPAIR,-0.07854916057409048,-0.02455300148586603,0.18355008456606908,-0.07484511206314227,-0.05823192273185083,-0.03089080681014983,0.07947154420647352
HALLMARK_E2F_TARGETS,-0.11234556258369943,-0.15348833482711688,-0.06831294635252767,-0.0953319599628892,-0.14738104671277716,-0.05805324960632639,-0.0057724911057741675
