,UKF243,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08216629825527778,0.04643355618290735,0.0860259807382834,-0.005624121833971488,0.021101351286251964,0.04157301570970912,-0.02469043627681075,-0.012076785211165623,0.0799542373105788,-0.1348017849945556,0.15886938153522845,0.032499818458523316,0.10803358701789097,0.02612816451729388,-0.037623926396465265,0.10094538756932554,0.1374702587317104
HALLMARK_ALLOGRAFT_REJECTION,0.045519200203984825,0.03854162749482907,0.06739369124861323,0.027398625477746325,-0.014397478833114773,0.08115967110100455,-0.012259347673374983,0.03384933416790635,-0.08117772653578334,-0.026610086632277055,0.12574287057135738,-0.034016457029228564,0.1234379386586869,-0.019447158601599446,0.01163827046218582,0.16597551396958868,0.07407333145472712
HALLMARK_ANDROGEN_RESPONSE,0.092601672279944,0.09388120913117567,0.03219701565140176,-0.009990552585052903,-0.01247157761742061,0.054799817141470156,-0.021958087896809166,0.02142131530974244,0.042002453656607576,0.02405767487530723,0.11078196877639095,0.13000183348963718,0.12292965070195305,0.06374722976799391,-0.02880677504527224,0.13613419721480619,0.09864038592160665
HALLMARK_ANGIOGENESIS,-0.03867483638107709,-0.012243886072953125,0.025413163826979553,-0.020804935998192445,-0.030158726424644514,0.06515985556880673,-0.0064474430232364524,0.062098444588860914,-0.047791678218082556,0.335451953859494,0.07755419883916179,-0.008991003402688678,-0.09230302425654893,0.02816634889949359,-0.043101309947999926,-0.003471380337005191,0.07106172670610554
HALLMARK_APICAL_JUNCTION,0.16455672396330823,0.06286257169479673,0.053486548747214105,0.06954156429123143,0.0358743404279824,0.033298318472724714,-0.059534197794092775,-0.03679064091328747,0.045133528701643374,0.014137543742415475,0.2097358613684133,0.08381766988399779,0.10522145875610937,0.02183812412198593,-0.07663832884452396,0.14946273214281328,0.11499336659960077
HALLMARK_APICAL_SURFACE,0.054013452533669265,0.004595904142949254,0.011795508108815165,0.04946251974455219,0.030619335035132034,0.0014916149340320419,-0.07714572225400952,-0.041580455780714766,0.04635343541820008,0.05298037882239937,0.13328741816531806,0.03420988166649833,-0.02490542364505213,0.1006553498195799,0.026790445311668815,0.12322212708555158,0.1719778559770167
HALLMARK_APOPTOSIS,0.06801004611323411,0.016579732205709588,-0.009619058158964647,0.031177296871345468,-0.041932447320195534,0.010673323188105,-0.04055321775339661,-0.02402966623225775,-0.0056045127914268675,-0.25282511939276214,-0.010777223148079614,-0.040234670903027514,0.004321121390145904,0.004911729224329562,0.012546141453351008,0.019917550230022247,0.05208945087250991
HALLMARK_BILE_ACID_METABOLISM,0.031146340663491562,0.019768723557040777,0.09736680607645314,0.048544372484217356,0.08506088792299991,0.047824715927802325,-0.09811054846852571,0.0143259447217624,0.08565227045864518,-0.12586818948636724,0.1189367395785833,0.006870030158061157,0.038652318354715436,0.08164609764601696,-0.007664594875795268,0.06325133544169297,0.04273393841912255
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.14285468524369743,0.020273764120435293,0.060414394934994294,0.040505105691150824,0.01843293377033156,0.047980854240128046,-0.0586238728934137,0.010533948127611402,0.006092477978928184,-0.10441923706471393,0.09484628031467512,0.04218926653729948,0.08636787836635171,0.033194845223093225,-0.04402633580841632,0.006205891593020772,0.040227367793152224
HALLMARK_COAGULATION,0.11972606063330124,-0.002052179144752246,0.040448475929343,0.01738000814831131,0.018919618797734124,0.056817309478666096,-0.028693865041201805,0.028456599316188363,-0.061152769264147366,0.2603386285362431,0.08608400523619777,0.024869741247617375,0.11331627323600112,0.00458795506516301,0.03272094917182115,0.16365254473420768,0.07769597208387687
