,UKF248,UKF251,UKF255,UKF275,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.0669087440789087,0.042170681302136526,-0.10984372171956257,-0.03021546165695109,0.018946505060233418,0.05982718730815056
HALLMARK_ALLOGRAFT_REJECTION,0.05271605424795568,0.0386349208351095,0.036057387392661296,0.00949465100015321,0.0071607292237820365,0.05325122345869517
HALLMARK_ANDROGEN_RESPONSE,0.05787539133949727,0.045766433278212636,0.05140930791497855,0.03214655749398125,0.02880505229864382,0.061164387747822686
HALLMARK_ANGIOGENESIS,0.029494077395356935,0.035073326174903316,-0.03793423189076425,0.008610478031588776,-0.026055400575411048,0.0017108394916234967
HALLMARK_APICAL_JUNCTION,0.07700910566885429,0.04829479779706486,-0.08133569295076011,0.03861884387906166,0.034152486291632075,0.0626861548135403
HALLMARK_APICAL_SURFACE,0.10824907277658423,0.00350952825774753,-0.09051795680385198,-0.012886032522554953,-0.00885611052070715,0.054148211816496504
HALLMARK_APOPTOSIS,-0.008074835099823133,-0.03982054691888068,0.03531233608084653,-0.0039037511852599324,0.019472547776129473,0.029138324654187624
HALLMARK_BILE_ACID_METABOLISM,0.004855689077715686,0.09566203053778302,-0.05899357218617089,-0.0071151250197105395,0.06418587907159426,0.03579872823633722
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.007554254016748919,0.03637141146213523,-0.09919639787096368,0.002718767188835621,-0.021622140094251882,0.0435036199147704
HALLMARK_COAGULATION,0.04672712977251638,0.022738609036430227,-0.07141502490319464,0.017768955390910297,-0.0008499258626101175,0.06287984878163291
HALLMARK_COMPLEMENT,0.03331708356108528,0.03148784891075068,-0.0408042573034904,0.013613817779279948,0.0038779035969077036,0.043211430857110954
HALLMARK_DNA_REPAIR,0.06289262336968666,0.07993526786510433,-0.018143839545853923,0.02544845637276837,0.03238059318272329,0.04201339996876972
HALLMARK_E2F_TARGETS,0.044832961218114566,0.0546514760821748,-0.07489795980584121,0.04664399002099809,-0.004392226636575585,0.06020041229600479
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04487903543591618,0.009689601230189223,0.05629057491965705,-0.0018135577066195224,0.05215139623441022,0.04143961798192127
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05198113933485216,0.02442756087552831,-0.10786830499839661,0.021825356149591295,0.024081698553698176,0.049599813889514385
HALLMARK_ESTROGEN_RESPONSE_LATE,0.02163588864942522,0.01676037526983277,-0.06513882664721692,-0.022963918996101947,0.01711848049947553,0.019761243270270307
HALLMARK_FATTY_ACID_METABOLISM,0.039675774491749645,-0.017145313347315543,0.08064050330029646,-0.02595617203859018,0.04434872619451329,0.055942226026092196
HALLMARK_G2M_CHECKPOINT,0.05639600120122612,0.08669634443052865,-0.04310057410393812,0.02307911306961295,-0.0025181374575712874,0.05233023894534232
HALLMARK_GLYCOLYSIS,0.029782968968806594,0.05037173835145176,-0.060494572990557445,0.015432778875279673,0.030811864035636703,0.061622132346878036
HALLMARK_HEDGEHOG_SIGNALING,0.07932506306487526,-0.007752035922789002,-0.11124498815952376,0.006046267425576638,-0.029383013303577135,0.026973832299271968
HALLMARK_HEME_METABOLISM,0.06011915521872928,0.04377653376739735,-0.040081656575286805,0.02156927337434089,0.017913557713468253,0.07348448675833096
HALLMARK_HYPOXIA,-0.029671168780627144,-0.02992427460014768,0.10550638103937436,-0.003846320320668584,0.04590273482209753,-0.012292108929610183
HALLMARK_IL2_STAT5_SIGNALING,0.025369857946210356,0.030838407841552798,-0.12419444227581306,-0.026895390051222764,0.03407388640021217,0.043952038290598155
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05063213418018892,0.0009528022253753374,-0.06150932391136996,-0.015492406153538089,-0.03679265569289691,0.04479885479517871
HALLMARK_INFLAMMATORY_RESPONSE,0.009418035443572314,0.04772948390048184,0.05687515962924619,0.008429141554544469,0.0185326917682809,0.05193786756842879
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.016311965192400333,0.06558307099315962,-0.11007767098940523,0.00798133433616502,0.003299602508150596,0.0510279046588588
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0003960784645342586,0.0527372127338339,0.10457853676110833,0.0008747496833618578,0.012794512034310358,0.025357829787632603
HALLMARK_KRAS_SIGNALING_DN,0.005034026029700245,0.101995911345146,-0.05567170565966205,0.007412128499186132,0.01915426103472298,0.0445364685714726
HALLMARK_KRAS_SIGNALING_UP,0.08466458665746593,0.05838541335175244,-0.06957785055596788,0.035929428282505886,0.003958484080130417,0.06528546011532765
HALLMARK_MITOTIC_SPINDLE,0.08249870124951723,0.06575940686694513,-0.08087699492689626,0.06110935102622342,0.030915134982066477,0.08406879320975463
HALLMARK_MTORC1_SIGNALING,0.02610208901556333,0.04929761737904896,0.11131481601677545,0.024936639636757272,0.02251539404568691,0.046146727981480985
HALLMARK_MYC_TARGETS_V1,0.08484903393672842,0.07918779854245395,-0.015686388118929518,0.01780473799299788,0.02132795348993345,0.03970869475141225
HALLMARK_MYC_TARGETS_V2,0.02592827605589033,0.0492712639632204,-0.0866498838370207,-0.04273174964397514,-0.014496710866542459,0.05308252983309839
HALLMARK_MYOGENESIS,0.05777861785616981,0.019047148929560574,-0.1357548227749385,-0.012426976183937425,0.018077569745338005,0.06636494640886234
HALLMARK_NOTCH_SIGNALING,0.02313632181479128,-0.006730170533336993,-0.07054111116126348,-0.038300625067039164,0.026084069817965908,0.07781052248410025
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.03922816716725527,0.049344045220086216,-0.03444934536354949,0.010512062280485462,0.014791901863501102,0.04150794996916678
HALLMARK_P53_PATHWAY,0.008874688691135989,0.05338700350030513,0.04914686160031826,-0.0148116096790751,0.029887091538314845,0.04856626914868036
HALLMARK_PANCREAS_BETA_CELLS,0.06394270426353502,0.06836289405836452,-0.03467378494932225,0.045515351623172697,0.015515339450861358,0.018204738835079323
HALLMARK_PEROXISOME,0.048224989550048065,0.03316411746724405,-0.06384440268096411,0.031068451904219706,0.006427873252804342,0.09427285188540861
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.07626696176855577,0.0490132725476653,-0.0642788862059423,-0.0025663552563147973,0.02181141524416152,0.06230099695485475
HALLMARK_PROTEIN_SECRETION,0.04480356114340413,0.09290204357950449,-0.03989891605702054,0.02431193464983156,0.023824996939967914,0.06360415936953255
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.029270343061823096,0.004386338890632955,0.06499265079518865,-0.010632032112583213,0.025278753085320065,0.019114925078433993
HALLMARK_SPERMATOGENESIS,0.02807430290018568,0.028087283702693668,-0.05767551065106742,0.028642257721442337,0.02723609231745922,0.052575805037731786
HALLMARK_TGF_BETA_SIGNALING,0.058245883983618046,0.014248874840565121,-0.08525156001628115,-0.0026288201080948877,0.028305562552388773,0.06443928426897617
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.01865517934833271,0.10185781449966674,-0.011475847827057952,0.003883615236504967,0.02668492040254198,-0.019961625840688176
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.02891505338199502,0.0475021462763579,0.03140159237487084,0.027795877302876675,0.014316672604738076,0.04965533760269955
HALLMARK_UV_RESPONSE_DN,0.04715780679019908,0.028379409503149936,-0.04316176457324941,-0.02684495488768723,0.04861273946742714,0.053282804812057945
HALLMARK_UV_RESPONSE_UP,0.04464636827392715,0.045048783223523764,0.020408378267052673,0.03365638424841221,0.04265504531670714,0.06035013559129224
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.07243961727046008,0.0761803168195627,0.008126103710005753,0.07670972202885681,0.04093991096452451,0.040752462310959844
HALLMARK_XENOBIOTIC_METABOLISM,-0.02583915693254145,0.04981359529638015,0.06759067992050018,0.00206877344551608,0.014507433198499821,0.05336284633635012
