,MGH258,UKF259,UKF334,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf
HALLMARK_ADIPOGENESIS,0.0652205384350069,0.029577499853998546,-0.018201357279134626,0.11453550449352597,0.030388157632615834,0.05879251995739191,0.05181811301385682
HALLMARK_ALLOGRAFT_REJECTION,-0.059890710940347425,0.023847851494602723,0.05518200658235868,0.09479212779803307,0.005525026568472359,0.04141681429038646,0.046545133686548154
HALLMARK_ANDROGEN_RESPONSE,0.05328054677774274,-0.012818267050088022,0.06176337483237449,0.0394885427591665,0.020662376525699935,0.01945935980459636,-0.025302771276123057
HALLMARK_ANGIOGENESIS,-0.01602956244789556,0.003208015627724551,0.0018283000922376476,-0.03976328065672139,-0.03223887733962234,-0.03890584773167389,0.033550818165920655
HALLMARK_APICAL_JUNCTION,0.038101087358085456,0.003126221541978847,0.03385772534455692,0.05510926437884571,0.013114156104400192,-0.010825678105506099,-0.026756012069110928
HALLMARK_APICAL_SURFACE,0.023752852308803658,-0.024011273011021912,0.019589536444088916,0.11044076277393065,-0.02463491981257688,0.025752558158439687,-0.023463000319933335
HALLMARK_APOPTOSIS,0.03853729408457525,0.015682721568702932,-0.01148082185177099,-0.04668540323550956,0.018778857916148455,-0.01037721052908626,-0.02624255843213178
HALLMARK_BILE_ACID_METABOLISM,0.04236767979519858,-0.01335904765980946,0.018060196117028086,0.05037488554245418,0.028708775391390516,0.07708495720129956,-0.0880344528384161
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09166372458523737,0.05271347805593181,0.02203026470945028,0.12418246867019427,-0.02568537130444694,0.04501751602269492,-0.003263601670578924
HALLMARK_COAGULATION,-0.08221819798530243,0.04031649265859839,0.05429004640960562,0.0861950640825118,-0.0004466243211911443,0.0272340667878815,0.04609429713157449
HALLMARK_COMPLEMENT,-0.04510815643935749,0.02673769854192227,0.03518095056050246,0.05961036787212716,0.00491086697623275,0.041047338305754424,0.0520476821667695
HALLMARK_DNA_REPAIR,0.11138299197190617,0.012734787958528268,0.01520974369623458,0.09391582164093916,0.02616652228184337,0.021063445030093886,0.03281672458479375
HALLMARK_E2F_TARGETS,0.0869149314713973,0.009593381790640633,0.04266606209551167,0.04664367887031884,0.023959214679588784,0.009275803058422063,-0.06977706860777576
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04673072221773424,-0.003613287208642199,0.03444679421614662,-0.03666486268344971,0.032089506215607966,-0.02852406942631534,-0.06042566111059491
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03741135343590167,-0.01072692373374916,-0.002967582304322085,0.14530854665492618,-0.006138759905697088,0.032195231822111495,-0.044263905866754036
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04002923601987052,0.028315115644220096,0.008212341185978885,0.0631920432068112,-0.039686808481021095,0.007020013216503087,0.0642615365753503
HALLMARK_FATTY_ACID_METABOLISM,-0.026615395049017443,-0.013038730459312328,-0.014518444438341176,-0.05093085936216741,-0.01049933165771966,-0.04197181249398367,0.007387383785511103
HALLMARK_G2M_CHECKPOINT,0.05886575131258468,0.002820498404450032,0.060322982110546444,0.07500264091522994,-0.02291833971705303,-0.0011188225825118172,0.016359742348455313
HALLMARK_GLYCOLYSIS,0.08918301614565374,0.0011608303130709334,-0.009014906465513454,0.0656072926133986,0.00946743646749738,-0.01989054464692444,0.018369827906420465
HALLMARK_HEDGEHOG_SIGNALING,-0.036764268377755385,-0.034025967772148835,-0.04779619298017677,0.09001317223727166,0.0734865293839307,-0.033827226443236866,-0.017026601400882094
HALLMARK_HEME_METABOLISM,0.013866893299282215,0.03718749949736482,-0.0005070155627160833,0.07404888208438655,-0.0051892626515512245,0.029265799841061868,-0.030232804632201307
HALLMARK_HYPOXIA,0.0738148509180012,0.0013106179905452832,-0.001727343640640907,-0.06009903861362418,0.015781989624731207,-0.06684327918335196,-0.06613802186379504
HALLMARK_IL2_STAT5_SIGNALING,-0.06495775019677788,0.016349812182788935,-0.029840611043600522,0.057541364161260274,0.023433204624426378,0.05694820331499787,-0.0554778336916446
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.007706660960666024,0.03724133971134967,-0.03294957188362968,0.05878066796480941,0.024989007011737657,-0.025807162495339715,-0.018589116402755165
HALLMARK_INFLAMMATORY_RESPONSE,0.02438318829576665,-0.0022715287671364348,-0.022666577851997754,-0.004989055731603597,0.014846967990890674,0.03979675523445058,-0.06259513706717987
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.04229725568361777,0.029954284043226163,0.019470284032758998,0.11324330310829137,0.0892827957099603,-0.008028088419726844,0.014475936717689796
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.09110795171227297,0.05049464081312139,0.05000793905868619,0.016474974650559145,-0.05604191786515927,0.046096233351049225,0.04204712923671171
HALLMARK_KRAS_SIGNALING_DN,0.015696732281079113,0.00649725938504352,0.0022813202615948416,0.10396499995789778,-0.04588220915309545,0.024326291212733685,0.010109489276989727
HALLMARK_KRAS_SIGNALING_UP,0.004744541820542772,-0.02262244793350004,-0.048530853046049226,0.12951225435533753,-0.0058596708555544086,0.017866160790279837,-0.052871614850136535
HALLMARK_MITOTIC_SPINDLE,0.015563379966627496,0.01980745697586607,0.012464909763729975,0.04788155157302378,-0.02243147123905701,0.013036172444064645,0.030080782841895616
HALLMARK_MTORC1_SIGNALING,0.06110120465126362,0.0010553398893388157,0.012006581707271346,0.030162257376204326,0.02648744115744628,-0.060523446127552324,-0.028915464787748965
HALLMARK_MYC_TARGETS_V1,0.05996254755299134,0.01680448972243102,0.03493909525821136,0.07072289545486495,0.04112706734229889,0.0017438805978528492,0.05604378464069564
HALLMARK_MYC_TARGETS_V2,0.07058461858794249,-0.025045167524339655,-0.01576481241051811,0.03870228375065177,-0.015557233880485246,-0.06391063369509417,0.0034387267830223015
HALLMARK_MYOGENESIS,0.02328940223893658,-0.0101255908490471,-0.02531658359633598,0.06780810720807237,0.056105321877772625,0.022448491178755945,0.009510154349223011
HALLMARK_NOTCH_SIGNALING,0.08350579810013695,0.0292604749300455,0.04218666447578232,0.09768223890564698,-0.013215758249747007,0.03977606711977418,-0.035964005211462174
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.10219061432470271,0.02121078999259411,-0.004453606761215509,0.08035764114055667,0.03501076255078568,0.044573378983760195,0.007119008773966043
HALLMARK_P53_PATHWAY,0.0022922587335942432,0.031555198951461284,0.029672860282848223,0.08283157158726179,-0.000590761033622792,0.045018137751930296,0.01932660469207919
HALLMARK_PANCREAS_BETA_CELLS,0.07129021901439705,0.02337093333225268,-0.001995184493783979,0.09006016037640652,-0.0023535301225590453,0.04415319636907331,-0.034682108694773985
HALLMARK_PEROXISOME,-0.04861747888532596,0.015021465000634919,-0.022863440999240432,0.12598493526220902,0.013115429186044634,0.011364285265625424,0.08286934800618626
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.04159958456926774,-0.020028947159293698,-0.006968263997130632,0.085547757682512,-0.022598364285883053,0.02915982177946091,-0.02755101733381254
HALLMARK_PROTEIN_SECRETION,0.07466471951440334,0.041713628679167926,-0.026304017807664684,0.09867120832906288,0.000825661647222904,0.02853412418619833,0.020477330327577595
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.06676709510805964,0.012623726334026286,0.005366791166916588,0.059463501886179375,0.06043667526937522,0.021756586115183996,0.07913412322617551
HALLMARK_SPERMATOGENESIS,0.023898641330662954,-0.020630673193377524,0.01957900113992086,0.1176968771244295,-0.048912564038481675,0.03741538947350192,0.027211514336772564
HALLMARK_TGF_BETA_SIGNALING,0.02560486578427722,0.02681835568215853,0.022423258413099226,0.08833255590970798,0.022220554574294147,0.0776473068325183,0.03467787737602593
