,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF334,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.0801270793580528,-0.024077257454493194,0.03373040177781254,-0.03880754984870166,-0.0349349642413828,0.11152223009489125,-0.0024389067533736896,0.019584632967487327,0.1150492592525364,0.04908950184938724,0.10518316153797981
HALLMARK_ALLOGRAFT_REJECTION,-0.026418049332657723,0.028770451582429496,-0.001260764760113105,0.006761179371653567,-0.14473570582989448,0.14225824796582298,-0.04070288450703753,0.007313720168841857,0.08560447440498371,0.03776605604891506,0.08894499005330969
HALLMARK_ANDROGEN_RESPONSE,0.047163589032198576,0.013437379224460349,0.03208110720818496,0.007448229578917046,-0.07869992489083734,0.11952382645052528,0.024004500321382974,0.030350999588084075,0.08745472401090021,0.0336928071752073,0.0659458433008854
HALLMARK_ANGIOGENESIS,0.10675089324548477,0.06258658796060429,0.006074374333967884,0.06053531918393846,-0.010889990231912316,0.13127469011633977,0.0808949447590018,0.04005516745119093,-0.06190254813313854,0.031583213512252274,-0.014519415819803722
HALLMARK_APICAL_JUNCTION,0.09102401029638718,-0.02174851162348912,0.055240876571244615,-0.02239429873571882,-0.016095732916954382,0.15194147869557495,0.08051028722378507,0.02068078677965906,0.10204817348960127,0.07793405102109845,0.108460289782787
HALLMARK_APICAL_SURFACE,0.12112248980904353,-0.0056674828199341385,-0.03722401933910503,-0.04599314392945487,0.020304767636641925,-0.07446560607434395,-0.04994261045967055,0.11205908019210598,0.09510656940145919,0.0010383762733184405,0.06159143337493028
HALLMARK_APOPTOSIS,-0.004292792761865088,0.05282423921912821,0.034268675861363625,-0.020180762152105985,0.01437805079598757,0.009091241204912094,0.0722669788606236,-0.012829199381683353,-0.07464205605764516,-0.012901647845210862,0.06231571449967145
HALLMARK_BILE_ACID_METABOLISM,0.06791907740687042,-0.04082385055850202,0.02584251801756474,-0.06930037826166122,0.0030788119877124378,0.12080606893429693,0.05636194664189115,0.03144787677077945,0.11681833003548249,0.04487948180979683,0.08666403700872724
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12764617348227966,0.022232425011518835,0.047752549566332174,0.036307258309416536,-0.03714618153231164,0.09725731733140577,0.0594148021266951,0.05969788051485891,0.10586053946824187,0.0265550943503239,0.08628423750882808
HALLMARK_COAGULATION,0.05059418635210364,0.030120435588909235,-0.01195314090395604,-0.021469038402754666,-0.07642659701789214,0.12716690779120912,0.036923944456634286,-0.015221300041048413,0.04142702500320738,-0.014956508812200491,0.10755131926379333
HALLMARK_COMPLEMENT,0.03114976033925796,0.035331222010850934,0.03783479485472709,0.011033958758598939,-0.01610727413544712,0.1385467191287206,0.08182827843779589,0.006521549070957924,0.055594131524308185,0.022137214211604507,0.08310488158867677
HALLMARK_DNA_REPAIR,0.1049050247127045,-0.011187513107994096,0.09092971166509421,0.04631706320449658,0.00980837543467429,0.15185282985380125,0.024691848495321682,0.052847956125625366,0.13858273579678926,0.06120280428642814,0.12447287579133816
HALLMARK_E2F_TARGETS,0.10336259077141915,-0.017436531412311086,0.051488719269769605,-0.04527789421290319,-0.02192345294669444,0.15253640340303481,0.01640619082598752,0.04223323186762164,0.06741653894497161,0.04174322951388453,0.10126989367161683
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05962990184489048,0.020270393453403143,0.006855993250317521,0.04068807705644137,-0.016360151865262608,0.1509118689711517,0.09245750818031429,0.05332769778353103,-0.0553390806540828,0.010775634248571303,0.08333073696122086
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02171599402896966,-0.041067099418351176,0.029460187835300584,-0.05428807377429594,-0.0183913016173803,0.09137933806289678,0.011290615600893068,0.024660631802883415,0.037778403903558355,0.0492953936047506,0.07330109923459609
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0947543655234996,0.045869578824923,0.058835072726495165,-0.05244337418776435,0.10444462801473037,-0.025980174638801857,0.027756190404678104,0.06437432712210765,0.10052459341260218,0.027199133682752043,0.06756056379354798
HALLMARK_FATTY_ACID_METABOLISM,0.042643689644647834,0.02068113700014435,-0.013982203251910526,0.03041573033483092,-0.057946831671586395,0.08052770334787034,0.026777621494094968,0.02287938476639227,-0.002385558251682471,0.004887159020798297,0.04904637034492713
HALLMARK_G2M_CHECKPOINT,0.0947373143594273,0.009212214299663783,0.06795683105818565,-0.05151787987333612,0.001512706331185378,0.1285056070076996,0.07851782765577148,0.029603909068140238,0.02809774302101328,0.03038000718279815,0.07994876489700566
HALLMARK_GLYCOLYSIS,0.0886415361801074,0.004014579930646183,0.04339774050237219,0.022151566681081578,0.03336022510725853,0.1435885461566827,0.060720500619378205,0.07235302045063123,0.04971505436986631,0.0198855638302185,0.08938926457874696
HALLMARK_HEDGEHOG_SIGNALING,0.038594561564295096,-0.023088208294571453,0.03360860382750306,-0.013271375680149673,0.0015365974711428268,-0.014564840114637741,-0.050516277397287646,0.04586781340898568,0.07343123464480446,0.019389386331591055,0.016976310071423265
HALLMARK_HEME_METABOLISM,0.06206333913090645,0.009812207432936313,0.029665626731468355,-0.0028742014284125865,0.04391453280689839,0.13472755766257943,0.07826097917441663,0.06293921816897251,0.12197327887728505,0.017594632751006974,0.10994166685244963
HALLMARK_HYPOXIA,-0.02241051536537433,0.005883523383881162,0.002079562341519878,0.03182481334967042,0.04010163490601698,0.0071090439387937274,0.05336524884628535,0.058910524484217824,-0.04536754305728716,0.0009125021882449191,0.033708407645110475
HALLMARK_IL2_STAT5_SIGNALING,0.04888930352246215,0.019258722153862495,-0.009035493550300672,0.01033512963986202,-0.045891653023713494,0.12874013979375273,0.05118765604848359,0.0030878403326047086,0.1138177027425084,0.03467221681514568,0.09063698845752924
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07762750500997045,0.04323919649604299,-0.003703556229311808,0.019496618927390227,0.09664873934225583,0.14620156516447133,0.038677734671679474,0.01852856699605966,-0.010464124602498402,0.03166973820730032,0.08724360258812401
HALLMARK_INFLAMMATORY_RESPONSE,0.07739040645404457,0.006649163700329742,0.014376468723462878,0.002407481922035203,0.004131171880151778,0.050872786471647204,0.07912876489077614,0.03616154100298111,-0.04146423624531897,-0.07024881515155393,0.04798958307687814
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06332206281052179,-0.036502189427852175,-0.00012031276038597937,0.018004309259114823,-0.010289572649183518,0.12671997495310425,-0.04404129021509924,0.02242641733589434,0.09129135739310733,0.006585007890448407,0.11797998478698181
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05369446170459458,0.018885837218562684,-0.029221358687102763,0.029675230382107422,0.0002466673696312166,0.14193686176485673,-0.02182279673182538,0.005592244265764243,-0.01679513329244113,0.018146146188010227,0.06493488632154802
HALLMARK_KRAS_SIGNALING_DN,0.09413149195008169,-0.01812382670353259,0.05008326754305382,-0.05725071861517194,0.015998481149444462,0.016532624119530208,0.04875843146540298,0.05067597902020935,0.11402344812057252,0.0056422823831777085,0.12317782312554576
HALLMARK_KRAS_SIGNALING_UP,0.00882145563455294,-0.010723374530326872,0.0020146907780003247,-0.03578090001071106,-0.08238758551384087,0.02106825388565166,-0.03119790013332411,0.042160983650234636,0.10151015643645048,0.026547725550693662,0.10908550433051711
HALLMARK_MITOTIC_SPINDLE,0.08215705893790917,-0.02747624914697007,0.07546751606505753,-0.051445139699975814,0.03278263269225903,0.14207528313673365,0.03094644128328257,0.04871167799642776,0.1141420602163412,0.0606461851455455,0.12632049293123385
HALLMARK_MTORC1_SIGNALING,0.0377328938346681,0.009572534036161045,0.028616178565581366,0.050905728634630165,0.0013395391925789797,0.11722683036912467,0.0806161808669358,0.04564272461438097,-0.055590512974604364,0.004322748935493042,0.02775708101190973
HALLMARK_MYC_TARGETS_V1,0.02752235227219655,0.0018087191791611313,0.05382704118315512,0.04057843855953144,-0.045743525762208456,0.16529642733186448,-0.0003035387924336656,0.03468896801358894,0.13174726054192337,0.08496797992346086,0.07821988655309096
HALLMARK_MYC_TARGETS_V2,0.030008128240423326,-0.04033459245089862,-0.04962919665583207,0.02923932410025796,0.013906053450306233,0.035188047654475856,0.00291797040569035,0.017926087127288298,0.047476559336243576,0.02290708141798984,0.06753662220911985
HALLMARK_MYOGENESIS,0.0665460910306203,0.008411927854705853,-0.01922128143037704,-0.02425571574452382,0.02494883270253243,-0.007032516385141949,-0.011464288842088617,-0.010560106610791483,0.10493368429389885,0.03551116214674266,0.13220914836403885
HALLMARK_NOTCH_SIGNALING,0.11035131877538659,-0.050117285468588485,0.033700233562810954,-0.027760683771399675,0.02518883600069423,0.14412364471048672,-0.02865715765663583,0.03480534183291774,0.12326441851481466,0.023242381784351045,0.10030865078012766
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0730623780801721,-0.017871362060441293,0.09166996273782473,0.03949101998146925,-0.038087829888171165,0.026002015963424895,-0.018430134520677665,0.05696305557338096,0.13711084483064578,0.06135607656768615,0.09419057192319724
HALLMARK_P53_PATHWAY,-0.03957147820704811,0.01864999576184777,-0.002183508544693349,0.011147962274578479,0.02241792645142419,0.13768250052242267,-0.02588714601370055,0.047946042117562176,0.12384788029512832,-0.009881853807183547,0.0965667087877253
HALLMARK_PANCREAS_BETA_CELLS,0.03795502612278826,0.01083759373065099,0.09038947441978315,-0.012353009895596456,-0.04447235138720712,-0.020399744475827847,-0.0543874238726321,-0.004086115979084884,0.13241632157433347,0.0412020948438181,0.07187612739156789
HALLMARK_PEROXISOME,0.04913077084442383,0.04535848104986276,-0.008248569205502095,0.04529161611910193,0.01570295954466423,0.08840014016522442,-0.05642880538733472,0.009955462975804684,0.09995836928741926,0.01177294757371298,0.07975106316043525
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.01551863555105153,-0.05824356099286242,0.05948767048312961,-0.021529539606492572,-0.01323389763180721,0.08998424058727984,0.021582485044851635,0.03466497833967352,0.11875321186728148,0.04936247715826573,0.10638667867488572
HALLMARK_PROTEIN_SECRETION,0.10766806593132076,0.03164908624592833,0.06984833770861454,0.01758520260924236,0.058128374021366155,0.1287538446617859,0.04237847494986583,0.09809185082482338,0.13453784130039026,0.04378641405583296,0.09625308601553488
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.07847191395100067,0.04915221908043413,-0.028517978043584153,0.05997645643319701,-0.06448176494323564,-0.011122342524499566,-0.08498186153859763,-0.019552301266246686,0.14124963261801615,0.030616053564987342,0.0568220748895434
HALLMARK_SPERMATOGENESIS,0.028407576734329337,-0.003519596735056988,-0.012104793529172136,-0.012345586912696561,0.05628448637272396,0.06029118550866688,-0.02508773360298406,0.06523856136451069,0.1301169240738394,0.062384978313208835,0.0978981464094216
HALLMARK_TGF_BETA_SIGNALING,0.08351911042253708,-0.011003447399536475,0.04644187653117875,0.015614850628875488,-0.0014073356245906255,0.1567624452136787,-0.048105531550138386,0.014590649966665812,0.10707776490667403,0.09101140477111958,0.1430299515094172
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.020755998784961167,0.013812857185563899,0.01003309208574734,-0.01949300170043214,0.04261113296464028,-0.06552362877906659,0.03678103496220952,0.06666826513234422,0.014925921164902206,0.04095612056531353,0.013898142385122889
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.02950449170120568,0.00577889598814373,0.018714172171415088,0.02412569754114101,0.0197482732949852,0.1413017388591056,0.01621209911030702,0.06224609489730519,0.10299834005108296,0.03657525178392337,0.08946854014067818
HALLMARK_UV_RESPONSE_DN,0.06618404576607113,-0.0029070731795224508,0.0029362864871952613,-0.041216267287724505,0.007919400850301215,0.007981628103133598,-0.03395008953333084,0.04524723341373474,0.08989483575279311,0.039546735222205386,0.09529771102663177
HALLMARK_UV_RESPONSE_UP,0.009639522214040684,-0.0027732704398087922,0.05287592496678636,0.02745238829243021,0.04857753209231024,-0.06961547657098642,-0.03913420549181397,0.05977974934869841,0.06266936322151839,-0.01783755085108863,0.06766028166502118
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.059784236074748476,0.014645442342544978,0.032807539531655064,-0.05914944064841598,-0.019150186093076997,0.10839392070235769,0.05007351692682755,0.056443000814612024,0.08903879185282688,0.04485234963976848,0.10532980283078987
HALLMARK_XENOBIOTIC_METABOLISM,-0.007535299564641644,-0.02651157616843054,0.010983917747103299,-0.001248345258562186,-0.04232404839542831,0.08417074522956267,0.055398785489904095,-0.013996603075314732,0.07236559010666875,-0.03336536894336683,0.09388353712475021
