,MGH258,UKF269,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.014268271511552237,0.06358661830260612,0.03258346719320595,0.004387161600315884,0.10954575050568192
HALLMARK_ALLOGRAFT_REJECTION,-0.03846696958706994,0.02330252474904544,-0.012936565594607534,0.056583792908047326,0.042854767213609625
HALLMARK_ANDROGEN_RESPONSE,0.06514020442043947,-0.018430690313303622,0.04494763040494774,0.08163770088884928,0.1126668823670977
HALLMARK_ANGIOGENESIS,-0.03528989519403188,0.023611925629885722,-0.04397135422614666,0.026548775456170327,0.006831182227305751
HALLMARK_APICAL_JUNCTION,0.02612757069956983,0.06500327410898049,0.03436948373738266,0.06467135824283421,0.09678087711338855
HALLMARK_APICAL_SURFACE,0.09734300576491568,0.040160965067951214,0.0034920805998499864,0.003287446312386507,0.14841067231776572
HALLMARK_APOPTOSIS,0.028296690656599108,0.05355243442069069,-0.01300603086092812,0.006333942458617563,0.04260765599788073
HALLMARK_BILE_ACID_METABOLISM,0.02553960924724567,0.025775366144216667,0.047225110521246914,0.0749921262139225,0.0869889547880572
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03049536128692688,0.007099508462035403,0.030810490902588018,0.07170728796682364,0.12416782687308789
HALLMARK_COAGULATION,-0.024276147410031486,0.046327435242538254,0.019536119830424685,-0.008762793824523258,0.1075357989886466
HALLMARK_COMPLEMENT,0.0012969621752305822,0.051015489513208216,0.002689595070677296,0.024989008022993777,0.10427183676609267
HALLMARK_DNA_REPAIR,0.03922674145462286,0.020586284664464227,0.045329504853645675,0.0835922762912583,0.08486684385434472
HALLMARK_E2F_TARGETS,0.05405381871167255,0.027363563332692797,0.04285965835220101,0.09178150460399317,0.08102744885793929
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.045689936892955973,0.054814777219816514,0.024333237269674225,0.05347696317437334,0.06782658914009257
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01992318601838801,0.03392293008527159,0.03614304544715316,0.03647665121928044,0.04703264263819164
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.01762922075023011,0.0038469941576265605,0.04257830825586616,0.01432070858398971,0.09702023991752484
HALLMARK_FATTY_ACID_METABOLISM,-0.05509344227751032,0.010349511720546259,0.03680150947770179,0.002176233878517771,0.05069052405065063
HALLMARK_G2M_CHECKPOINT,0.03385695683437678,0.008376310301335387,0.048708126524956645,0.085918417843322,0.0788267038484579
HALLMARK_GLYCOLYSIS,0.05557698895711029,0.04893809337340477,0.07150826677596732,0.006689067354385204,0.09321077953470427
HALLMARK_HEDGEHOG_SIGNALING,-0.001011221885911766,0.005505025106205662,0.03430110543842844,0.0501161777566883,0.1088731969372848
HALLMARK_HEME_METABOLISM,0.0039164516282294455,0.04552904751506503,0.055242212783394626,0.02854148172709791,0.11356024427128225
HALLMARK_HYPOXIA,0.02104564482517307,-0.0008531449490578983,0.008026240839635263,-0.04264292073511631,-0.025020639058976498
HALLMARK_IL2_STAT5_SIGNALING,-0.018231544619710275,0.03683321688634135,0.029109831490208595,0.005244827028718395,0.11200827451326044
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.004162587552240564,0.015781328207277883,0.01198690334209455,0.06969653151196503,0.12264063919540139
HALLMARK_INFLAMMATORY_RESPONSE,-0.014198757412517148,0.049197613730109384,0.014126216151295298,-0.026250642523908095,0.07842689579442712
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0320110271694006,0.014635938910320301,0.0021688487989953193,0.007969303819726416,0.0809782073991781
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06729126363789507,0.035551435718288615,-0.0007544375457744768,0.0424299682722985,0.08431644633028229
HALLMARK_KRAS_SIGNALING_DN,-0.005528561141905774,-0.00035171063580395666,0.04364655898353287,0.002959919465859038,0.05779388661826042
HALLMARK_KRAS_SIGNALING_UP,-0.0009472014114388518,0.01607079466788988,0.004267219170729803,0.06800423878006877,0.10177004474992533
HALLMARK_MITOTIC_SPINDLE,0.04690248396135212,0.04591481463849085,0.0567404530399085,0.07363802980374927,0.09939769898863161
HALLMARK_MTORC1_SIGNALING,0.039171517960658,0.015175271542999153,-0.0028832061005540114,-0.010717784351510948,0.042668454107342144
HALLMARK_MYC_TARGETS_V1,0.028524442686650536,0.01434567534658265,0.034262771387157685,0.07135497998783975,0.0722180753998639
HALLMARK_MYC_TARGETS_V2,0.04067716605716541,0.024899614939989982,0.013388777567389189,0.0722178795957123,0.0544580920204037
HALLMARK_MYOGENESIS,0.01991446084996573,0.016062592716199933,0.02677706029623968,0.05636862945562579,0.0863844485333404
HALLMARK_NOTCH_SIGNALING,0.05653392090617234,0.04934739385477643,0.03171639433151109,0.043351684071250375,0.07927130863274079
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.027699968129809786,0.01353904119385454,0.02729003173189838,0.06752992542957588,0.060892448957736295
HALLMARK_P53_PATHWAY,-0.03753474099551623,0.03502272542554606,0.05219365848190805,0.012238337982485494,0.09772127148370582
HALLMARK_PANCREAS_BETA_CELLS,-0.033434127273303846,-0.002935587127961518,0.03221725983586883,0.046965138544593985,0.0905211036919259
HALLMARK_PEROXISOME,-0.00837073987290857,0.05931039950650999,0.06330707283549243,0.0004094365984064972,0.06968844544108106
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.09803103735877436,0.06241387092111695,0.04174547486621167,0.05728937963870992,0.10840980769268445
HALLMARK_PROTEIN_SECRETION,0.03498613007118227,0.03592338011562341,0.05705107241645267,0.0858342506903957,0.12174694924065699
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.05099738862274498,-0.028802512368759574,0.021306754444432374,-0.08799228999382464,0.08107130422571536
HALLMARK_SPERMATOGENESIS,0.006926060237228425,-0.02797780313292246,0.05024434689737969,0.07051970937016976,0.10017884977251816
HALLMARK_TGF_BETA_SIGNALING,0.0006886060905448938,0.04959945120517797,0.0397051280873318,0.05626990973672463,0.11652204696786037
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.04978078417150227,0.01396519373529905,0.029720769214598125,0.011652313576510287,0.052021020457347945
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.0028131666483476557,0.03859229177448844,0.030026374786423074,0.05042047825411917,0.0994373021793142
HALLMARK_UV_RESPONSE_DN,0.03959488611237428,0.04491815007429359,-0.02610037111069797,0.03057666736096582,0.08268190767265705
HALLMARK_UV_RESPONSE_UP,0.026036584786886502,-0.0003599023243635295,0.056645444040478436,0.0003017195054852972,0.0834024404183134
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.018611681895786967,-0.012547032669803268,0.07414811296060829,0.09031258757161797,0.10375856422467931
HALLMARK_XENOBIOTIC_METABOLISM,-0.00025554330724830585,0.02073589886852356,0.04146669960769682,-0.0020138930949203386,0.10132118243989849
