,UKF251,UKF266,UKF296,UKF304,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,0.0021780720672680007,-0.029255225603082066,0.03397867601112697,-0.012610875260049257,-0.01860546921782551,0.10600423515423907,0.018874269381888686,0.04546264487606261,-0.006102545134212554,-0.010288129828446218
HALLMARK_ALLOGRAFT_REJECTION,0.017630671464649722,-0.015391496074781942,-0.02128762999721867,0.016505028913479776,-0.11400838885662963,0.04185460518081527,0.015098609495555599,0.0960913375282674,0.030662961671092503,-0.025424354041387466
HALLMARK_ANDROGEN_RESPONSE,-0.026211510077516424,-0.06402272591401531,0.028348520397532436,0.0047452842674612075,0.051583282732457644,0.07466551894835001,0.09394715837458331,0.04549485469091372,-0.006181009577577835,-0.03157590977662481
HALLMARK_ANGIOGENESIS,0.025239376796833756,-0.040702496994324204,-0.0036773641437318413,-0.02593657455124373,0.088968141259263,-0.07454226860009437,-0.04229936855373235,0.01551138095823214,0.020015351186226833,0.022776471873716387
HALLMARK_APICAL_JUNCTION,-0.023612912049301223,-0.08299180144905229,0.031246608546612466,0.043255108196551255,-0.054046320942363,0.12015131109565043,-0.04003916952884286,-0.011313181648318262,0.009891475174371212,0.05547104816529004
HALLMARK_APICAL_SURFACE,-0.007768278212942752,-0.006474426280595024,0.04969893131662534,0.015277026956209801,-0.08231332833900838,0.05776536108986522,-0.06726124038646086,-0.0279944454364942,-0.016941771678229443,-0.05507145475099507
HALLMARK_APOPTOSIS,0.02847925918695665,0.03441375434550186,0.038508087530150184,0.05429106774391709,0.0464195920123387,-0.05078603300516726,0.07320109154272374,0.06438225003262159,0.03266035395720205,0.07210303987518224
HALLMARK_BILE_ACID_METABOLISM,-0.018299323027743297,-0.0013678973724829827,0.03804947634182677,-0.03467509072264169,-0.07070723645712505,0.06932315665263439,0.11083144548537778,0.0352580782446063,-0.003913134572202939,0.09755735616032513
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.011079419817870239,-0.055567195965833496,0.03055004478265798,0.009931239262831553,-0.09151429147564243,0.058713127433096736,0.08603555303630428,-0.0017151850438040714,-0.03202769918860395,-0.010155187933888745
HALLMARK_COAGULATION,0.0106206677949666,-0.0599785763541983,-0.014398113795963497,0.03511918626866165,-0.019967748356300122,0.04655239821702331,0.023143070863966032,0.045898497339431236,0.0007631821479342768,-0.023538890630329448
HALLMARK_COMPLEMENT,0.025302939778228745,0.02510212476862343,0.05787714283675642,0.005680745505945659,-0.029614734463434923,0.017466314222040345,-0.016971786655325703,0.07499656449812306,-0.010072987548791367,0.017778773765207097
HALLMARK_DNA_REPAIR,0.01152095351416815,-0.042901293838713654,0.08879777256577755,0.01511917022806636,-0.04346119135912514,0.10289510828243763,-0.009510442829394469,-0.0196836128012125,0.018302889245001258,-0.04853881413430889
HALLMARK_E2F_TARGETS,-0.030616176129668295,-0.0745481600316728,0.05879542132766712,0.025327805033807275,-0.05718283647221469,0.02974406419765949,0.009060933082001366,-0.02247115237900046,-0.025184833906461646,0.0627990992058823
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.051976570617408284,-0.04882070024333296,0.03010018824507298,0.030502189856901233,0.04863721271883155,-0.03544379629276087,-0.04026368929173495,0.05773508045362117,0.02012253390545987,0.017507349865924074
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05089568316412614,0.06778594755666868,0.004030632160162032,0.017411333553412817,-0.0013476537708066293,0.027933906888647792,0.045710795371415945,0.030626746372333237,-0.018059966417366978,-0.006102068234297818
