,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.12836855682971055,0.0482067767681874,-0.05904321318866801,0.018787175025570264,0.10968258612204525,0.076735642072523,-0.23091892225024743,0.10214739250987005,0.0037889530453779777,0.23143744668327976,0.13681938862082696,0.09031439957357419,0.03667345852168774,-0.026814287363338418,0.02484399953896284,0.10041284541628531,0.021438674344322995,0.1866034196726603
HALLMARK_ALLOGRAFT_REJECTION,0.08636810159148652,-0.07388133832881466,-0.0418986404331894,0.07792963773741145,0.05390105479073375,-0.17083303878703052,-0.5394824234793719,0.09623302602025448,-0.028783529475087007,-0.4572889708552498,-0.14725680434891367,0.014179988472257142,-0.030386657897742964,-0.055647566598073024,0.011851595074972096,0.029137779808042386,0.049369413853056446,-0.011471799853317373
HALLMARK_ANDROGEN_RESPONSE,0.012186041334480443,0.011564423527166507,-0.03271099135595419,-0.00477994329807681,0.18361610041606782,-0.059229287760103576,-0.514469611185112,0.02070537963172435,-0.003972547519370573,-0.15473961094644545,-0.12694119311634258,0.012417636899021322,0.05061064829573935,-0.06117945984200767,-0.027291857231951912,0.03296123187667456,0.0014891226377177845,0.0034380454510090307
HALLMARK_ANGIOGENESIS,-0.3430300658461374,-0.0785202854938561,0.007530566101770475,-0.05452650531800161,-0.2196346127423349,-0.18500507903124022,-0.6007967655271123,-0.22007890880158137,-0.06498673397817582,-0.4788864945251139,-0.3624919097193306,-0.16851598944326332,0.0070530116571463864,-0.05598653860340696,0.019393002103762613,-0.11590158554083278,-0.15072193735954342,-0.23146480535649439
HALLMARK_APICAL_JUNCTION,0.06031590634993194,0.02311055509901849,-0.029553431864590946,0.049100437585338746,0.026499666198745803,-0.08293487684363852,-0.4646162844717595,-0.15181029595538711,0.03342037935590844,0.08975403622224547,-0.22496685813268744,0.039782133911223434,0.04514325268498908,-0.0030060452938718775,0.06615474177280446,0.020015679329269138,0.005381112888630869,0.21665769747548064
HALLMARK_APICAL_SURFACE,0.23129438959547208,0.06903922577111962,0.030480124089115303,0.09728035759595699,0.009816429414434818,0.15689601345289728,0.4426449621655842,0.090176947178824,0.058237479736643935,0.25833016234528394,-0.07406420340082358,0.07653768796598086,0.015666215733005105,0.018598957662955853,-0.05649101333882936,0.001038185590313604,0.08431866224050374,0.09249161655562078
HALLMARK_APOPTOSIS,0.010904340276324774,-0.058811827655171456,-0.015612500404509766,0.03394328417748009,-0.013172847991111741,0.04523242830806289,-0.09344568105629839,-0.210586545454687,0.026407502088670886,-0.052707278625005294,0.203294724411974,-0.05103794043219248,0.04497091694205989,-0.0899918670179963,-0.0215992831133835,0.014806221474668771,0.008052677544653766,0.18293748951874572
HALLMARK_BILE_ACID_METABOLISM,-0.01692237701722311,0.02435495966974022,-0.002221607278288587,0.04742440347868092,-0.05475416573173109,-0.023230779410165037,-0.5904720435104488,-0.10510727391859015,0.0076092392144849015,-0.12214173487005242,-0.12298707324763443,-0.007608082646213815,-0.008748027993282613,0.01566965183080784,0.054890822610183417,0.09214552576894047,-0.06011223227710978,-0.006654166811570618
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.07537516779710766,0.12248396832954928,-0.02687715104618741,-0.0017122912290786759,-0.022976916259987344,-0.14003874001669836,-0.47148234721996535,-0.20062299295847327,0.011970424084255166,-0.3390482330638324,-0.3275409743827586,0.04017964679568642,0.011485643226975305,0.03254531874471487,0.08267221006203018,0.09442724729249694,-0.033961460539217114,0.04962238011621478
HALLMARK_COAGULATION,-0.06752400138818616,-0.07820397591519945,-0.08225978543108398,0.005887548127425859,0.028309353260408114,-0.22764983984122894,-0.6071787910053728,-0.06792717448994225,-0.09533496190220643,-0.47413790730119704,-0.20651385514137088,0.06850777558078512,0.07112931825792033,-0.12619682480182126,0.08885128436227559,-0.017428690470381387,0.009880364535215817,-0.0888673083608022
