,UKF248,UKF266,UKF269,UKF275,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.054043329467852196,0.010711024075932985,0.08677656589501333,0.04313834242673614,0.0676116799416417,0.06517916799229208
HALLMARK_ALLOGRAFT_REJECTION,0.03368980932525065,0.05215591357243048,0.0650462563563029,-0.020886518032336498,0.04115960443975486,0.0341690878551039
HALLMARK_ANDROGEN_RESPONSE,0.0714636147074493,-0.010959640392203717,0.0362247758066138,-0.017075671927422615,0.01689303115565824,0.08824833653961359
HALLMARK_ANGIOGENESIS,-0.0036978025763855396,-0.0371068908798782,0.04672530057259084,0.07891805469464873,-0.04610875030403864,0.06686041833421082
HALLMARK_APICAL_JUNCTION,0.07406912527511793,-0.0019479240464480442,0.06776664032679766,0.11395580722812634,0.009624737332123726,0.0673947970357882
HALLMARK_APICAL_SURFACE,0.08014008113837198,-0.03963674671429961,0.03308962695327176,-0.03562350308894913,0.01656895918389939,0.0729098430083729
HALLMARK_APOPTOSIS,0.06889002900381995,0.016093237485838657,0.0009458305192317888,0.038104736870594264,0.052007397874265275,0.015633625362603494
HALLMARK_BILE_ACID_METABOLISM,-0.028295835331744845,-0.051952039199333125,0.0746129106715323,0.09761389433979854,0.07661379535014563,0.032821750545759885
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06886037982963966,0.019018016016214855,0.06147639600109574,0.08086153682336603,0.07597495515597696,0.0857698907343391
HALLMARK_COAGULATION,0.0736069298391591,0.10263567767149295,0.05803188249348326,0.11573536645309769,0.04626683492945707,0.006243841984747578
HALLMARK_COMPLEMENT,-0.014530049355198946,0.019289180393503136,0.0663365543078325,0.05886671339849303,0.06865974414126792,0.07031161164704389
HALLMARK_DNA_REPAIR,0.08777199831664087,-0.00664086692256214,0.1046728404609559,0.06348520191002376,0.07180662372279713,0.07385043756729431
HALLMARK_E2F_TARGETS,0.05209582908040518,0.0036691961721029747,0.05769071315459994,0.1012468780955878,0.06640335621415185,0.08122685648962927
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04228715695334828,0.04105828801402449,0.08243917239495555,0.10198879267583413,-0.004895922606760128,0.046616724832914284
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.009333156189377967,0.04274002343191215,0.040639764099044545,0.018790347362011434,0.06545203921264955,0.055949304458070157
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0794637100316136,-0.036006116242747487,0.04472347549494557,0.038830652974459076,0.07086766137546287,0.02684175104955315
HALLMARK_FATTY_ACID_METABOLISM,0.03309125181428739,-0.043373750230503896,0.07022863811395234,0.06060522607661442,0.025906550417724175,0.035265290464004166
HALLMARK_G2M_CHECKPOINT,0.03426441558081624,0.018510031999125365,0.0776807707000811,0.11397178694815259,0.034494590004667564,0.09319982204011336
HALLMARK_GLYCOLYSIS,0.043987365709449555,-0.00973598558774157,0.040530909556412226,0.07916700640903719,0.05109028524131126,0.0801582892668165
HALLMARK_HEDGEHOG_SIGNALING,0.02592334388590984,0.004084659915525502,-0.02344378531407638,-0.054611197179831136,0.016183237646069187,0.023160442640631218
HALLMARK_HEME_METABOLISM,0.07244088113543204,0.010312640508628939,0.08522924455549995,0.09596012773763071,0.048727913972816776,0.0537490737868536
HALLMARK_HYPOXIA,-0.07294635271555307,-0.03216848082838381,0.018901353141682065,0.03927720983861318,0.0012250914773602203,0.04188778462735033
HALLMARK_IL2_STAT5_SIGNALING,0.050841682705842016,0.032829789803275,0.06571143189929592,0.029257334904319563,0.0815632173925177,0.08510159701261101
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06536670902449447,0.0462047947281926,0.013521828286680027,0.05298145260602941,0.05943614541338175,0.08893210345867383
HALLMARK_INFLAMMATORY_RESPONSE,0.042163800217667045,-0.014457752255940044,0.009000353572745161,0.09039575900760562,0.03070667662696638,0.04339563102761743
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.07262073018737451,0.029357881869256322,0.058945519614389624,-0.041352074678689836,0.04772554717780852,0.03791292194859088
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.08457344014612034,0.06480645956406171,0.051028376992550854,0.012086584927898601,0.07256806685017765,0.04171800658303847
HALLMARK_KRAS_SIGNALING_DN,-0.04691134787918771,-0.016150745786185392,0.04959420074962696,0.08407685336490467,0.07748870164212888,0.020328429755636774
HALLMARK_KRAS_SIGNALING_UP,0.03640791220259599,0.0030074335299057524,0.03455948858531938,-0.031907126493506445,0.046412976290984814,0.02543289195843291
HALLMARK_MITOTIC_SPINDLE,0.07982447860088114,0.025629817721401094,0.07858553081280019,0.09164464884047019,0.052712201478707164,0.0679748470788362
HALLMARK_MTORC1_SIGNALING,0.00171185237651647,-0.006656432221301986,0.03658218382165414,0.06531611534109599,-0.018491167308910983,0.042879774644264984
HALLMARK_MYC_TARGETS_V1,0.07777669571227366,-0.011732349894465987,0.08007726149669463,0.01969047596719765,0.05653135318736269,0.0733834731203841
HALLMARK_MYC_TARGETS_V2,0.09421229951342573,0.04973879804309682,0.04521554294567268,0.04726116298916845,0.015680553249423797,0.04092620787660032
HALLMARK_MYOGENESIS,0.06982798163970638,0.11478119909562466,0.0030383361652941477,0.030075768467345897,0.033059465091168486,0.032313516964639376
HALLMARK_NOTCH_SIGNALING,0.05275812872952532,0.010168278796402927,0.06024440143066839,0.008182143220734005,0.03308644999187776,0.06020684995006886
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.08003616340197828,-0.0009644303670031966,0.07253841083275989,-0.001659995101483392,0.09003563617354365,0.0827138890544361
HALLMARK_P53_PATHWAY,0.01493760106536939,0.021571040719546283,0.07186868375544476,0.033142871594712714,0.0850276744454485,0.06297912438370698
HALLMARK_PANCREAS_BETA_CELLS,0.06407181541231254,0.017780615888287367,-0.019722231040701383,-0.010024893996032933,0.10212198332879052,0.03255237723874891
HALLMARK_PEROXISOME,0.05449979329525496,0.010992890756803425,0.02702423834768669,0.006331437666753155,0.03456021969975078,0.052710174697390165
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.09807205317791037,-0.002323974447774243,0.07248286336755344,0.07420982466453922,0.054058048948313835,0.06422765521111455
HALLMARK_PROTEIN_SECRETION,0.05069216640445103,-0.011169499990110542,0.08546499069218276,0.0589066303959467,0.050971370436320045,0.09249740497669669
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.06619403096493319,0.08518247560039198,0.00028759668636779495,-0.03966766158133974,0.058260809144738676,-0.030892941517368773
HALLMARK_SPERMATOGENESIS,0.09617850533251233,0.005604887119439133,0.08487167204931412,0.006568040752563328,0.05427507889602252,0.050434944381800795
HALLMARK_TGF_BETA_SIGNALING,0.08295264470667017,-0.009735676510307925,0.06948404275392178,0.011928752976862737,0.008280624606134086,0.1283707861722045
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.03036288877077256,-0.009964058203519375,-0.01952443273560164,0.06532985471868494,0.027265168247058817,0.026647555096414886
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07686991263744085,-0.017651312746991537,0.07456187430707027,0.0480292114244505,0.027171437431492848,0.06176125935701653
HALLMARK_UV_RESPONSE_DN,0.012851259687651273,0.04091485088107423,0.06989381868465223,0.038667947844447256,-0.015935458432770847,0.08361967749306408
HALLMARK_UV_RESPONSE_UP,0.026223269811072005,0.008081159804269837,0.01815938872103453,0.013173478204173375,0.07947091808738511,0.05045871692454866
