,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0017469700509564587,0.014570241295105134,0.052724640912974186,-0.023800255828926063,0.07331849963900884,0.04963347597548591,-0.018663297732268384,0.04033080940718919,0.031929051525350756,0.15332919999025219,0.06406397846869875,0.06860349753559718,0.1183489848687013
HALLMARK_ALLOGRAFT_REJECTION,-0.028611913870497822,0.005847009597484588,0.025790708275709628,-0.04636594668877747,-0.03051320689822789,0.05336829799880442,-0.025201275354706596,-0.0027344292044253946,0.031214340579146415,0.10778738848820747,0.1146492555553642,0.03576718080938524,-0.018014217339909714
HALLMARK_ANDROGEN_RESPONSE,0.017162139380645793,0.0109840638869559,0.061750057477476465,0.08878901455213181,-0.005786117252737176,0.09849374780254541,-0.03665879964756315,-0.020485850801948063,0.02351308004829522,0.12575166505513405,0.08705261368946263,0.07698577607610628,0.09057653919042453
HALLMARK_ANGIOGENESIS,0.07321293181348032,-0.05189785627531215,-0.02827554575361561,0.04781845336038672,-0.029479988049164033,0.08680826883523111,0.006091309739916194,0.03704471383238651,0.1496170131098813,-0.1409751525434706,0.03699126304529441,0.016755109114614374,0.07341512435936307
HALLMARK_APICAL_JUNCTION,-0.05011487648633671,-0.03028016498566985,0.12871555514973437,0.0030482395320222053,0.04335601794701621,0.10255712177430469,-0.0031223389067583764,0.04449120215925117,0.03292185954164319,0.1328997853381751,0.100511714197752,0.04914337479047537,0.09519281083751886
HALLMARK_APICAL_SURFACE,-0.04046022363507508,-0.08105984814682453,0.06268601681044848,-0.03895934187310451,0.03911675911678309,0.0521131123617165,-0.0523452804421495,0.012182712535421096,0.0234800428312692,0.06392298469252039,0.10267377672157073,0.050702646926352415,0.07348542854604559
HALLMARK_APOPTOSIS,-0.05016066634500477,0.0071962976274344715,0.01341568833146858,0.029510012501228103,-0.01370599061434058,0.02659726539645223,-0.02741242257025017,0.040278834944611173,-0.11507362113150427,0.0369587222097489,-0.008459667333612895,0.018419975142783148,0.04906087551604421
HALLMARK_BILE_ACID_METABOLISM,-0.0639913664182249,-0.029215022406006097,0.06630025487330903,-0.039385492781513855,0.04579610348003553,0.09921956389664982,0.08724200432576984,0.06481466520770432,-3.4477889025845124e-05,0.08148603016092959,0.07535693679437706,0.04455766951236856,0.10165525199847021
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.005334652625668772,-0.03735114456072743,0.07347253932135163,-0.0032384733820630205,0.024806055536657746,0.11563189637478843,0.04792324269473499,0.07556439385778814,0.032261336114136195,0.07241498570019451,0.07187973609634446,0.08612370000347308,0.0855014384537624
HALLMARK_COAGULATION,-0.03590969963016463,0.04388217747098999,0.06025236679000304,-0.05061988890553287,-0.058607805338638116,0.05971563227602793,0.04083981058479694,0.07490223293586741,-0.01112273136300906,0.111167192661161,0.10573871116705384,0.021769353385954888,0.09803847467894362
